SA1_internal_2021	AustCitizen	persons
20441	1	323
20442	0	29
20442	1	382
20443	0	29
20443	1	299
20444	0	41
20444	1	404
20445	0	25
20445	1	218
20446	0	43
20446	1	358
20447	0	147
20447	1	316
20448	0	34
20448	1	391
20449	0	29
20449	1	265
20450	0	56
20450	1	704
20451	0	560
20451	1	236
20452	0	41
20452	1	231
20453	0	31
20453	1	303
20454	0	35
20454	1	377
20455	0	43
20455	1	463
20456	0	27
20456	1	381
20457	0	19
20457	1	264
20458	0	51
20458	1	605
20459	0	5
20459	1	305
20460	0	20
20460	1	273
20461	0	37
20461	1	316
20462	0	37
20462	1	262
20463	0	46
20463	1	322
20464	0	51
20464	1	418
20465	0	42
20465	1	119
20466	0	32
20466	1	437
20467	0	56
20467	1	280
20468	0	37
20468	1	195
20469	0	31
20469	1	339
20470	0	39
20470	1	305
20471	0	66
20471	1	459
20472	0	39
20472	1	378
20473	0	41
20473	1	317
20474	0	14
20474	1	306
20475	0	28
20475	1	256
20476	0	49
20476	1	412
20477	0	16
20477	1	218
20478	0	30
20478	1	210
20479	0	40
20479	1	334
20480	0	28
20480	1	398
20481	0	18
20481	1	176
20482	0	35
20482	1	424
20483	0	48
20483	1	402
20484	0	38
20484	1	294
20485	0	41
20485	1	307
20486	0	37
20486	1	306
20487	0	64
20487	1	316
20488	0	58
20488	1	293
20489	0	91
20489	1	400
20490	0	88
20490	1	351
20491	0	37
20491	1	261
20492	0	34
20492	1	307
20493	0	63
20493	1	571
20494	0	70
20494	1	346
20495	0	28
20495	1	205
20496	0	27
20496	1	468
20497	0	43
20497	1	455
20498	0	127
20498	1	520
20499	0	48
20499	1	528
20500	0	106
20500	1	280
20501	0	20
20501	1	336
20502	0	33
20502	1	402
20503	0	54
20503	1	195
20504	0	46
20504	1	372
20505	0	40
20505	1	406
20506	0	17
20506	1	274
20507	0	50
20507	1	481
20508	0	64
20508	1	468
20509	0	25
20509	1	241
20510	0	26
20510	1	325
20511	0	62
20511	1	397
20512	0	106
20512	1	490
20513	0	55
20513	1	596
20514	0	66
20514	1	838
20515	0	30
20515	1	414
20516	0	0
20516	1	6
20517	0	52
20517	1	358
20518	0	53
20518	1	343
20519	0	29
20519	1	195
20520	0	48
20520	1	717
20521	0	59
20521	1	877
20522	0	36
20522	1	426
20523	0	79
20523	1	506
20524	0	28
20524	1	378
20525	0	42
20525	1	491
20526	0	16
20526	1	165
20527	0	38
20527	1	297
20528	0	43
20528	1	307
20529	0	28
20529	1	519
20530	0	30
20530	1	284
20531	0	32
20531	1	478
20532	0	25
20532	1	285
20533	0	78
20533	1	452
20534	0	68
20534	1	485
20535	0	33
20535	1	162
20536	0	36
20536	1	397
20537	0	40
20537	1	512
20538	0	42
20538	1	302
20539	0	32
20539	1	294
20540	0	28
20540	1	272
20541	0	37
20541	1	372
20542	0	27
20542	1	384
20543	0	57
20543	1	514
20544	0	106
20544	1	273
20545	0	34
20545	1	295
20546	0	30
20546	1	221
20547	0	43
20547	1	404
20548	0	16
20548	1	201
20549	0	63
20549	1	341
20550	0	65
20550	1	435
20551	0	30
20551	1	311
20552	0	20
20552	1	202
20553	0	81
20553	1	321
20554	0	40
20554	1	277
20555	0	24
20555	1	341
20556	0	36
20556	1	324
20557	0	61
20557	1	297
20558	0	44
20558	1	258
20559	0	46
20559	1	203
20560	0	29
20560	1	115
20561	0	17
20561	1	274
20562	0	51
20562	1	385
20563	0	55
20563	1	286
20564	0	121
20564	1	328
20565	0	52
20565	1	310
20566	0	33
20566	1	389
20567	0	46
20567	1	313
20568	0	55
20568	1	203
20569	0	37
20569	1	182
20570	0	31
20570	1	280
20571	0	19
20571	1	267
20572	0	23
20572	1	488
20573	0	56
20573	1	901
20574	0	22
20574	1	593
20575	0	22
20575	1	458
20576	0	62
20576	1	661
20577	0	46
20577	1	264
20578	0	39
20578	1	289
20579	0	88
20579	1	1248
20580	0	77
20580	1	799
20581	0	21
20581	1	139
20582	0	6
20582	1	382
20583	0	30
20583	1	181
20584	0	52
20584	1	801
20585	0	31
20585	1	381
20586	0	24
20586	1	388
20587	0	42
20587	1	599
20588	0	21
20588	1	230
20589	0	46
20589	1	477
20590	0	65
20590	1	864
20591	0	15
20591	1	327
20592	0	12
20592	1	251
20593	0	58
20593	1	475
20594	0	51
20594	1	359
20595	0	24
20595	1	342
20596	0	125
20596	1	641
20597	0	23
20597	1	396
20598	0	54
20598	1	647
20599	0	22
20599	1	349
20600	0	64
20600	1	700
20601	0	30
20601	1	275
20602	0	49
20602	1	601
20603	0	29
20603	1	335
20604	0	93
20604	1	392
20605	0	26
20605	1	283
20606	0	26
20606	1	221
20607	0	30
20607	1	424
20608	0	10
20608	1	241
20609	0	17
20609	1	311
20610	0	29
20610	1	362
20611	0	17
20611	1	310
20612	0	44
20612	1	266
20613	0	17
20613	1	349
20614	0	60
20614	1	410
20615	0	14
20615	1	230
20616	0	37
20616	1	282
20617	0	39
20617	1	383
20618	0	30
20618	1	357
20619	0	44
20619	1	400
20620	0	81
20620	1	528
20621	0	40
20621	1	304
20622	0	40
20622	1	337
20623	0	70
20623	1	427
20624	0	80
20624	1	273
20625	0	46
20625	1	459
20626	0	0
20626	1	0
20627	0	63
20627	1	533
20628	0	44
20628	1	320
20629	0	50
20629	1	570
20630	0	67
20630	1	418
20631	0	24
20631	1	330
20632	0	49
20632	1	355
20633	0	56
20633	1	450
20634	0	91
20634	1	500
20635	0	79
20635	1	557
20636	0	57
20636	1	424
20637	0	48
20637	1	274
20638	0	98
20638	1	357
20639	0	57
20639	1	313
20640	0	58
20640	1	451
20641	0	89
20641	1	538
20642	0	84
20642	1	564
20643	0	43
20643	1	281
20644	0	80
20644	1	471
20645	0	143
20645	1	605
20646	0	48
20646	1	323
20647	0	73
20647	1	508
20648	0	65
20648	1	514
20649	0	56
20649	1	471
20650	0	51
20650	1	207
20651	0	98
20651	1	394
20652	0	34
20652	1	349
20653	0	31
20653	1	294
20654	0	64
20654	1	510
20655	0	46
20655	1	374
20656	0	59
20656	1	346
20657	0	290
20657	1	732
20658	0	62
20658	1	292
20659	0	68
20659	1	373
20660	0	51
20660	1	305
20661	0	78
20661	1	477
20662	0	120
20662	1	493
20663	0	55
20663	1	291
20664	0	23
20664	1	361
20665	0	40
20665	1	342
20666	0	31
20666	1	532
20667	0	45
20667	1	445
20668	0	15
20668	1	208
20669	0	32
20669	1	415
20670	0	51
20670	1	455
20671	0	32
20671	1	358
20672	0	53
20672	1	367
20673	0	56
20673	1	366
20674	0	79
20674	1	405
20675	0	35
20675	1	334
20676	0	75
20676	1	362
20677	0	0
20677	1	0
20678	0	34
20678	1	199
20679	0	33
20679	1	207
20680	0	32
20680	1	185
20681	0	20
20681	1	254
20682	0	3
20682	1	0
20683	0	77
20683	1	143
20684	0	41
20684	1	131
20685	0	81
20685	1	264
20686	0	30
20686	1	449
20687	0	56
20687	1	486
20688	0	31
20688	1	367
20689	0	84
20689	1	517
20690	0	30
20690	1	244
20691	0	27
20691	1	315
20692	0	31
20692	1	406
20693	0	57
20693	1	382
20694	0	61
20694	1	343
20695	0	33
20695	1	336
20696	0	19
20696	1	337
20697	0	83
20697	1	419
20698	0	40
20698	1	273
20699	0	53
20699	1	417
20700	0	67
20700	1	479
20701	0	86
20701	1	393
20702	0	35
20702	1	355
20703	0	170
20703	1	464
20704	0	31
20704	1	266
20705	0	43
20705	1	212
20706	0	42
20706	1	345
20707	0	45
20707	1	312
20708	0	34
20708	1	315
20709	0	59
20709	1	338
20710	0	62
20710	1	449
20711	0	48
20711	1	331
20712	0	18
20712	1	286
20713	0	20
20713	1	222
20714	0	50
20714	1	341
20715	0	6
20715	1	223
20716	0	36
20716	1	532
20717	0	31
20717	1	215
20718	0	46
20718	1	323
20719	0	64
20719	1	573
20720	0	9
20720	1	400
20721	0	8
20721	1	329
20722	0	92
20722	1	459
20723	0	53
20723	1	468
20724	0	21
20724	1	360
20725	0	67
20725	1	608
20726	0	67
20726	1	425
20727	0	29
20727	1	370
20728	0	43
20728	1	427
20729	0	27
20729	1	291
20730	0	25
20730	1	309
20731	0	40
20731	1	330
20732	0	31
20732	1	214
20733	0	28
20733	1	234
20734	0	34
20734	1	336
20735	0	7
20735	1	53
20736	0	24
20736	1	272
20737	0	43
20737	1	748
20738	0	53
20738	1	507
20739	0	49
20739	1	550
20740	0	33
20740	1	366
20741	0	19
20741	1	276
20742	0	25
20742	1	377
20743	0	39
20743	1	584
20744	0	117
20744	1	493
20745	0	78
20745	1	489
20746	0	31
20746	1	384
20747	0	66
20747	1	497
20748	0	28
20748	1	316
20749	0	32
20749	1	310
20750	0	67
20750	1	450
20751	0	55
20751	1	468
20752	0	46
20752	1	383
20753	0	38
20753	1	619
20754	0	28
20754	1	420
20755	0	34
20755	1	385
20756	0	49
20756	1	422
20757	0	30
20757	1	571
20758	0	54
20758	1	538
20759	0	35
20759	1	420
20760	0	24
20760	1	216
20761	0	57
20761	1	482
20762	0	48
20762	1	467
20763	0	45
20763	1	449
20764	0	51
20764	1	406
20765	0	15
20765	1	349
20766	0	75
20766	1	392
20767	0	38
20767	1	295
20768	0	38
20768	1	549
20769	0	39
20769	1	471
20770	0	47
20770	1	297
20771	0	34
20771	1	275
20772	0	24
20772	1	250
20773	0	45
20773	1	491
20774	0	0
20774	1	0
20775	0	11
20775	1	341
20776	0	78
20776	1	641
20777	0	240
20777	1	264
20778	0	108
20778	1	258
20779	0	269
20779	1	367
20780	0	24
20780	1	379
20781	0	34
20781	1	227
20782	0	69
20782	1	390
20783	0	14
20783	1	260
20784	0	52
20784	1	645
20785	0	40
20785	1	325
20786	0	16
20786	1	318
20787	0	36
20787	1	394
20788	0	29
20788	1	446
20789	0	21
20789	1	242
20790	0	13
20790	1	287
20791	0	33
20791	1	237
20792	0	15
20792	1	131
20793	0	50
20793	1	426
20794	0	8
20794	1	261
20795	0	33
20795	1	244
20796	0	44
20796	1	352
20797	0	26
20797	1	371
20798	0	33
20798	1	220
20799	0	64
20799	1	549
20800	0	1137
20800	1	46
20801	0	5
20801	1	88
20802	0	54
20802	1	406
20803	0	47
20803	1	266
20804	0	22
20804	1	230
20805	0	49
20805	1	364
20806	0	22
20806	1	267
20807	0	13
20807	1	100
20808	0	22
20808	1	249
20809	0	37
20809	1	240
20810	0	69
20810	1	485
20811	0	78
20811	1	528
20812	0	48
20812	1	447
20813	0	35
20813	1	297
20814	0	26
20814	1	290
20815	0	0
20815	1	20
20816	0	192
20816	1	1083
20817	0	47
20817	1	399
20818	0	52
20818	1	466
20819	0	19
20819	1	361
20820	0	56
20820	1	636
20821	0	25
20821	1	274
20822	0	32
20822	1	403
20823	0	80
20823	1	399
20824	0	50
20824	1	392
20825	0	53
20825	1	476
20826	0	38
20826	1	404
20827	0	26
20827	1	355
20828	0	23
20828	1	371
20829	0	55
20829	1	649
20830	0	35
20830	1	442
20831	0	37
20831	1	447
20832	0	51
20832	1	321
20833	0	29
20833	1	259
20834	0	22
20834	1	334
20835	0	14
20835	1	157
20836	0	26
20836	1	448
20837	0	58
20837	1	591
20838	0	45
20838	1	421
20839	0	32
20839	1	491
20840	0	17
20840	1	455
20841	0	29
20841	1	266
20842	0	129
20842	1	328
20843	0	24
20843	1	246
20844	0	26
20844	1	396
20845	0	42
20845	1	439
20846	0	34
20846	1	574
20847	0	23
20847	1	449
20848	0	23
20848	1	257
20849	0	35
20849	1	484
20850	0	44
20850	1	428
20851	0	14
20851	1	339
20852	0	37
20852	1	432
20853	0	21
20853	1	481
20854	0	39
20854	1	523
20855	0	61
20855	1	361
20856	0	24
20856	1	268
20857	0	67
20857	1	1148
20858	0	35
20858	1	376
20859	0	43
20859	1	219
20860	0	9
20860	1	381
20861	0	38
20861	1	593
20862	0	5
20862	1	224
20863	0	52
20863	1	764
20864	0	44
20864	1	396
20865	0	84
20865	1	945
20866	0	38
20866	1	629
20867	0	42
20867	1	261
20868	0	65
20868	1	442
20869	0	38
20869	1	365
20870	0	103
20870	1	334
20871	0	92
20871	1	501
20872	0	37
20872	1	479
20873	0	37
20873	1	452
20874	0	44
20874	1	393
20875	0	42
20875	1	483
20876	0	25
20876	1	338
20877	0	56
20877	1	745
20878	0	51
20878	1	365
20879	0	71
20879	1	309
20880	0	40
20880	1	345
20881	0	92
20881	1	389
20882	0	42
20882	1	244
20883	0	100
20883	1	444
20884	0	46
20884	1	573
20885	0	6
20885	1	241
20886	0	32
20886	1	493
20887	0	115
20887	1	449
20888	0	41
20888	1	296
20889	0	47
20889	1	364
20890	0	34
20890	1	328
20891	0	76
20891	1	335
20892	0	33
20892	1	441
20893	0	13
20893	1	333
20894	0	28
20894	1	339
20895	0	109
20895	1	440
20896	0	40
20896	1	384
20897	0	71
20897	1	389
20898	0	24
20898	1	327
20899	0	48
20899	1	413
20900	0	42
20900	1	389
20901	0	119
20901	1	428
20902	0	0
20902	1	0
20903	0	0
20903	1	0
20904	0	36
20904	1	508
20905	0	46
20905	1	561
20906	0	38
20906	1	348
20907	0	25
20907	1	155
20908	0	25
20908	1	194
20909	0	119
20909	1	562
20910	0	41
20910	1	368
20911	0	33
20911	1	293
20912	0	72
20912	1	324
20913	0	30
20913	1	390
20914	0	34
20914	1	505
20915	0	53
20915	1	523
20916	0	44
20916	1	408
20917	0	12
20917	1	456
20918	0	32
20918	1	477
20919	0	25
20919	1	241
20920	0	58
20920	1	596
20921	0	19
20921	1	299
20922	0	26
20922	1	214
20923	0	21
20923	1	358
20924	0	30
20924	1	395
20925	0	15
20925	1	253
20926	0	56
20926	1	431
20927	0	28
20927	1	388
20928	0	26
20928	1	250
20929	0	7
20929	1	4
20930	0	0
20930	1	10
20931	0	33
20931	1	292
20932	0	127
20932	1	427
20933	0	71
20933	1	280
20934	0	36
20934	1	440
20935	0	28
20935	1	334
20936	0	26
20936	1	299
20937	0	66
20937	1	348
20938	0	39
20938	1	343
20939	0	84
20939	1	487
20940	0	53
20940	1	330
20941	0	24
20941	1	280
20942	0	29
20942	1	223
20943	0	53
20943	1	556
20944	0	0
20944	1	0
20945	0	80
20945	1	462
20946	0	80
20946	1	278
20947	0	83
20947	1	321
20948	0	138
20948	1	444
20949	0	91
20949	1	288
20950	0	65
20950	1	483
20951	0	31
20951	1	286
20952	0	51
20952	1	251
20953	0	4
20953	1	13
20954	0	42
20954	1	444
20955	0	52
20955	1	519
20956	0	22
20956	1	465
20957	0	50
20957	1	453
20958	0	4
20958	1	3
20959	0	29
20959	1	239
20960	0	56
20960	1	189
20961	0	43
20961	1	470
20962	0	17
20962	1	119
20963	0	39
20963	1	264
20964	0	77
20964	1	535
20965	0	47
20965	1	294
20966	0	101
20966	1	320
20967	0	40
20967	1	323
20968	0	24
20968	1	567
20969	0	105
20969	1	833
20970	0	29
20970	1	213
20971	0	114
20971	1	842
20972	0	27
20972	1	172
20973	0	39
20973	1	183
20974	0	127
20974	1	788
20975	0	10
20975	1	78
20976	0	0
20976	1	11
20977	0	4
20977	1	14
20978	0	78
20978	1	408
20979	0	68
20979	1	643
20980	0	39
20980	1	343
20981	0	27
20981	1	277
20982	0	62
20982	1	303
20983	0	92
20983	1	484
20984	0	51
20984	1	416
20985	0	27
20985	1	117
20986	0	44
20986	1	345
20987	0	46
20987	1	288
20988	0	13
20988	1	336
20989	0	59
20989	1	292
20990	0	58
20990	1	635
20991	0	27
20991	1	320
20992	0	131
20992	1	562
20993	0	37
20993	1	248
20994	0	35
20994	1	223
20995	0	91
20995	1	666
20996	0	19
20996	1	248
20997	0	72
20997	1	299
20998	0	71
20998	1	472
20999	0	26
20999	1	301
21000	0	6
21000	1	15
21001	0	77
21001	1	345
21002	0	63
21002	1	277
21003	0	51
21003	1	223
21004	0	67
21004	1	311
21005	0	56
21005	1	266
21006	0	208
21006	1	252
21007	0	133
21007	1	603
21008	0	49
21008	1	273
21009	0	69
21009	1	299
21010	0	148
21010	1	776
21011	0	35
21011	1	174
21012	0	19
21012	1	221
21013	0	26
21013	1	226
21014	0	59
21014	1	313
21015	0	90
21015	1	166
21016	0	65
21016	1	289
21017	0	125
21017	1	319
21018	0	96
21018	1	206
21019	0	50
21019	1	210
21020	0	45
21020	1	293
21021	0	64
21021	1	300
21022	0	98
21022	1	473
21023	0	71
21023	1	342
21024	0	24
21024	1	157
21025	0	25
21025	1	324
21026	0	135
21026	1	347
21027	0	56
21027	1	231
21028	0	65
21028	1	241
21029	0	69
21029	1	249
21030	0	0
21030	1	0
21031	0	72
21031	1	404
21032	0	120
21032	1	195
21033	0	44
21033	1	255
21034	0	36
21034	1	345
21035	0	119
21035	1	257
21036	0	78
21036	1	315
21037	0	85
21037	1	261
21038	0	43
21038	1	245
21039	0	91
21039	1	363
21040	0	53
21040	1	231
21041	0	90
21041	1	226
21042	0	9
21042	1	3
21043	0	76
21043	1	311
21044	0	102
21044	1	495
21045	0	46
21045	1	330
21046	0	33
21046	1	158
21047	0	44
21047	1	430
21048	0	69
21048	1	223
21049	0	26
21049	1	292
21050	0	84
21050	1	396
21051	0	47
21051	1	340
21052	0	26
21052	1	279
21053	0	55
21053	1	369
21054	0	39
21054	1	366
21055	0	43
21055	1	332
21056	0	79
21056	1	602
21057	0	53
21057	1	479
21058	0	39
21058	1	308
21059	0	53
21059	1	303
21060	0	78
21060	1	502
21061	0	72
21061	1	321
21062	0	113
21062	1	563
21063	0	36
21063	1	494
21064	0	65
21064	1	524
21065	0	48
21065	1	408
21066	0	39
21066	1	269
21067	0	49
21067	1	435
21068	0	9
21068	1	117
21069	0	45
21069	1	256
21070	0	139
21070	1	450
21071	0	7
21071	1	42
21072	0	47
21072	1	284
21073	0	36
21073	1	368
21074	0	8
21074	1	47
21075	0	27
21075	1	424
21076	0	109
21076	1	490
21077	0	55
21077	1	309
21078	0	50
21078	1	359
21079	0	73
21079	1	404
21080	0	50
21080	1	322
21081	0	49
21081	1	248
21082	0	47
21082	1	331
21083	0	40
21083	1	379
21084	0	131
21084	1	416
21085	0	35
21085	1	400
21086	0	88
21086	1	784
21087	0	30
21087	1	340
21088	0	43
21088	1	389
21089	0	39
21089	1	283
21090	0	37
21090	1	293
21091	0	42
21091	1	270
21092	0	29
21092	1	315
21093	0	33
21093	1	373
21094	0	47
21094	1	285
21095	0	44
21095	1	514
21096	0	25
21096	1	248
21097	0	32
21097	1	375
21098	0	49
21098	1	301
21099	0	69
21099	1	365
21100	0	129
21100	1	976
21101	0	48
21101	1	544
21102	0	47
21102	1	489
21103	0	60
21103	1	551
21104	0	25
21104	1	309
21105	0	40
21105	1	287
21106	0	47
21106	1	245
21107	0	102
21107	1	218
21108	0	96
21108	1	347
21109	0	62
21109	1	262
21110	0	76
21110	1	257
21111	0	87
21111	1	397
21112	0	42
21112	1	185
21113	0	71
21113	1	349
21114	0	108
21114	1	191
21115	0	90
21115	1	275
21116	0	148
21116	1	368
21117	0	132
21117	1	376
21118	0	55
21118	1	449
21119	0	115
21119	1	281
21120	0	115
21120	1	280
21121	0	33
21121	1	292
21122	0	105
21122	1	382
21123	0	30
21123	1	215
21124	0	152
21124	1	422
21125	0	64
21125	1	234
21126	0	96
21126	1	258
21127	0	3
21127	1	5
21128	0	45
21128	1	172
21129	0	98
21129	1	294
21130	0	67
21130	1	257
21131	0	54
21131	1	477
21132	0	16
21132	1	339
21133	0	82
21133	1	853
21134	0	52
21134	1	822
21135	0	34
21135	1	468
21136	0	25
21136	1	192
21137	0	36
21137	1	345
21138	0	4
21138	1	199
21139	0	17
21139	1	284
21140	0	35
21140	1	384
21141	0	29
21141	1	245
21142	0	19
21142	1	283
21143	0	16
21143	1	205
21144	0	48
21144	1	468
21145	0	46
21145	1	556
21146	0	19
21146	1	232
21147	0	45
21147	1	407
21148	0	25
21148	1	346
21149	0	35
21149	1	335
21150	0	38
21150	1	406
21151	0	51
21151	1	690
21152	0	30
21152	1	214
21153	0	57
21153	1	411
21154	0	33
21154	1	293
21155	0	32
21155	1	269
21156	0	23
21156	1	373
21157	0	24
21157	1	345
21158	0	25
21158	1	165
21159	0	9
21159	1	167
21160	0	10
21160	1	99
21161	0	10
21161	1	240
21162	0	50
21162	1	558
21163	0	26
21163	1	197
21164	0	24
21164	1	353
21165	0	65
21165	1	638
21166	0	54
21166	1	538
21167	0	29
21167	1	490
21168	0	44
21168	1	521
21169	0	50
21169	1	474
21170	0	25
21170	1	548
21171	0	0
21171	1	27
21172	0	34
21172	1	435
21173	0	89
21173	1	398
21174	0	75
21174	1	444
21175	0	52
21175	1	666
21176	0	44
21176	1	722
21177	0	65
21177	1	514
21178	0	49
21178	1	344
21179	0	133
21179	1	630
21180	0	51
21180	1	523
21181	0	33
21181	1	523
21182	0	39
21182	1	374
21183	0	77
21183	1	501
21184	0	38
21184	1	322
21185	0	37
21185	1	330
21186	0	61
21186	1	612
21187	0	28
21187	1	243
21188	0	24
21188	1	378
21189	0	49
21189	1	410
21190	0	34
21190	1	314
21191	0	58
21191	1	546
21192	0	28
21192	1	328
21193	0	61
21193	1	355
21194	0	31
21194	1	219
21195	0	29
21195	1	156
21196	0	17
21196	1	207
21197	0	34
21197	1	478
21198	0	49
21198	1	325
21199	0	58
21199	1	609
21200	0	68
21200	1	419
21201	0	28
21201	1	266
21202	0	28
21202	1	234
21203	0	41
21203	1	308
21204	0	18
21204	1	168
21205	0	26
21205	1	306
21206	0	14
21206	1	224
21207	0	38
21207	1	304
21208	0	45
21208	1	324
21209	0	17
21209	1	310
21210	0	67
21210	1	629
21211	0	48
21211	1	429
21212	0	35
21212	1	417
21213	0	41
21213	1	517
21214	0	18
21214	1	323
21215	0	29
21215	1	221
21216	0	28
21216	1	333
21217	0	23
21217	1	242
21218	0	28
21218	1	222
21219	0	16
21219	1	215
21220	0	8
21220	1	12
21221	0	65
21221	1	836
21222	0	26
21222	1	476
21223	0	37
21223	1	693
21224	0	46
21224	1	630
21225	0	5
21225	1	177
21226	0	60
21226	1	502
21227	0	48
21227	1	600
21228	0	45
21228	1	510
21229	0	29
21229	1	364
21230	0	55
21230	1	432
21231	0	45
21231	1	724
21232	0	52
21232	1	538
21233	0	66
21233	1	379
21234	0	37
21234	1	374
21235	0	60
21235	1	635
21236	0	20
21236	1	409
21237	0	25
21237	1	489
21238	0	19
21238	1	360
21239	0	29
21239	1	338
21240	0	42
21240	1	353
21241	0	45
21241	1	421
21242	0	42
21242	1	382
21243	0	15
21243	1	354
21244	0	60
21244	1	799
21245	0	63
21245	1	413
21246	0	45
21246	1	478
21247	0	47
21247	1	473
21248	0	19
21248	1	132
21249	0	78
21249	1	596
21250	0	29
21250	1	421
21251	0	20
21251	1	157
21252	0	18
21252	1	574
21253	0	95
21253	1	401
21254	0	39
21254	1	479
21255	0	29
21255	1	508
21256	0	81
21256	1	601
21257	0	60
21257	1	716
21258	0	31
21258	1	415
21259	0	72
21259	1	606
21260	0	57
21260	1	465
21261	0	45
21261	1	457
21262	0	50
21262	1	462
21263	0	84
21263	1	580
21264	0	57
21264	1	504
21265	0	45
21265	1	555
21266	0	92
21266	1	460
21267	0	77
21267	1	524
21268	0	36
21268	1	493
21269	0	48
21269	1	613
21270	0	45
21270	1	633
21271	0	143
21271	1	871
21272	0	50
21272	1	528
21273	0	83
21273	1	455
21274	0	60
21274	1	526
21275	0	110
21275	1	790
21276	0	33
21276	1	506
21277	0	34
21277	1	418
21278	0	133
21278	1	628
21279	0	26
21279	1	550
21280	0	44
21280	1	346
21281	0	19
21281	1	203
21282	0	101
21282	1	675
21283	0	55
21283	1	522
21284	0	8
21284	1	163
21285	0	0
21285	1	0
21286	0	89
21286	1	1001
21287	0	121
21287	1	694
21288	0	47
21288	1	416
21289	0	33
21289	1	532
21290	0	64
21290	1	407
21291	0	27
21291	1	437
21292	0	38
21292	1	602
21293	0	25
21293	1	469
21294	0	64
21294	1	550
21295	0	53
21295	1	619
21296	0	26
21296	1	633
21297	0	35
21297	1	397
21298	0	20
21298	1	503
21299	0	10
21299	1	404
21300	0	43
21300	1	483
21301	0	22
21301	1	401
21302	0	27
21302	1	287
21303	0	41
21303	1	405
21304	0	31
21304	1	518
21305	0	46
21305	1	289
21306	0	36
21306	1	487
21307	0	23
21307	1	409
21308	0	54
21308	1	401
21309	0	15
21309	1	294
21310	0	10
21310	1	284
21311	0	40
21311	1	503
21312	0	22
21312	1	296
21313	0	34
21313	1	474
21314	0	34
21314	1	400
21315	0	35
21315	1	347
21316	0	54
21316	1	759
21317	0	37
21317	1	383
21318	0	24
21318	1	329
21319	0	15
21319	1	165
21320	0	14
21320	1	242
21321	0	19
21321	1	381
21322	0	37
21322	1	433
21323	0	61
21323	1	1083
21324	0	49
21324	1	800
21325	0	75
21325	1	298
21326	0	40
21326	1	537
21327	0	10
21327	1	358
21328	0	66
21328	1	387
21329	0	29
21329	1	214
21330	0	20
21330	1	287
21331	0	29
21331	1	278
21332	0	0
21332	1	5
21333	0	45
21333	1	550
21334	0	21
21334	1	259
21335	0	39
21335	1	366
21336	0	45
21336	1	309
21337	0	26
21337	1	385
21338	0	45
21338	1	355
21339	0	33
21339	1	266
21340	0	39
21340	1	254
21341	0	21
21341	1	322
21342	0	37
21342	1	403
21343	0	30
21343	1	349
21344	0	67
21344	1	519
21345	0	42
21345	1	217
21346	0	57
21346	1	403
21347	0	70
21347	1	485
21348	0	34
21348	1	296
21349	0	19
21349	1	252
21350	0	25
21350	1	234
21351	0	34
21351	1	210
21352	0	57
21352	1	417
21353	0	27
21353	1	244
21354	0	31
21354	1	390
21355	0	51
21355	1	353
21356	0	27
21356	1	208
21357	0	44
21357	1	325
21358	0	50
21358	1	417
21359	0	74
21359	1	355
21360	0	56
21360	1	414
21361	0	53
21361	1	407
21362	0	78
21362	1	406
21363	0	7
21363	1	158
21364	0	68
21364	1	319
21365	0	0
21365	1	0
21366	0	35
21366	1	192
21367	0	57
21367	1	495
21368	0	18
21368	1	263
21369	0	22
21369	1	218
21370	0	52
21370	1	686
21371	0	36
21371	1	281
21372	0	35
21372	1	291
21373	0	71
21373	1	462
21374	0	89
21374	1	632
21375	0	53
21375	1	397
21376	0	38
21376	1	389
21377	0	18
21377	1	172
21378	0	62
21378	1	455
21379	0	42
21379	1	560
21380	0	24
21380	1	373
21381	0	30
21381	1	407
21382	0	33
21382	1	601
21383	0	50
21383	1	583
21384	0	61
21384	1	348
21385	0	14
21385	1	188
21386	0	24
21386	1	185
21387	0	54
21387	1	277
21388	0	21
21388	1	409
21389	0	40
21389	1	506
21390	0	13
21390	1	250
21391	0	59
21391	1	377
21392	0	15
21392	1	190
21393	0	43
21393	1	449
21394	0	41
21394	1	249
21395	0	39
21395	1	498
21396	0	42
21396	1	367
21397	0	45
21397	1	466
21398	0	78
21398	1	732
21399	0	52
21399	1	498
21400	0	71
21400	1	590
21401	0	30
21401	1	258
21402	0	96
21402	1	377
21403	0	54
21403	1	317
21404	0	66
21404	1	600
21405	0	86
21405	1	690
21406	0	53
21406	1	965
21407	0	29
21407	1	155
21408	0	56
21408	1	333
21409	0	0
21409	1	5
21410	0	35
21410	1	296
21411	0	53
21411	1	263
21412	0	33
21412	1	232
21413	0	54
21413	1	593
21414	0	65
21414	1	834
21415	0	37
21415	1	197
21416	0	85
21416	1	502
21417	0	76
21417	1	381
21418	0	36
21418	1	251
21419	0	109
21419	1	785
21420	0	164
21420	1	169
21421	0	17
21421	1	242
21422	0	29
21422	1	334
21423	0	35
21423	1	371
21424	0	14
21424	1	340
21425	0	35
21425	1	209
21426	0	53
21426	1	412
21427	0	37
21427	1	314
21428	0	39
21428	1	301
21429	0	46
21429	1	199
21430	0	35
21430	1	265
21431	0	35
21431	1	469
21432	0	34
21432	1	222
21433	0	28
21433	1	317
21434	0	3
21434	1	6
21435	0	37
21435	1	221
21436	0	15
21436	1	207
21437	0	45
21437	1	325
21438	0	50
21438	1	568
21439	0	58
