SA1_internal_2021	AustCitizen	persons
1140	1	331
1141	0	118
1141	1	501
1142	0	82
1142	1	437
1143	0	39
1143	1	370
1144	0	25
1144	1	351
1145	0	39
1145	1	366
1146	0	24
1146	1	367
1147	0	22
1147	1	202
1148	0	27
1148	1	395
1149	0	25
1149	1	199
1150	0	39
1150	1	519
1151	0	38
1151	1	412
1152	0	39
1152	1	352
1153	0	19
1153	1	311
1154	0	25
1154	1	384
1155	0	33
1155	1	404
1156	0	21
1156	1	314
1157	0	15
1157	1	239
1158	0	55
1158	1	557
1159	0	41
1159	1	555
1160	0	58
1160	1	567
1161	0	44
1161	1	516
1162	0	34
1162	1	366
1163	0	40
1163	1	380
1164	0	79
1164	1	534
1165	0	45
1165	1	511
1166	0	25
1166	1	381
1167	0	46
1167	1	671
1168	0	32
1168	1	442
1169	0	22
1169	1	327
1170	0	42
1170	1	539
1171	0	31
1171	1	266
1172	0	101
1172	1	888
1173	0	30
1173	1	269
1174	0	0
1174	1	0
1175	0	30
1175	1	415
1176	0	13
1176	1	381
1177	0	17
1177	1	259
1178	0	50
1178	1	613
1179	0	23
1179	1	380
1180	0	33
1180	1	288
1181	0	34
1181	1	475
1182	0	58
1182	1	366
1183	0	18
1183	1	242
1184	0	42
1184	1	433
1185	0	40
1185	1	442
1186	0	39
1186	1	511
1187	0	48
1187	1	381
1188	0	15
1188	1	249
1189	0	22
1189	1	238
1190	0	33
1190	1	266
1191	0	0
1191	1	3
1192	0	17
1192	1	277
1193	0	24
1193	1	291
1194	0	57
1194	1	471
1195	0	52
1195	1	400
1196	0	45
1196	1	540
1197	0	38
1197	1	474
1198	0	22
1198	1	382
1199	0	32
1199	1	299
1200	0	30
1200	1	316
1201	0	11
1201	1	44
1202	0	45
1202	1	462
1203	0	84
1203	1	631
1204	0	38
1204	1	414
1205	0	8
1205	1	264
1206	0	7
1206	1	213
1207	0	51
1207	1	499
1208	0	58
1208	1	498
1209	0	23
1209	1	363
1210	0	50
1210	1	503
1211	0	34
1211	1	581
1212	0	28
1212	1	505
1213	0	29
1213	1	225
1214	0	53
1214	1	412
1215	0	29
1215	1	489
1216	0	55
1216	1	739
1217	0	23
1217	1	180
1218	0	43
1218	1	417
1219	0	19
1219	1	346
1220	0	35
1220	1	373
1221	0	25
1221	1	391
1222	0	53
1222	1	623
1223	0	15
1223	1	261
1224	0	12
1224	1	440
1225	0	46
1225	1	506
1226	0	4
1226	1	259
1227	0	29
1227	1	395
1228	0	30
1228	1	270
1229	0	35
1229	1	340
1230	0	27
1230	1	342
1231	0	58
1231	1	600
1232	0	43
1232	1	555
1233	0	22
1233	1	329
1234	0	54
1234	1	535
1235	0	30
1235	1	444
1236	0	25
1236	1	160
1237	0	26
1237	1	260
1238	0	33
1238	1	479
1239	0	22
1239	1	505
1240	0	14
1240	1	100
1241	0	24
1241	1	284
1242	0	29
1242	1	403
1243	0	47
1243	1	468
1244	0	15
1244	1	346
1245	0	27
1245	1	337
1246	0	17
1246	1	258
1247	0	46
1247	1	515
1248	0	42
1248	1	317
1249	0	44
1249	1	407
1250	0	97
1250	1	557
1251	0	61
1251	1	557
1252	0	51
1252	1	494
1253	0	35
1253	1	524
1254	0	66
1254	1	661
1255	0	81
1255	1	354
1256	0	39
1256	1	306
1257	0	38
1257	1	449
1258	0	56
1258	1	556
1259	0	56
1259	1	415
1260	0	39
1260	1	254
1261	0	120
1261	1	375
1262	0	63
1262	1	522
1263	0	50
1263	1	319
1264	0	52
1264	1	668
1265	0	57
1265	1	442
1266	0	34
1266	1	352
1267	0	74
1267	1	476
1268	0	42
1268	1	517
1269	0	59
1269	1	417
1270	0	123
1270	1	408
1271	0	16
1271	1	358
1272	0	27
1272	1	495
1273	0	40
1273	1	440
1274	0	43
1274	1	307
1275	0	31
1275	1	304
1276	0	64
1276	1	509
1277	0	74
1277	1	525
1278	0	30
1278	1	300
1279	0	28
1279	1	309
1280	0	32
1280	1	310
1281	0	40
1281	1	322
1282	0	51
1282	1	438
1283	0	26
1283	1	288
1284	0	63
1284	1	466
1285	0	56
1285	1	469
1286	0	38
1286	1	303
1287	0	38
1287	1	436
1288	0	174
1288	1	351
1289	0	17
1289	1	453
1290	0	7
1290	1	292
1291	0	24
1291	1	402
1292	0	26
1292	1	326
1293	0	51
1293	1	473
1294	0	57
1294	1	307
1295	0	12
1295	1	222
1296	0	23
1296	1	213
1297	0	0
1297	1	0
1298	0	41
1298	1	463
1299	0	61
1299	1	599
1300	0	14
1300	1	302
1301	0	32
1301	1	438
1302	0	16
1302	1	301
1303	0	26
1303	1	405
1304	0	44
1304	1	397
1305	0	17
1305	1	383
1306	0	29
1306	1	675
1307	0	22
1307	1	417
1308	0	19
1308	1	303
1309	0	26
1309	1	413
1310	0	19
1310	1	348
1311	0	26
1311	1	358
1312	0	0
1312	1	0
1313	0	32
1313	1	270
1314	0	0
1314	1	4
1315	0	33
1315	1	350
1316	0	20
1316	1	311
1317	0	26
1317	1	405
1318	0	41
1318	1	302
1319	0	158
1319	1	607
1320	0	30
1320	1	376
1321	0	52
1321	1	381
1322	0	29
1322	1	326
1323	0	29
1323	1	546
1324	0	19
1324	1	343
1325	0	78
1325	1	485
1326	0	48
1326	1	478
1327	0	57
1327	1	347
1328	0	29
1328	1	223
1329	0	13
1329	1	236
1330	0	0
1330	1	0
1331	0	28
1331	1	431
1332	0	3
1332	1	84
1333	0	35
1333	1	439
1334	0	21
1334	1	242
1335	0	29
1335	1	344
1336	0	19
1336	1	246
1337	0	20
1337	1	295
1338	0	41
1338	1	368
1339	0	31
1339	1	300
1340	0	9
1340	1	251
1341	0	38
1341	1	203
1342	0	29
1342	1	557
1343	0	24
1343	1	541
1344	0	35
1344	1	312
1345	0	68
1345	1	880
1346	0	28
1346	1	621
1347	0	43
1347	1	400
1348	0	27
1348	1	470
1349	0	32
1349	1	370
1350	0	25
1350	1	344
1351	0	21
1351	1	288
1352	0	0
1352	1	0
1353	0	30
1353	1	268
1354	0	23
1354	1	250
1355	0	29
1355	1	281
1356	0	47
1356	1	456
1357	0	91
1357	1	464
1358	0	54
1358	1	372
1359	0	28
1359	1	462
1360	0	32
1360	1	353
1361	0	54
1361	1	499
1362	0	56
1362	1	367
1363	0	85
1363	1	530
1364	0	39
1364	1	342
1365	0	36
1365	1	356
1366	0	50
1366	1	408
1367	0	47
1367	1	306
1368	0	35
1368	1	273
1369	0	32
1369	1	279
1370	0	50
1370	1	390
1371	0	48
1371	1	569
1372	0	39
1372	1	504
1373	0	46
1373	1	251
1374	0	44
1374	1	290
1375	0	14
1375	1	228
1376	0	4
1376	1	324
1377	0	102
1377	1	604
1378	0	57
1378	1	275
1379	0	1
1379	1	30
1380	0	31
1380	1	409
1381	0	16
1381	1	362
1382	0	39
1382	1	403
1383	0	64
1383	1	311
1384	0	89
1384	1	531
1385	0	119
1385	1	421
1386	0	71
1386	1	454
1387	0	47
1387	1	275
1388	0	54
1388	1	344
1389	0	52
1389	1	335
1390	0	88
1390	1	555
1391	0	62
1391	1	379
1392	0	23
1392	1	217
1393	0	79
1393	1	492
1394	0	50
1394	1	514
1395	0	52
1395	1	311
1396	0	56
1396	1	340
1397	0	66
1397	1	447
1398	0	43
1398	1	294
1399	0	50
1399	1	417
1400	0	39
1400	1	549
1401	0	61
1401	1	702
1402	0	34
1402	1	344
1403	0	34
1403	1	378
1404	0	19
1404	1	371
1405	0	19
1405	1	421
1406	0	28
1406	1	298
1407	0	25
1407	1	355
1408	0	0
1408	1	3
1409	0	0
1409	1	0
1410	0	24
1410	1	262
1411	0	88
1411	1	572
1412	0	77
1412	1	501
1413	0	42
1413	1	396
1414	0	40
1414	1	415
1415	0	32
1415	1	393
1416	0	37
1416	1	435
1417	0	42
1417	1	244
1418	0	39
1418	1	292
1419	0	66
1419	1	475
1420	0	59
1420	1	423
1421	0	-1
1421	1	23
1422	0	11
1422	1	318
1423	0	98
1423	1	442
1424	0	60
1424	1	486
1425	0	44
1425	1	349
1426	0	38
1426	1	435
1427	0	14
1427	1	243
1428	0	33
1428	1	497
1429	0	16
1429	1	238
1430	0	22
1430	1	261
1431	0	13
1431	1	242
1432	0	88
1432	1	787
1433	0	61
1433	1	768
1434	0	61
1434	1	629
1435	0	4
1435	1	225
1436	0	34
1436	1	608
1437	0	22
1437	1	279
1438	0	54
1438	1	453
1439	0	47
1439	1	469
1440	0	52
1440	1	337
1441	0	49
1441	1	442
1442	0	34
1442	1	514
1443	0	48
1443	1	477
1444	0	83
1444	1	733
1445	0	5
1445	1	15
1446	0	26
1446	1	261
1447	0	21
1447	1	353
1448	0	0
1448	1	0
1449	0	36
1449	1	377
1450	0	36
1450	1	395
1451	0	53
1451	1	358
1452	0	46
1452	1	500
1453	0	77
1453	1	686
1454	0	73
1454	1	578
1455	0	81
1455	1	719
1456	0	39
1456	1	468
1457	0	221
1457	1	773
1458	0	30
1458	1	480
1459	0	46
1459	1	434
1460	0	52
1460	1	378
1461	0	58
1461	1	408
1462	0	21
1462	1	272
1463	0	49
1463	1	437
1464	0	88
1464	1	545
1465	0	52
1465	1	366
1466	0	68
1466	1	533
1467	0	45
1467	1	428
1468	0	43
1468	1	260
1469	0	72
1469	1	386
1470	0	50
1470	1	541
1471	0	31
1471	1	335
1472	0	91
1472	1	730
1473	0	41
1473	1	447
1474	0	61
1474	1	474
1475	0	64
1475	1	396
1476	0	5
1476	1	27
1477	0	51
1477	1	307
1478	0	82
1478	1	583
1479	0	19
1479	1	282
1480	0	31
1480	1	392
1481	0	185
1481	1	555
1482	0	61
1482	1	329
1483	0	46
1483	1	308
1484	0	46
1484	1	216
1485	0	19
1485	1	264
1486	0	64
1486	1	302
1487	0	93
1487	1	465
1488	0	85
1488	1	488
1489	0	101
1489	1	682
1490	0	86
1490	1	403
1491	0	9
1491	1	234
1492	0	21
1492	1	357
1493	0	24
1493	1	324
1494	0	8
1494	1	293
1495	0	0
1495	1	0
1496	0	89
1496	1	401
1497	0	53
1497	1	268
1498	0	34
1498	1	261
1499	0	11
1499	1	198
1500	0	20
1500	1	293
1501	0	29
1501	1	509
1502	0	27
1502	1	390
1503	0	38
1503	1	324
1504	0	38
1504	1	593
1505	0	54
1505	1	734
1506	0	28
1506	1	576
1507	0	28
1507	1	240
1508	0	42
1508	1	437
1509	0	14
1509	1	225
1510	0	24
1510	1	490
1511	0	26
1511	1	384
1512	0	10
1512	1	75
1513	0	32
1513	1	494
1514	0	61
1514	1	589
1515	0	23
1515	1	325
1516	0	20
1516	1	480
1517	0	44
1517	1	441
1518	0	54
1518	1	600
1519	0	19
1519	1	303
1520	0	60
1520	1	797
1521	0	13
1521	1	198
1522	0	13
1522	1	223
1523	0	18
1523	1	231
1524	0	7
1524	1	355
1525	0	66
1525	1	319
1526	0	29
1526	1	513
1527	0	19
1527	1	158
1528	0	13
1528	1	344
1529	0	19
1529	1	218
1530	0	65
1530	1	493
1531	0	17
1531	1	323
1532	0	28
1532	1	400
1533	0	22
1533	1	267
1534	0	33
1534	1	219
1535	0	31
1535	1	294
1536	0	51
1536	1	472
1537	0	20
1537	1	249
1538	0	41
1538	1	285
1539	0	31
1539	1	323
1540	0	36
1540	1	280
1541	0	187
1541	1	0
1542	0	18
1542	1	180
1543	0	31
1543	1	328
1544	0	47
1544	1	245
1545	0	83
1545	1	176
1546	0	71
1546	1	366
1547	0	112
1547	1	135
1548	0	61
1548	1	328
1549	0	46
1549	1	140
1550	0	45
1550	1	234
1551	0	92
1551	1	378
1552	0	8
1552	1	6
1553	0	19
1553	1	248
1554	0	33
1554	1	243
1555	0	71
1555	1	280
1556	0	70
1556	1	319
1557	0	59
1557	1	372
1558	0	59
1558	1	451
1559	0	104
1559	1	680
1560	0	45
1560	1	194
1561	0	101
1561	1	405
1562	0	116
1562	1	233
1563	0	24
1563	1	317
1564	0	56
1564	1	386
1565	0	110
1565	1	369
1566	0	16
1566	1	348
1567	0	61
1567	1	384
1568	0	32
1568	1	170
1569	0	52
1569	1	456
1570	0	29
1570	1	195
1571	0	39
1571	1	350
1572	0	37
1572	1	534
1573	0	105
1573	1	476
1574	0	27
1574	1	216
1575	0	97
1575	1	404
1576	0	1
1576	1	209
1577	0	725
1577	1	8
1578	0	33
1578	1	262
1579	0	63
1579	1	445
1580	0	39
1580	1	350
1581	0	79
1581	1	332
1582	0	35
1582	1	267
1583	0	11
1583	1	215
1584	0	13
1584	1	326
1585	0	14
1585	1	243
1586	0	15
1586	1	346
1587	0	27
1587	1	337
1588	0	21
1588	1	295
1589	0	11
1589	1	298
1590	0	39
1590	1	881
1591	0	26
1591	1	464
1592	0	19
1592	1	416
1593	0	44
1593	1	557
1594	0	23
1594	1	336
1595	0	13
1595	1	237
1596	0	52
1596	1	297
1597	0	30
1597	1	445
1598	0	37
1598	1	605
1599	0	31
1599	1	230
1600	0	65
1600	1	391
1601	0	36
1601	1	263
1602	0	8
1602	1	240
1603	0	11
1603	1	283
1604	0	24
1604	1	325
1605	0	19
1605	1	379
1606	0	35
1606	1	511
1607	0	21
1607	1	487
1608	0	38
1608	1	529
1609	0	24
1609	1	258
1610	0	32
1610	1	365
1611	0	75
1611	1	262
1612	0	20
1612	1	197
1613	0	52
1613	1	312
1614	0	0
1614	1	0
1615	0	90
1615	1	389
1616	0	0
1616	1	0
1617	0	59
1617	1	374
1618	0	27
1618	1	337
1619	0	39
1619	1	315
1620	0	0
1620	1	0
1621	0	19
1621	1	227
1622	0	24
1622	1	421
1623	0	57
1623	1	337
1624	0	92
1624	1	306
1625	0	89
1625	1	314
1626	0	74
1626	1	279
1627	0	34
1627	1	350
1628	0	72
1628	1	345
1629	0	16
1629	1	212
1630	0	45
1630	1	173
1631	0	56
1631	1	270
1632	0	54
1632	1	302
1633	0	68
1633	1	261
1634	0	23
1634	1	134
1635	0	42
1635	1	291
1636	0	32
1636	1	192
1637	0	31
1637	1	258
1638	0	-4
1638	1	102
1639	0	16
1639	1	221
1640	0	18
1640	1	281
1641	0	25
1641	1	243
1642	0	1
1642	1	85
1643	0	53
1643	1	210
1644	0	0
1644	1	4
1645	0	0
1645	1	0
1646	0	28
1646	1	268
1647	0	5
1647	1	15
1648	0	-2
1648	1	6
1649	0	0
1649	1	0
1650	0	20
1650	1	446
1651	0	26
1651	1	684
1652	0	22
1652	1	273
1653	0	20
1653	1	259
1654	0	3
1654	1	12
1655	0	16
1655	1	366
1656	0	79
1656	1	378
1657	0	53
1657	1	353
1658	0	30
1658	1	359
1659	0	26
1659	1	299
1660	0	24
1660	1	204
1661	0	10
1661	1	187
1662	0	35
1662	1	410
1663	0	57
1663	1	358
1664	0	30
1664	1	344
1665	0	57
1665	1	227
1666	0	42
1666	1	319
1667	0	59
1667	1	176
1668	0	34
1668	1	257
1669	0	25
1669	1	221
1670	0	28
1670	1	409
1671	0	26
1671	1	271
1672	0	23
1672	1	496
1673	0	6
1673	1	216
1674	0	13
1674	1	182
1675	0	63
1675	1	477
1676	0	22
1676	1	260
1677	0	9
1677	1	154
1678	0	23
1678	1	221
1679	0	39
1679	1	267
1680	0	51
1680	1	327
1681	0	42
1681	1	285
1682	0	58
1682	1	298
1683	0	53
1683	1	431
1684	0	85
1684	1	438
1685	0	36
1685	1	247
1686	0	35
1686	1	254
1687	0	13
1687	1	209
1688	0	31
1688	1	276
1689	0	27
1689	1	287
1690	0	50
1690	1	287
1691	0	46
1691	1	231
1692	0	40
1692	1	211
1693	0	41
1693	1	294
1694	0	27
1694	1	288
1695	0	28
1695	1	317
1696	0	42
1696	1	271
1697	0	25
1697	1	253
1698	0	43
1698	1	340
1699	0	31
1699	1	287
1700	0	36
1700	1	368
1701	0	41
1701	1	387
1702	0	41
1702	1	401
1703	0	38
1703	1	443
1704	0	25
1704	1	316
1705	0	45
1705	1	460
1706	0	39
1706	1	295
1707	0	29
1707	1	311
1708	0	55
1708	1	287
1709	0	103
1709	1	498
1710	0	41
1710	1	166
1711	0	25
1711	1	182
1712	0	37
1712	1	262
1713	0	25
1713	1	223
1714	0	22
1714	1	255
1715	0	29
1715	1	367
1716	0	17
1716	1	184
1717	0	49
1717	1	332
1718	0	11
1718	1	159
1719	0	10
1719	1	202
1720	0	55
1720	1	486
1721	0	50
1721	1	308
1722	0	51
1722	1	356
1723	0	33
1723	1	255
1724	0	35
1724	1	181
1725	0	20
1725	1	152
1726	0	25
1726	1	255
1727	0	19
1727	1	325
1728	0	15
1728	1	310
1729	0	45
1729	1	185
1730	0	12
1730	1	318
1731	0	9
1731	1	179
1732	0	42
1732	1	352
1733	0	22
1733	1	267
1734	0	10
1734	1	283
1735	0	31
1735	1	288
1736	0	20
1736	1	204
1737	0	55
1737	1	345
1738	0	24
1738	1	415
1739	0	30
1739	1	314
1740	0	9
1740	1	148
1741	0	55
1741	1	332
1742	0	25
1742	1	390
1743	0	29
1743	1	291
1744	0	45
1744	1	241
1745	0	50
1745	1	488
1746	0	43
1746	1	318
1747	0	74
1747	1	496
1748	0	40
1748	1	546
1749	0	29
1749	1	330
1750	0	20
1750	1	227
1751	0	22
1751	1	315
1752	0	69
1752	1	322
1753	0	27
1753	1	296
1754	0	38
1754	1	206
1755	0	30
1755	1	257
1756	0	40
1756	1	405
1757	0	28
1757	1	374
1758	0	21
1758	1	241
1759	0	54
1759	1	361
1760	0	36
1760	1	387
1761	0	36
1761	1	143
1762	0	36
1762	1	517
1763	0	21
1763	1	532
1764	0	0
1764	1	0
1765	0	15
1765	1	256
1766	0	21
1766	1	412
1767	0	18
1767	1	218
1768	0	43
1768	1	217
1769	0	46
1769	1	212
1770	0	40
1770	1	215
1771	0	36
1771	1	299
1772	0	20
1772	1	215
1773	0	35
1773	1	270
1774	0	28
1774	1	353
1775	0	59
1775	1	359
1776	0	19
1776	1	262
1777	0	15
1777	1	284
1778	0	23
1778	1	214
1779	0	51
1779	1	440
1780	0	49
1780	1	295
1781	0	12
1781	1	113
1782	0	59
1782	1	285
1783	0	33
1783	1	237
1784	0	20
1784	1	179
1785	0	12
1785	1	153
1786	0	23
1786	1	277
1787	0	27
1787	1	185
1788	0	26
1788	1	201
1789	0	22
1789	1	325
1790	0	60
1790	1	346
1791	0	21
1791	1	337
1792	0	20
1792	1	332
1793	0	42
1793	1	222
1794	0	51
1794	1	269
1795	0	49
1795	1	353
1796	0	17
1796	1	133
1797	0	0
1797	1	0
1798	0	20
1798	1	415
1799	0	23
1799	1	79
1800	0	30
1800	1	374
1801	0	22
1801	1	129
1802	0	68
1802	1	490
1803	0	104
1803	1	416
1804	0	22
1804	1	206
1805	0	18
1805	1	442
1806	0	0
1806	1	0
1807	0	43
1807	1	402
1808	0	54
1808	1	385
1809	0	20
1809	1	356
1810	0	10
1810	1	295
1811	0	25
1811	1	432
1812	0	25
1812	1	532
1813	0	41
1813	1	286
1814	0	12
1814	1	285
1815	0	40
1815	1	500
1816	0	83
1816	1	389
1817	0	42
1817	1	358
1818	0	126
1818	1	454
1819	0	54
1819	1	459
1820	0	82
1820	1	390
1821	0	17
1821	1	230
1822	0	24
1822	1	293
1823	0	17
1823	1	217
1824	0	22
1824	1	512
1825	0	32
1825	1	430
1826	0	27
1826	1	345
1827	0	25
1827	1	349
1828	0	267
1828	1	0
1829	0	49
1829	1	506
1830	0	31
1830	1	186
1831	0	11
1831	1	209
1832	0	37
1832	1	335
1833	0	18
1833	1	194
1834	0	9
1834	1	281
1835	0	22
1835	1	453
1836	0	44
1836	1	553
1837	0	36
1837	1	441
1838	0	20
1838	1	249
1839	0	52
1839	1	387
1840	0	22
1840	1	178
1841	0	26
1841	1	293
1842	0	54
1842	1	272
1843	0	59
1843	1	226
1844	0	41
1844	1	247
1845	0	47
1845	1	310
1846	0	57
1846	1	273
1847	0	0
1847	1	4
1848	0	30
1848	1	206
1849	0	56
1849	1	354
1850	0	18
1850	1	174
1851	0	68
1851	1	337
1852	0	13
1852	1	104
1853	0	44
1853	1	372
1854	0	11
1854	1	152
1855	0	6
1855	1	77
1856	0	37
1856	1	352
1857	0	36
1857	1	318
1858	0	54
1858	1	277
1859	0	36
1859	1	385
1860	0	15
1860	1	225
1861	0	70
1861	1	386
1862	0	56
1862	1	393
1863	0	23
1863	1	310
1864	0	51
1864	1	426
1865	0	42
1865	1	310
1866	0	89
1866	1	374
1867	0	40
1867	1	773
1868	0	29
1868	1	288
1869	0	20
1869	1	420
1870	0	31
1870	1	400
1871	0	30
1871	1	396
1872	0	60
1872	1	665
1873	0	34
1873	1	413
1874	0	33
1874	1	553
1875	0	49
1875	1	456
1876	0	38
1876	1	301
1877	0	7
1877	1	356
1878	0	54
1878	1	401
1879	0	77
1879	1	553
1880	0	45
1880	1	576
1881	0	70
1881	1	612
1882	0	3
1882	1	103
1883	0	32
1883	1	304
1884	0	0
1884	1	5
1885	0	56
1885	1	555
1886	0	18
1886	1	178
1887	0	0
1887	1	3
1888	0	27
1888	1	261
1889	0	28
1889	1	352
1890	0	16
1890	1	226
1891	0	16
1891	1	158
1892	0	17
1892	1	173
1893	0	42
1893	1	288
1894	0	67
1894	1	256
1895	0	21
1895	1	163
1896	0	41
1896	1	270
1897	0	19
1897	1	191
1898	0	25
1898	1	194
1899	0	28
1899	1	141
1900	0	67
1900	1	299
1901	0	30
1901	1	222
1902	0	35
1902	1	333
1903	0	25
1903	1	465
1904	0	43
1904	1	359
1905	0	65
1905	1	360
1906	0	32
1906	1	154
1907	0	26
1907	1	296
1908	0	16
1908	1	270
1909	0	110
1909	1	563
1910	0	86
1910	1	131
1911	0	49
1911	1	369
1912	0	43
1912	1	457
1913	0	75
1913	1	461
1914	0	49
1914	1	472
1915	0	65
1915	1	484
1916	0	66
1916	1	383
1917	0	42
1917	1	290
1918	0	31
1918	1	414
1919	0	61
1919	1	336
1920	0	39
1920	1	583
1921	0	49
1921	1	483
1922	0	49
1922	1	446
1923	0	45
1923	1	304
1924	0	41
1924	1	439
1925	0	30
1925	1	265
1926	0	61
1926	1	458
1927	0	0
1927	1	0
1928	0	25
1928	1	264
1929	0	25
1929	1	206
1930	0	56
1930	1	464
1931	0	11
1931	1	353
1932	0	19
1932	1	382
1933	0	32
1933	1	472
1934	0	27
1934	1	258
1935	0	28
1935	1	390
1936	0	15
1936	1	344
1937	0	12
1937	1	353
1938	0	18
1938	1	143
1939	0	37
1939	1	217
1940	0	15
1940	1	283
1941	0	51
1941	1	485
1942	0	51
1942	1	486
1943	0	56
1943	1	411
1944	0	43
1944	1	465
1945	0	20
1945	1	209
1946	0	19
1946	1	225
1947	0	41
1947	1	218
1948	0	21
1948	1	268
1949	0	18
1949	1	318
1950	0	68
1950	1	460
1951	0	25
1951	1	307
1952	0	25
1952	1	244
1953	0	32
1953	1	125
1954	0	23
1954	1	196
1955	0	29
1955	1	407
1956	0	38
1956	1	480
1957	0	21
1957	1	316
1958	0	44
1958	1	314
1959	0	92
1959	1	398
1960	0	30
1960	1	205
1961	0	83
1961	1	447
1962	0	61
1962	1	266
1963	0	24
1963	1	378
1964	0	38
1964	1	493
1965	0	25
1965	1	376
1966	0	55
1966	1	367
1967	0	44
1967	1	323
1968	0	32
1968	1	428
1969	0	29
1969	1	286
1970	0	19
1970	1	213
1971	0	54
1971	1	423
1972	0	34
1972	1	221
1973	0	11
1973	1	230
1974	0	35
1974	1	417
1975	0	63
1975	1	304
1976	0	25
1976	1	350
1977	0	37
1977	1	343
1978	0	24
1978	1	361
1979	0	56
1979	1	448
1980	0	12
1980	1	195
1981	0	48
1981	1	365
1982	0	21
1982	1	207
1983	0	0
1983	1	0
1984	0	-2
1984	1	108
1985	0	8
1985	1	226
1986	0	14
1986	1	236
1987	0	67
1987	1	123
1988	0	61
1988	1	573
1989	0	52
1989	1	208
1990	0	30
1990	1	292
1991	0	44
1991	1	167
1992	0	38
1992	1	268
1993	0	29
1993	1	290
1994	0	89
1994	1	601
1995	0	72
1995	1	316
1996	0	42
1996	1	305
1997	0	33
1997	1	227
1998	0	77
1998	1	380
1999	0	37
1999	1	299
2000	0	98
2000	1	379
2001	0	18
2001	1	286
2002	0	29
2002	1	430
2003	0	23
2003	1	273
2004	0	16
2004	1	215
2005	0	28
2005	1	402
2006	0	72
2006	1	313
2007	0	36
2007	1	513
2008	0	15
2008	1	369
2009	0	100
2009	1	412
2010	0	10
2010	1	245
2011	0	15
2011	1	285
2012	0	19
2012	1	257
2013	0	23
2013	1	362
2014	0	14
2014	1	199
2015	0	16
2015	1	335
2016	0	35
2016	1	335
2017	0	25
2017	1	285
2018	0	54
2018	1	522
2019	0	58
2019	1	559
2020	0	21
2020	1	289
2021	0	6
2021	1	226
2022	0	19
2022	1	185
2023	0	35
2023	1	495
2024	0	18
2024	1	293
2025	0	15
2025	1	389
2026	0	80
2026	1	304
2027	0	20
2027	1	404
2028	0	98
2028	1	531
2029	0	87
2029	1	369
2030	0	63
2030	1	454
2031	0	9
2031	1	389
2032	0	26
2032	1	311
2033	0	43
2033	1	249
2034	0	17
2034	1	354
2035	0	53
2035	1	545
2036	0	156
2036	1	761
2037	0	21
2037	1	261
2038	0	38
2038	1	327
2039	0	73
2039	1	365
2040	0	73
2040	1	697
2041	0	29
2041	1	411
2042	0	31
2042	1	381
2043	0	9
2043	1	197
2044	0	82
2044	1	509
2045	0	28
2045	1	521
2046	0	69
2046	1	604
2047	0	21
2047	1	283
2048	0	35
2048	1	407
2049	0	108
2049	1	848
2050	0	54
2050	1	815
2051	0	16
2051	1	363
2052	0	17
2052	1	601
2053	0	80
2053	1	563
2054	0	14
2054	1	182
2055	0	26
2055	1	235
2056	0	13
2056	1	304
2057	0	23
2057	1	285
2058	0	49
2058	1	359
2059	0	14
2059	1	320
2060	0	19
2060	1	173
2061	0	23
2061	1	301
2062	0	32
2062	1	305
2063	0	32
2063	1	261
2064	0	21
2064	1	206
2065	0	38
2065	1	342
2066	0	22
2066	1	235
2067	0	39
2067	1	386
2068	0	10
2068	1	285
2069	0	17
2069	1	284
2070	0	27
2070	1	207
2071	0	21
2071	1	225
2072	0	40
2072	1	264
2073	0	10
2073	1	307
2074	0	46
2074	1	202
2075	0	16
2075	1	318
2076	0	37
2076	1	415
2077	0	14
2077	1	167
2078	0	24
2078	1	533
2079	0	46
2079	1	570
2080	0	18
2080	1	164
2081	0	32
2081	1	371
2082	0	17
2082	1	404
2083	0	30
2083	1	471
2084	0	24
2084	1	452
2085	0	19
2085	1	161
2086	0	19
2086	1	301
2087	0	18
2087	1	132
2088	0	45
2088	1	297
2089	0	18
2089	1	282
2090	0	44
2090	1	357
2091	0	23
2091	1	430
2092	0	5
2092	1	53
2093	0	40
2093	1	468
2094	0	0
2094	1	20
2095	0	21
2095	1	227
2096	0	41
2096	1	317
2097	0	79
2097	1	468
2098	0	85
2098	1	279
2099	0	44
2099	1	324
2100	0	67
2100	1	415
2101	0	28
2101	1	359
2102	0	53
2102	1	503
2103	0	10
2103	1	145
2104	0	38
2104	1	314
2105	0	20
2105	1	567
2106	0	25
2106	1	313
2107	0	30
2107	1	506
2108	0	42
2108	1	353
2109	0	45
2109	1	446
2110	0	47
2110	1	351
2111	0	43
2111	1	263
2112	0	9
2112	1	271
2113	0	29
2113	1	398
2114	0	26
2114	1	271
2115	0	40
2115	1	493
2116	0	0
2116	1	0
2117	0	22
2117	1	381
2118	0	30
2118	1	305
2119	0	33
2119	1	423
2120	0	46
2120	1	352
2121	0	60
2121	1	419
2122	0	20
2122	1	265
2123	0	22
2123	1	487
2124	0	15
2124	1	331
2125	0	12
2125	1	164
2126	0	46
2126	1	360
2127	0	19
2127	1	267
2128	0	20
2128	1	447
2129	0	22
2129	1	603
2130	0	31
2130	1	501
2131	0	34
2131	1	325
2132	0	25
2132	1	501
2133	0	24
2133	1	499
2134	0	18
2134	1	298
2135	0	20
2135	1	235
2136	0	33
2136	1	363
2137	0	33
2137	1	198
2138	0	23
