SA1_internal_2021	medianTotalPersonalIncome
246	34996
247	32084
248	
249	
250	30576
251	33904
252	30472
253	26104
254	25792
255	28756
256	32292
257	33488
258	29224
259	35568
260	39520
261	39364
262	35412
263	36920
264	32604
265	29380
266	28600
267	35724
268	30264
269	31304
270	32708
271	38792
272	30732
273	41236
274	36764
275	37284
276	30472
277	37596
278	27092
279	38220
280	26416
281	29068
282	
283	32084
284	29328
285	32448
286	33332
287	25168
288	39728
289	35464
290	42484
291	38584
292	40456
293	44668
294	39572
295	40040
296	38168
297	35100
298	42692
299	38220
300	35568
301	31512
302	51480
303	40092
304	31512
305	45448
306	40924
307	38116
308	36920
309	37700
310	33072
311	38064
312	31044
313	26468
314	23556
315	36816
316	34840
317	29900
318	37700
319	35984
320	
321	23972
322	26832
323	29900
324	27456
325	33540
326	28340
327	32552
328	32552
329	
330	29484
331	42900
332	26416
333	31252
334	27768
335	30784
336	41912
337	26988
338	25272
339	34060
340	22464
341	38428
342	36348
343	39780
344	32240
345	43212
346	42640
347	40924
348	45760
349	24024
350	31512
351	31928
352	38012
353	32864
354	30576
355	34892
356	24960
357	23712
358	31304
359	18200
360	40092
361	38272
362	24700
363	34892
364	27040
365	34528
366	31096
367	29536
368	40820
369	31044
370	28080
371	40976
372	
373	34164
374	26676
375	38272
376	35672
377	45500
378	46800
379	30316
380	36244
381	37804
382	33124
383	31564
384	40924
385	25792
386	35152
387	42744
388	37804
389	30836
390	37856
391	41964
392	42744
393	32240
394	35516
395	29380
396	40508
397	37752
398	32240
399	33228
400	38636
401	
402	23140
403	30004
404	33436
405	35360
406	27508
407	35256
408	31460
409	25740
410	30732
411	25376
412	29068
413	30472
414	37492
415	36348
416	35828
417	41860
418	32344
419	39780
420	27612
421	32292
422	32812
423	27352
424	28652
425	36556
426	27924
427	43316
428	35672
429	28028
430	34320
431	27924
432	30940
433	24336
434	30264
435	31824
436	33956
437	31044
438	
439	34840
440	32500
441	29900
442	31824
443	
444	30576
445	27820
446	29588
447	18772
448	30316
449	32188
450	28964
451	36036
452	25896
453	26052
454	47632
455	32084
456	31096
457	31616
458	57824
459	39104
460	49348
461	40612
462	33228
463	35464
464	22464
465	27300
466	35984
467	50856
468	40820
469	30368
470	40768
471	38844
472	45812
473	36816
474	29588
475	37128
476	46020
477	42224
478	55744
479	43888
480	23920
481	40040
482	30888
483	44200
484	48672
485	36868
486	48152
487	43368
488	42224
489	38844
490	42536
491	38272
492	44772
493	26104
494	37284
495	25376
496	35516
497	37960
498	25688
499	41444
500	41392
501	34164
502	48464
503	35464
504	34112
505	32032
506	39312
507	38688
508	35516
509	40300
510	29692
511	54860
512	37544
513	33852
514	31824
515	38012
516	35568
517	40872
518	44252
519	25064
520	41132
521	
522	56316
523	12428
524	58136
525	57876
526	19656
527	38844
528	32292
529	29536
530	37596
531	37076
532	42952
533	49816
534	32812
535	24960
536	30004
537	30264
538	28808
539	43264
540	54600
541	38896
542	41288
543	37180
544	41860
545	33592
546	37752
547	38324
548	38532
549	32448
550	49868
551	41236
552	39624
553	39988
554	45292
555	35620
556	34112
557	35932
558	39208
559	65624
560	60372
561	49816
562	39572
563	30836
564	47372
565	50492
566	46800
567	40872
568	54808
569	42380
570	46800
571	48256
572	42380
573	57720
574	26000
575	56732
576	53508
577	44408
578	37700
579	47736
580	40196
581	31824
582	47996
583	65208
584	55744
585	52208
586	66976
587	39416
588	78936
589	4823000
590	64428
591	80392
592	36192
593	52416
594	64012
595	68120
596	63648
597	52832
598	74360
599	56784
600	44200
601	61568
602	61516
603	79404
604	61568
605	57252
606	62192
607	79768
608	52364
609	61568
610	52156
611	77324
612	91520
613	65260
614	29536
615	32292
616	37856
617	31044
618	29380
619	43056
620	27092
621	28444
622	38948
623	48360
624	28132
625	27612
626	32604
627	33436
628	33644
629	40924
630	39624
631	25636
632	28184
633	24336
634	41912
635	38896
636	39728
637	43056
638	35100
639	41756
640	29536
641	36920
642	35932
643	26832
644	43056
645	34476
646	35880
647	39104
648	32396
649	43940
650	35828
651	30368
652	32760
653	40976
654	35464
655	23452
656	38168
657	32708
658	25584
659	30212
660	52832
661	35412
662	31824
663	25584
664	37700
665	27872
666	
667	43680
668	53872
669	52260
670	51740
671	34996
672	58032
673	45344
674	47476
675	48048
676	48308
677	40196
678	47372
679	46384
680	44616
681	49920
682	52208
683	50492
684	55796
685	47008
686	35620
687	41288
688	39780
689	53976
690	37856
691	39832
692	39676
693	35412
694	47788
695	46384
696	49920
697	39052
698	38168
699	40196
700	52364
701	52884
702	27924
703	23400
704	
705	45864
706	44408
707	45136
708	43264
709	44460
710	46384
711	28912
712	46020
713	39728
714	39364
715	40144
716	43212
717	39520
718	42900
719	32292
720	36712
721	31148
722	50856
723	60632
724	43316
725	38532
726	30108
727	26260
728	27820
729	37804
730	37492
731	56316
732	45240
733	38428
734	36608
735	37700
736	51376
737	49452
738	47944
739	54756
740	46384
741	40820
742	48516
743	50960
744	38116
745	38376
746	37596
747	27196
748	44200
749	37388
750	25428
751	50544
752	23192
753	44252
754	44356
755	25844
756	71500
757	40248
758	35984
759	41028
760	41340
761	33228
762	42432
763	41808
764	28704
765	53716
766	40404
767	32656
768	34580
769	55380
770	48568
771	38012
772	44148
773	41028
774	48256
775	41028
776	40248
777	40248
778	41860
779	50960
780	43836
781	42068
782	42692
783	38948
784	51636
785	44408
786	45604
787	27612
788	36764
789	38584
790	33124
791	40352
792	33956
793	47008
794	45552
795	33072
796	35516
797	53040
798	66924
799	45396
800	29900
801	45396
802	37128
803	48464
804	26000
805	38844
806	43316
807	49348
808	38688
809	42588
810	42640
811	41444
812	42016
813	40560
814	46800
815	43472
816	42588
817	
818	46800
819	44980
820	47372
821	51740
822	46592
823	45552
824	
825	40560
826	45240
827	47268
828	2450500
829	37856
830	41288
831	37180
832	48308
833	36140
834	37700
835	40872
836	42900
837	40248
838	48568
839	43264
840	40300
841	34944
842	26260
843	34528
844	29380
845	24180
846	45344
847	44772
848	41704
849	34372
850	43992
851	45552
852	44096
853	44980
854	35204
855	50648
856	41964
857	40664
858	44044
859	39624
860	44512
861	45344
862	31356
863	32032
864	45812
865	40768
866	48256
867	46956
868	41964
869	42484
870	36816
871	41912
872	30420
873	49088
874	35932
875	41236
876	29900
877	38896
878	39936
879	50752
880	43160
881	41808
882	51220
883	47892
884	35360
885	49920
886	34840
887	39416
888	42068
889	41340
890	33540
891	40508
892	39000
893	43732
894	39780
895	36192
896	45916
897	42016
898	48932
899	31668
900	38220
901	48620
902	39156
903	35100
904	38844
905	39936
906	43212
907	42016
908	24856
909	39520
910	37284
911	50752
912	46800
913	44408
914	40040
915	45604
916	53092
917	38324
918	54808
919	46280
920	47008
921	43212
922	43628
923	46176
924	63024
925	48256
926	52364
927	47216
928	49972
929	49712
930	54028
931	43940
932	47736
933	43836
934	28392
935	54184
936	41444
937	46540
938	27456
939	49452
940	60996
941	50804
942	49920
943	47008
944	51792
945	54288
946	62660
947	60216
948	47268
949	61516
950	35568
951	31980
952	51636
953	39104
954	37700
955	37908
956	34060
957	
958	32760
959	29068
960	33644
961	37700
962	34944
963	27196
964	36556
965	45344
966	30628
967	36192
968	35308
969	31720
970	29380
971	30472
972	30368
973	40300
974	34840
975	35152
976	32396
977	39780
978	29692
979	32916
980	33488
981	32032
982	30212
983	39780
984	33956
985	36504
986	33904
987	39156
988	34424
989	31616
990	33956
991	34944
992	37908
993	33956
994	36660
995	33072
996	36400
997	38636
998	38740
999	37024
1000	36140
1001	36244
1002	30940
1003	44772
1004	38844
1005	49244
1006	43160
1007	38792
1008	40820
1009	47528
1010	55016
1011	50492
1012	52936
1013	41860
1014	38896
1015	
1016	47372
1017	50024
1018	54548
1019	52520
1020	42796
1021	55016
1022	61828
1023	45812
1024	48308
1025	
1026	47788
1027	48568
1028	32604
1029	43316
1030	46020
1031	53092
1032	48776
1033	26780
1034	31408
1035	37492
1036	24440
1037	25896
1038	
1039	47372
1040	28600
1041	42276
1042	49088
1043	50648
1044	49348
1045	29744
1046	46800
1047	30836
1048	36192
1049	37076
1050	34788
1051	35152
1052	31148
1053	32240
1054	35672
1055	24648
1056	37336
1057	34164
1058	39780
1059	31980
1060	34996
1061	30836
1062	34372
1063	30316
1064	27976
1065	33904
1066	28236
1067	36816
1068	36192
1069	41704
1070	38844
1071	18148
1072	52312
1073	39780
1074	35828
1075	41912
1076	44512
1077	24336
1078	22308
1079	24232
1080	39780
1081	32448
1082	37128
1083	38532
1084	44200
1085	40768
1086	41340
1087	39780
1088	37908
1089	43992
1090	35568
1091	42692
1092	43992
1093	42744
1094	41340
1095	39260
1096	38376
1097	39104
1098	31096
1099	41392
1100	47788
1101	34424
1102	39884
1103	37284
1104	36920
1105	26260
1106	24544
1107	46436
1108	
1109	38636
1110	41236
1111	38064
1112	39936
1113	
1114	39052
1115	31616
1116	24856
1117	43992
1118	45812
1119	32136
1120	46800
1121	43784
1122	41808
1123	36972
1124	36452
1125	34424
1126	37908
1127	38948
1128	35412
1129	35516
1130	45604
1131	39468
1132	37180
1133	48932
1134	40924
1135	24024
1136	37700
1137	41756
1138	39624
1139	32552
1140	28184
1141	24180
1142	27404
1143	34320
1144	37544
1145	43004
1146	39624
1147	50648
1148	44096
1149	40976
1150	39884
1151	48568
1152	43056
1153	37128
1154	45344
1155	33904
1156	39364
1157	36296
1158	38272
1159	33904
1160	39104
1161	34008
1162	32136
1163	32292
1164	32240
1165	33176
1166	37284
1167	38948
1168	38428
1169	37700
1170	33332
1171	37700
1172	40092
1173	37128
1174	
1175	32604
1176	33904
1177	41080
1178	34424
1179	37804
1180	33956
1181	35828
1182	36868
1183	37284
1184	37440
1185	37700
1186	35152
1187	34060
1188	34684
1189	25376
1190	32552
1191	42848
1192	32812
1193	34268
1194	34580
1195	32552
1196	34164
1197	35048
1198	33540
1199	34112
1200	32760
1201	24388
1202	35100
1203	28236
1204	41340
1205	48308
1206	55068
1207	38792
1208	42848
1209	39624
1210	44564
1211	45240
1212	38740
1213	24960
1214	26364
1215	47944
1216	31720
1217	45188
1218	40404
1219	45604
1220	48620
1221	43472
1222	43628
1223	48516
1224	48464
1225	47060
1226	46800
1227	33436
1228	46384
1229	42432
1230	41392
1231	41912
1232	44512
1233	41028
1234	44772
1235	38584
1236	29900
1237	38740
1238	41340
1239	43524
1240	44564
1241	35672
1242	35672
1243	39676
1244	37856
1245	41392
1246	34008
1247	38896
1248	29484
1249	31512
1250	30836
1251	32968
1252	36140
1253	32916
1254	29640
1255	25740
1256	30940
1257	30628
1258	31616
1259	29276
1260	35308
1261	24128
1262	39624
1263	39052
1264	31512
1265	33332
1266	28444
1267	33176
1268	35100
1269	25740
1270	29536
1271	38792
1272	36452
1273	33384
1274	29016
1275	25012
1276	31824
1277	33072
1278	37336
1279	42432
1280	39884
1281	31460
1282	31824
1283	36504
1284	28496
1285	25324
1286	31824
1287	39364
1288	23400
1289	47164
1290	47008
1291	42068
1292	35932
1293	51428
1294	43524
1295	42640
1296	48204
1297	
1298	43212
1299	42484
1300	34632
1301	38428
1302	39624
1303	39416
1304	38220
1305	36088
1306	27976
1307	39780
1308	35932
1309	33540
1310	37492
1311	32188
1312	46748
1313	26832
1314	46800
1315	24856
1316	35984
1317	40248
1318	25324
1319	22100
1320	39156
1321	33488
1322	31200
1323	35932
1324	24024
1325	26832
1326	45708
1327	45760
1328	32760
1329	53040
1330	
1331	40040
1332	62504
1333	40872
1334	47320
1335	49816
1336	43160
1337	45396
1338	42172
1339	43888
1340	37492
1341	44044
1342	32760
1343	34476
1344	32812
1345	43108
1346	34216
1347	37024
1348	34996
1349	30368
1350	35360
1351	30316
1352	
1353	35880
1354	34944
1355	32552
1356	32240
1357	34268
1358	29588
1359	33644
1360	35880
1361	41236
1362	42432
1363	29952
1364	35100
1365	35308
1366	35464
1367	38688
1368	44356
1369	33228
1370	32344
1371	43160
1372	34008
1373	34476
1374	34320
1375	36244
1376	36712
1377	36088
1378	46020
1379	31824
1380	43004
1381	30316
1382	39520
1383	27248
1384	32760
1385	31460
1386	34684
1387	25584
1388	29536
1389	36608
1390	27040
1391	32292
1392	34268
1393	37284
1394	30940
1395	27300
1396	32240
1397	25532
1398	32604
1399	24804
1400	30628
1401	38012
1402	43108
1403	37388
1404	44408
1405	44044
1406	43628
1407	38792
1408	27248
1409	
1410	40352
1411	29744
1412	28652
1413	37024
1414	38792
1415	35620
1416	35620
1417	34268
1418	32136
1419	41860
1420	40092
1421	29120
1422	44460
1423	37700
1424	43056
1425	42640
1426	40456
1427	44720
1428	41080
1429	41132
1430	42900
1431	39728
1432	44408
1433	45604
1434	40820
1435	34736
1436	39000
1437	44616
1438	37180
1439	38480
1440	40144
1441	37232
1442	42172
1443	36400
1444	39728
1445	19032
1446	37024
1447	39312
1448	58500
1449	40248
1450	39780
1451	35256
1452	34164
1453	46540
1454	40352
1455	28184
1456	41912
1457	43576
1458	41392
1459	41964
1460	45344
1461	44252
1462	49192
1463	42900
1464	50908
1465	47788
1466	52104
1467	44668
1468	30472
1469	51116
1470	47164
1471	38064
1472	38948
1473	35776
1474	36972
1475	33124
1476	66612
1477	30940
1478	32136
1479	34372
1480	40820
1481	25844
1482	29432
1483	25428
1484	30524
1485	35360
1486	24856
1487	32344
1488	35360
1489	30732
1490	37440
1491	32500
1492	43056
1493	37284
1494	39052
1495	62348
1496	24700
1497	24232
1498	29276
1499	30836
1500	38064
1501	43368
1502	34580
1503	36504
1504	34164
1505	47008
1506	42068
1507	41808
1508	41340
1509	37700
1510	47320
1511	46280
1512	37700
1513	44876
1514	51636
1515	52832
1516	42536
1517	38688
1518	45136
1519	60788
1520	55120
1521	48048
1522	46436
1523	29692
1524	43836
1525	28080
1526	46956
1527	37440
1528	46436
1529	50024
1530	36088
1531	42900
1532	46488
1533	45188
1534	53404
1535	50440
1536	49816
1537	48048
1538	38792
1539	40872
1540	37700
1541	97500
1542	35932
1543	44668
1544	33176
1545	33488
1546	43160
1547	44200
1548	40924
1549	36088
1550	25220
1551	33176
1552	58500
1553	35516
1554	44928
1555	41756
1556	30732
1557	41756
1558	45136
1559	25896
1560	33020
1561	42588
1562	37024
1563	45500
1564	39780
1565	36608
1566	40872
1567	22932
1568	38480
1569	31772
1570	26208
1571	35256
1572	46436
1573	37076
1574	34528
1575	43940
1576	19032
1577	84500
1578	40196
1579	45552
1580	37024
1581	43056
1582	38064
1583	47580
1584	42796
1585	46800
1586	59228
1587	41912
1588	53248
1589	47892
1590	47476
1591	44356
1592	52988
1593	55172
1594	49816
1595	53976
1596	33540
1597	44460
1598	51688
1599	47268
1600	37804
1601	34268
1602	50232
1603	52936
1604	47996
1605	45916
1606	48048
1607	56680
1608	44668
1609	45968
1610	54184
1611	33956
1612	37908
1613	38480
1614	
1615	29900
1616	
1617	30888
1618	64376
1619	42016
1620	46800
1621	60996
1622	44980
1623	21424
1624	32500
1625	40612
1626	32136
1627	47944
1628	32552
1629	31304
1630	26364
1631	33124
1632	27716
1633	28964
1634	40508
1635	37388
1636	46800
1637	37180
1638	33176
1639	25740
1640	37700
1641	41912
1642	29224
1643	24284
1644	71448
1645	26000
1646	42744
1647	20124
1648	27924
1649	
1650	26104
1651	37908
1652	39104
1653	25636
1654	23400
1655	29380
1656	25376
1657	32084
1658	26364
1659	29484
1660	37908
1661	43940
1662	38532
1663	29276
1664	25896
1665	24596
1666	27300
1667	25116
1668	32032
1669	27924
1670	30160
1671	34684
1672	36452
1673	31304
1674	49816
1675	37076
1676	41236
1677	27716
1678	26988
1679	28860
1680	29900
1681	22464
1682	27040
1683	38896
1684	42588
1685	30940
1686	26832
1687	38168
1688	34216
1689	41756
1690	24908
1691	23400
1692	30836
1693	36972
1694	42536
1695	37856
1696	25688
1697	33904
1698	41704
1699	31408
1700	31304
1701	38012
1702	40924
1703	41132
1704	43732
1705	43108
1706	30004
1707	41184
1708	35724
1709	32032
1710	48204
1711	47060
1712	47112
1713	40872
1714	41132
1715	40300
1716	35828
1717	32084
1718	41288
1719	42484
1720	36556
1721	26156
1722	32500
1723	43576
1724	26156
1725	33176
1726	37908
1727	27248
1728	27196
1729	25272
1730	25116
1731	25740
1732	34840
1733	29692
1734	39780
1735	30212
1736	38584
1737	38948
1738	44564
1739	48152
1740	39312
1741	41860
1742	36764
1743	32396
1744	37232
1745	25064
1746	42484
1747	34216
1748	38428
1749	46020
1750	31980
1751	50908
1752	25844
1753	38376
1754	34580
1755	35724
1756	35412
1757	41964
1758	48984
1759	38896
1760	30524
1761	31980
1762	30784
1763	45344
1764	
1765	41340
1766	47736
1767	38324
1768	24284
1769	25272
1770	24596
1771	26520
1772	39312
1773	31928
1774	40196
1775	32916
1776	38688
1777	38116
1778	39624
1779	38116
1780	45864
1781	44824
1782	31512
1783	36712
1784	43004
1785	39988
1786	42744
1787	22360
1788	24492
1789	49088
1790	40092
1791	40144
1792	37128
1793	36400
1794	39416
1795	38428
1796	41964
1797	
1798	41808
1799	36400
1800	29328
1801	34684
1802	27716
1803	27924
1804	26364
1805	47996
1806	
1807	29900
1808	30160
1809	35412
1810	29744
1811	37544
1812	30056
1813	29484
1814	49816
1815	35568
1816	26780
1817	24700
1818	22256
1819	28808
1820	27872
1821	38012
1822	37492
1823	35568
1824	37284
1825	32916
1826	37388
1827	48672
1828	
1829	27612
1830	25220
1831	33488
1832	26728
1833	29276
1834	40404
1835	37752
1836	30004
1837	36504
1838	38324
1839	38064
1840	42328
1841	39312
1842	25428
1843	51636
1844	42952
1845	43108
1846	39104
1847	18200
1848	32864
1849	43888
1850	40456
1851	25792
1852	23816
1853	26208
1854	34164
1855	31980
1856	41444
1857	32084
1858	33904
1859	34268
1860	37700
1861	25168
1862	34892
1863	47632
1864	38428
1865	40196
1866	33124
1867	50908
1868	52208
1869	40092
1870	46020
1871	37908
1872	46488
1873	45240
1874	39000
1875	38896
1876	39936
1877	61984
1878	30264
1879	46436
1880	44252
1881	46280
1882	49712
1883	45708
1884	62348
1885	50752
1886	49140
1887	98748
1888	40924
1889	28652
1890	24232
1891	26936
1892	24128
1893	23556
1894	22464
1895	22464
1896	29692
1897	23192
1898	25376
1899	31304
1900	34892
1901	31824
1902	38896
1903	30784
1904	37180
1905	27196
1906	25532
1907	37856
1908	32136
1909	26208
1910	32760
1911	35256
1912	33332
1913	33384
1914	36036
1915	32864
1916	41132
1917	35984
1918	46488
1919	38948
1920	44096
1921	50908
1922	34528
1923	24336
1924	25740
1925	28704
1926	46904
1927	
1928	45032
1929	45500
1930	46644
1931	33384
1932	44200
1933	28340
1934	25844
1935	33904
1936	37492
1937	37336
1938	28912
1939	37388
1940	44668
1941	51584
1942	46332
1943	56576
1944	37596
1945	39416
1946	43420
1947	36296
1948	46072
1949	51116
1950	27768
1951	48828
1952	45604
1953	28756
1954	41236
1955	46800
1956	48932
1957	50544
1958	22672
1959	43992
1960	52312
1961	33436
1962	40664
1963	42484
1964	43108
1965	45708
1966	42068
1967	44512
1968	34840
1969	37492
1970	39624
1971	42588
1972	29172
1973	50232
1974	40196
1975	42744
1976	53872
1977	37856
1978	37076
1979	40040
1980	47788
1981	30576
1982	34892
1983	
1984	62504
1985	57980
1986	51636
1987	25116
1988	41184
1989	36192
1990	40924
1991	39624
1992	43680
1993	35308
1994	40924
1995	23244
1996	38844
1997	23244
1998	24024
1999	27872
2000	27820
2001	50128
2002	47320
2003	44408
2004	37700
2005	44772
2006	29692
2007	47476
2008	52936
2009	25220
2010	56680
2011	53196
2012	51376
2013	46020
2014	61984
2015	52884
2016	40612
2017	51480
2018	45188
2019	50440
2020	52312
2021	49972
2022	40924
2023	49452
2024	50284
2025	45968
2026	43160
2027	47424
2028	40976
2029	37700
2030	35776
2031	50960
2032	24076
2033	38064
2034	34736
2035	58084
2036	54444
2037	52676
2038	47944
2039	26988
2040	54340
2041	63700
2042	60736
2043	57200
2044	61620
2045	51272
2046	59176
2047	60268
2048	39676
2049	59904
2050	63440
2051	80600
2052	59020
2053	47528
2054	44356
2055	28964
2056	31928
2057	31148
2058	34424
2059	37700
2060	37440
2061	47684
2062	42276
2063	40352
2064	36244
2065	55744
2066	54340
2067	49244
2068	45240
2069	56420
2070	49504
2071	41808
2072	38116
2073	37180
2074	33332
2075	33384
2076	58344
2077	38376
2078	48516
2079	43264
2080	49348
2081	51740
2082	59904
2083	54964
2084	55068
2085	55588
2086	45396
2087	53300
2088	38636
2089	46800
2090	51272
2091	28548
2092	35100
2093	25740
2094	23660
2095	31460
2096	28808
2097	25584
2098	25012
2099	23972
2100	30836
2101	30004
2102	24700
2103	34112
2104	26832
2105	35620
2106	37232
2107	34424
2108	26988
2109	29588
2110	33332
2111	34476
2112	41340
2113	33228
2114	29068
2115	33384
2116	
2117	42952
2118	43732
2119	38532
2120	33124
2121	32656
2122	33280
2123	34164
2124	34528
2125	32448
2126	34944
2127	32656
2128	36244
2129	37752
2130	28132
2131	30836
2132	32864
2133	36400
2134	21632
2135	25532
2136	28964
2137	28600
2138	32240
2139	
2140	29484
2141	33956
2142	28444
2143	43316
2144	29484
2145	31876
2146	25064
2147	21008
2148	23244
2149	25584
2150	22568
2151	25532
2152	30004
2153	25480
2154	28548
2155	
2156	34424
2157	29900
2158	31980
2159	26728
2160	30368
2161	34060
2162	24596
2163	27040
2164	24596
2165	24804
2166	28028
2167	31512
2168	32240
2169	37492
2170	32656
2171	34216
2172	28964
2173	28600
2174	33280
2175	30576
2176	25896
2177	36504
2178	29692
2179	26728
2180	27352
2181	25324
2182	35256
2183	25376
2184	45240
2185	29536
2186	25792
2187	28080
2188	35256
2189	24128
2190	30836
2191	32500
2192	30316
2193	43316
2194	35620
2195	24596
2196	22516
2197	14144
2198	25740
2199	31564
2200	31980
2201	35724
2202	30992
2203	35724
2204	26572
2205	26780
2206	25532
2207	25532
2208	28444
2209	28132
2210	27300
2211	29536
2212	31148
2213	32136
2214	28808
2215	27820
2216	26676
2217	34008
2218	30836
2219	30056
2220	25272
2221	35724
2222	42016
2223	33384
2224	24440
2225	26988
2226	35412
2227	32656
2228	31148
2229	27924
2230	
2231	30732
2232	33592
2233	40508
2234	36764
2235	23504
2236	23972
2237	37544
2238	25116
2239	42848
2240	26572
2241	36400
2242	45916
2243	25116
2244	34008
2245	33280
2246	34320
2247	34996
2248	31824
2249	28444
2250	35308
2251	36556
2252	34840
2253	40196
2254	25480
2255	30316
2256	35256
2257	35256
2258	34060
2259	28912
2260	30264
2261	40560
2262	
2263	27768
2264	28756
2265	24492
2266	37128
2267	37180
2268	31460
2269	35100
2270	36868
2271	25012
2272	35620
2273	32760
2274	40820
2275	47840
2276	30888
2277	37492
2278	28548
2279	35932
2280	36712
2281	36920
2282	28496
2283	32396
2284	38168
2285	51324
2286	38532
2287	40768
2288	28080
2289	23660
2290	39156
2291	29692
2292	29692
2293	33228
2294	40248
2295	30056
2296	32448
2297	38272
2298	42484
2299	34424
2300	30732
2301	36920
2302	33904
2303	35932
2304	32968
2305	27352
2306	
2307	36088
2308	29848
2309	30732
2310	38324
2311	42120
2312	29952
2313	29068
2314	29484
2315	40300
2316	32656
2317	25792
2318	36608
2319	31512
2320	30056
2321	35516
2322	37596
2323	28964
2324	43836
2325	28860
2326	31148
2327	29900
2328	29380
2329	33436
2330	42432
2331	49192
2332	46436
2333	26156
2334	31304
2335	26988
2336	33904
2337	38376
2338	33280
2339	34268
2340	38272
2341	30576
2342	35932
2343	37700
2344	43940
2345	35464
2346	33020
2347	40872
2348	42848
2349	31148
2350	40664
2351	27924
2352	26364
2353	24752
2354	33956
2355	29016
2356	27768
2357	32084
2358	23556
2359	31096
2360	30212
2361	30316
2362	22568
2363	27820
2364	
2365	45032
2366	54964
2367	45656
2368	46176
2369	
2370	45604
2371	54080
2372	42588
2373	46540
2374	44096
2375	40924
2376	36920
2377	41756
2378	34268
2379	43784
2380	39936
2381	59072
2382	48932
2383	43108
2384	36140
2385	
2386	38376
2387	
2388	55380
2389	41132
2390	35412
2391	41756
2392	30784
2393	46540
2394	42432
2395	50232
2396	37752
2397	23504
2398	34736
2399	38272
2400	33332
2401	58500
2402	33904
2403	31148
2404	39832
2405	33332
2406	33020
2407	29224
2408	31096
2409	37700
2410	41392
2411	22828
2412	39728
2413	26104
2414	28600
2415	27924
2416	34528
2417	40456
2418	39364
2419	38168
2420	44720
2421	37908
2422	39884
2423	35828
2424	27924
2425	27820
2426	36140
2427	43784
2428	38844
2429	39780
2430	28600
2431	38428
2432	33332
2433	35256
2434	33644
2435	39312
2436	36400
2437	38064
2438	33852
2439	45240
2440	23868
2441	
2442	36764
2443	36972
2444	32604
2445	32188
2446	
2447	32240
2448	38688
2449	34164
2450	28392
2451	29224
2452	30368
2453	39208
2454	31668
2455	28444
2456	34060
2457	27612
2458	35464
2459	29016
2460	34320
2461	32084
2462	38324
2463	30004
2464	39520
2465	41808
2466	36192
2467	38792
2468	33956
2469	37700
2470	30264
2471	36452
2472	
2473	28028
2474	40040
2475	35256
2476	38636
2477	36296
2478	30472
2479	36348
2480	32760
2481	40924
2482	35724
2483	33332
2484	38844
2485	35100
2486	29432
2487	29952
2488	39832
2489	
2490	36244
2491	38688
2492	27924
2493	31876
2494	23608
2495	47008
2496	33280
2497	33176
2498	24128
2499	40040
2500	52208
2501	38636
2502	52988
2503	38948
2504	29224
2505	38896
2506	37700
2507	33332
2508	47736
2509	39780
