SA1_internal_2021	medianTotalPersonalIncome
34946	29276
34947	35256
34948	31304
34949	31616
34950	41236
34951	24440
34952	30524
34953	35828
34954	25844
34955	25636
34956	48984
34957	40144
34958	38064
34959	42380
34960	31720
34961	47528
34962	35620
34963	54756
34964	38116
34965	39312
34966	50596
34967	32448
34968	37856
34969	47996
34970	45656
34971	47112
34972	38012
34973	32708
34974	31356
34975	40716
34976	35880
34977	30576
34978	26728
34979	33020
34980	37856
34981	24700
34982	36504
34983	39052
34984	41756
34985	37388
34986	35308
34987	23868
34988	47840
34989	36140
34990	37076
34991	33904
34992	35880
34993	37076
34994	42900
34995	35360
34996	32240
34997	36608
34998	46384
34999	37856
35000	34684
35001	36556
35002	35464
35003	25220
35004	30212
35005	41704
35006	44200
35007	35828
35008	24544
35009	30888
35010	44824
35011	31252
35012	41756
35013	36296
35014	33956
35015	39884
35016	33956
35017	41808
35018	36400
35019	42068
35020	42328
35021	30732
35022	33592
35023	39988
35024	41860
35025	36816
35026	33956
35027	32552
35028	45760
35029	32292
35030	44304
35031	24960
35032	45760
35033	37908
35034	32032
35035	42640
35036	45240
35037	44772
35038	35100
35039	25844
35040	39104
35041	24544
35042	23712
35043	37180
35044	32032
35045	32292
35046	40820
35047	42692
35048	47424
35049	31512
35050	35516
35051	43680
35052	34268
35053	35360
35054	47424
35055	31980
35056	44200
35057	25792
35058	29328
35059	41912
35060	49972
35061	34372
35062	34632
35063	35828
35064	39104
35065	44356
35066	36192
35067	29432
35068	38428
35069	42588
35070	40404
35071	42224
35072	36556
35073	40924
35074	44096
35075	36816
35076	30940
35077	36712
35078	30888
35079	34684
35080	42536
35081	37180
35082	46800
35083	35828
35084	30680
35085	33384
35086	54808
35087	26676
35088	41860
35089	42120
35090	42640
35091	42328
35092	26104
35093	29120
35094	47632
35095	44512
35096	47164
35097	43524
35098	41860
35099	42380
35100	39884
35101	49244
35102	39364
35103	48048
35104	42692
35105	40092
35106	49348
35107	40976
35108	27300
35109	28652
35110	41080
35111	34684
35112	40456
35113	36504
35114	47892
35115	41756
35116	
35117	46800
35118	50544
35119	47008
35120	40196
35121	40352
35122	51532
35123	35516
35124	37388
35125	41132
35126	36920
35127	44200
35128	43264
35129	37544
35130	38532
35131	41392
35132	39364
35133	36868
35134	24076
35135	39416
35136	38948
35137	46436
35138	
35139	41184
35140	46176
35141	51532
35142	39260
35143	33644
35144	32500
35145	36920
35146	31304
35147	38948
35148	42172
35149	38064
35150	41964
35151	48100
35152	39260
35153	38792
35154	40300
35155	42796
35156	37076
35157	39676
35158	48620
35159	37180
35160	31876
35161	43472
35162	28080
35163	22412
35164	41912
35165	31460
35166	40196
35167	32448
35168	35204
35169	33384
35170	44564
35171	36400
35172	40248
35173	31980
35174	41808
35175	41340
35176	44564
35177	37752
35178	46800
35179	37544
35180	33384
35181	42848
35182	38428
35183	42120
35184	30108
35185	48672
35186	38428
35187	
35188	42328
35189	50388
35190	43628
35191	49192
35192	46332
35193	55276
35194	44772
35195	43368
35196	51324
35197	40820
35198	33956
35199	25636
35200	38792
35201	43628
35202	30784
35203	38948
35204	35256
35205	39572
35206	
35207	46800
35208	36712
35209	41704
35210	39052
35211	49504
35212	41964
35213	45812
35214	45396
35215	37492
35216	30732
35217	46800
35218	38220
35219	39988
35220	38428
35221	44356
35222	38740
35223	39624
35224	45240
35225	31148
35226	34892
35227	40612
35228	43524
35229	84500
35230	169000
35231	114400
35232	
35233	49660
35234	49244
35235	42276
35236	48412
35237	31928
35238	45136
35239	39988
35240	43368
35241	37700
35242	40300
35243	45656
35244	40404
35245	38324
35246	40300
35247	40560
35248	36140
35249	39208
35250	45344
35251	41340
35252	38636
35253	43992
35254	51740
35255	37076
35256	39364
35257	42432
35258	43628
35259	48412
35260	43628
35261	39676
35262	37804
35263	44200
35264	31980
35265	37856
35266	49452
35267	46384
35268	49140
35269	49348
35270	48724
35271	48880
35272	43940
35273	52416
35274	43888
35275	
35276	
35277	48048
35278	43472
35279	55588
35280	43888
35281	41340
35282	52312
35283	44096
35284	43992
35285	56992
35286	52208
35287	53300
35288	46124
35289	52208
35290	48152
35291	57668
35292	48672
35293	45292
35294	48672
35295	46332
35296	55432
35297	45552
35298	52260
35299	50492
35300	42536
35301	26728
35302	36452
35303	46228
35304	47788
35305	52104
35306	47320
35307	50336
35308	46228
35309	39728
35310	40508
35311	44356
35312	48308
35313	38064
35314	49348
35315	45500
35316	47060
35317	44200
35318	39364
35319	41184
35320	45812
35321	42432
35322	51688
35323	43576
35324	162500
35325	21684
35326	29796
35327	49140
35328	41444
35329	52260
35330	25792
35331	40248
35332	35724
35333	46904
35334	45032
35335	45344
35336	47788
35337	40508
35338	35984
35339	39208
35340	36296
35341	25584
35342	38324
35343	35204
35344	41808
35345	45968
35346	46176
35347	42692
35348	36140
35349	42276
35350	49608
35351	50232
35352	39728
35353	40768
35354	45292
35355	44460
35356	39780
35357	39780
35358	39208
35359	53976
35360	43940
35361	46280
35362	38480
35363	42016
35364	38376
35365	47892
35366	48152
35367	38272
35368	44200
35369	39624
35370	
35371	44564
35372	42692
35373	30368
35374	38480
35375	41756
35376	37336
35377	44980
35378	30368
35379	53040
35380	53248
35381	47008
35382	51740
35383	56316
35384	45396
35385	39000
35386	45760
35387	46592
35388	30784
35389	41184
35390	41236
35391	50544
35392	47944
35393	41808
35394	54184
35395	38636
35396	46228
35397	43732
35398	49088
35399	47580
35400	43264
35401	52104
35402	43576
35403	44772
35404	44304
35405	40664
35406	44356
35407	50128
35408	46540
35409	42224
35410	43108
35411	51740
35412	42952
35413	39988
35414	
35415	40508
35416	41028
35417	38948
35418	41392
35419	41912
35420	34944
35421	39260
35422	37856
35423	46436
35424	42640
35425	35152
35426	39936
35427	37128
35428	34528
35429	33644
35430	36920
35431	39208
35432	36660
35433	31720
35434	41184
35435	49504
35436	55692
35437	61308
35438	30056
35439	33124
35440	
35441	24232
35442	29432
35443	35776
35444	48880
35445	59384
35446	45240
35447	68484
35448	68744
35449	38740
35450	37076
35451	26988
35452	36192
35453	39884
35454	41912
35455	47996
35456	53508
35457	43628
35458	44096
35459	49452
35460	40248
35461	51220
35462	48984
35463	42744
35464	24752
35465	42952
35466	35776
35467	38116
35468	43004
35469	36400
35470	33072
35471	38220
35472	39572
35473	50076
35474	40040
35475	46176
35476	37024
35477	40924
35478	43316
35479	46176
35480	46436
35481	52468
35482	46800
35483	
35484	39988
35485	42692
35486	40924
35487	46800
35488	52052
35489	32292
35490	44928
35491	38532
35492	
35493	40300
35494	50492
35495	45292
35496	42016
35497	43056
35498	66300
35499	46020
35500	47632
35501	55588
35502	42796
35503	38636
35504	42068
35505	46800
35506	31408
35507	64740
35508	36608
35509	43940
35510	36868
35511	47996
35512	47424
35513	45812
35514	45968
35515	60684
35516	40248
35517	50700
35518	58656
35519	55848
35520	58812
35521	49660
35522	53352
35523	64116
35524	66820
35525	33228
35526	47528
35527	50752
35528	58032
35529	41392
35530	43212
35531	49296
35532	41756
35533	40768
35534	47372
35535	42484
35536	50856
35537	44616
35538	45032
35539	45656
35540	44980
35541	40300
35542	53508
35543	48932
35544	24700
35545	43212
35546	41808
35547	50388
35548	55744
35549	52156
35550	44512
35551	52416
35552	46592
35553	51064
35554	47008
35555	63856
35556	49712
35557	54808
35558	47216
35559	24648
35560	23972
35561	46644
35562	55952
35563	57304
35564	50024
35565	56004
35566	49712
35567	56940
35568	54080
35569	29900
35570	40352
35571	33384
35572	39728
35573	28080
35574	46280
35575	36972
35576	39884
35577	35568
35578	39312
35579	45448
35580	33280
35581	39208
35582	30628
35583	34424
35584	26884
35585	47736
35586	40248
35587	34112
35588	36660
35589	43888
35590	
35591	40352
35592	39000
35593	36660
35594	34164
35595	39156
35596	43628
35597	47892
35598	33176
35599	38220
35600	33228
35601	42640
35602	25324
35603	37700
35604	36764
35605	42224
35606	39364
35607	32864
35608	32396
35609	39208
35610	25532
35611	38740
35612	32968
35613	31824
35614	23452
35615	
35616	22880
35617	23192
35618	23140
35619	21528
35620	22984
35621	24804
35622	24336
35623	23400
35624	24336
35625	31720
35626	23192
35627	23660
35628	30108
35629	20696
35630	23088
35631	25168
35632	24232
35633	23348
35634	23504
35635	22932
35636	23816
35637	23088
35638	23660
35639	24856
35640	58448
35641	
35642	49036
35643	47736
35644	48880
35645	42432
35646	67288
35647	59332
35648	24544
35649	43836
35650	52936
35651	56108
35652	45240
35653	50908
35654	55068
35655	50284
35656	54912
35657	46956
35658	49348
35659	48152
35660	45812
35661	55224
35662	55172
35663	46956
35664	46228
35665	56680
35666	48724
35667	49140
35668	38220
35669	43732
35670	47996
35671	58708
35672	53352
35673	46800
35674	41912
35675	51064
35676	37700
35677	46332
35678	46800
35679	51584
35680	48880
35681	31044
35682	55224
35683	49920
35684	36504
35685	84500
35686	68328
35687	60684
35688	62036
35689	72748
35690	46176
35691	58084
35692	50284
35693	51324
35694	61360
35695	47944
35696	60892
35697	53560
35698	44460
35699	48672
35700	41080
35701	54184
35702	53040
35703	53300
35704	50128
35705	55900
35706	43992
35707	54444
35708	50492
35709	63284
35710	42900
35711	50388
35712	32032
35713	55328
35714	51584
35715	46384
35716	50180
35717	48204
35718	
35719	52312
35720	66248
35721	58500
35722	58708
35723	65884
35724	55536
35725	54652
35726	62192
35727	55952
35728	58500
35729	49348
35730	71500
35731	71292
35732	61412
35733	67236
35734	80028
35735	61464
35736	52312
35737	63336
35738	57408
35739	66508
35740	72696
35741	73632
35742	53560
35743	60736
35744	46956
35745	46956
35746	41080
35747	51272
35748	53248
35749	38428
35750	49712
35751	43004
35752	44252
35753	56264
35754	53352
35755	46124
35756	48672
35757	49504
35758	49660
35759	51584
35760	53092
35761	38480
35762	44408
35763	55536
35764	56576
35765	56524
35766	29900
35767	39260
35768	40768
35769	55848
35770	48360
35771	35152
35772	50700
35773	43368
35774	35412
35775	39832
35776	42172
35777	48360
35778	46644
35779	39052
35780	45032
35781	46956
35782	39728
35783	41756
35784	43524
35785	36192
35786	39000
35787	46748
35788	28340
35789	48412
35790	46228
35791	51844
35792	43576
35793	50648
35794	52156
35795	32500
35796	46540
35797	23868
35798	51688
35799	50960
35800	55120
35801	48204
35802	39884
35803	48880
35804	38168
35805	51324
35806	47996
35807	44252
35808	45032
35809	40716
35810	46488
35811	62192
35812	50492
35813	40352
35814	41704
35815	71500
35816	
35817	46800
35818	44200
35819	51532
35820	46020
35821	45032
35822	44772
35823	46332
35824	41132
35825	38584
35826	43160
35827	43160
35828	38948
35829	
35830	45032
35831	52520
35832	44096
35833	50960
35834	52624
35835	44096
35836	61828
35837	34580
35838	44200
35839	39208
35840	43680
35841	52468
35842	51220
35843	50024
35844	54756
35845	47736
35846	57824
35847	58500
35848	64012
35849	47580
35850	58292
35851	62920
35852	44564
35853	58864
35854	28912
35855	41236
35856	66872
35857	71916
35858	61568
35859	62088
35860	67808
35861	63856
35862	48672
35863	67080
35864	52416
35865	42952
35866	42224
35867	50492
35868	37128
35869	25428
35870	47268
35871	37700
35872	46800
35873	39364
35874	40092
35875	
35876	40820
35877	45500
35878	53560
35879	59384
35880	24752
35881	49660
35882	54340
35883	47632
35884	52988
35885	60944
35886	54496
35887	33384
35888	42224
35889	62192
35890	56368
35891	47944
35892	59332
35893	58916
35894	62972
35895	63076
35896	54548
35897	52884
35898	47268
35899	48672
35900	46176
35901	51376
35902	50180
35903	46800
35904	60788
35905	49660
35906	47736
35907	60320
35908	50336
35909	57668
35910	51636
35911	59748
35912	54184
35913	55224
35914	54600
35915	59384
35916	58136
35917	54756
35918	61152
35919	46540
35920	57356
35921	53352
35922	58136
35923	48776
35924	52156
35925	38272
35926	55380
35927	57876
35928	37700
35929	56940
35930	48620
35931	39312
35932	33904
35933	52884
35934	52572
35935	44668
35936	51168
35937	44616
35938	48464
35939	55900
35940	43212
35941	41080
35942	45552
35943	
35944	52364
35945	40924
35946	42328
35947	55692
35948	57668
35949	49504
35950	55224
35951	50388
35952	43472
35953	41860
35954	46176
35955	47060
35956	56992
35957	50648
35958	50544
35959	
35960	24388
35961	28756
35962	37440
35963	28288
35964	27664
35965	50440
35966	33020
35967	40040
35968	43888
35969	48048
35970	41704
35971	43108
35972	50960
35973	29900
35974	37856
35975	37492
35976	43940
35977	49348
35978	46800
35979	54184
35980	39728
35981	23400
35982	49400
35983	47320
35984	44304
35985	44200
35986	50128
35987	42744
35988	48620
35989	46956
35990	39624
35991	45448
35992	53924
35993	51584
35994	48724
35995	51168
35996	45656
35997	49868
35998	50128
35999	47892
36000	46176
36001	44356
36002	46956
36003	42588
36004	42380
36005	29900
36006	44928
36007	
36008	52104
36009	53300
36010	45500
36011	53508
36012	51584
36013	52156
36014	46384
36015	29900
36016	53924
36017	46644
36018	51272
36019	48100
36020	61932
36021	63960
36022	61516
36023	
36024	61568
36025	58032
36026	61360
36027	56732
36028	58968
36029	54704
36030	70720
36031	58344
36032	62140
36033	53872
36034	63544
36035	68796
36036	50232
36037	59020
36038	52624
36039	46332
36040	50232
36041	55172
36042	51272
36043	46800
36044	63804
36045	57928
36046	60788
36047	65416
36048	64116
36049	63804
36050	70252
36051	58240
36052	56836
36053	45500
36054	52208
36055	36556
36056	39416
36057	58188
36058	62556
36059	67028
36060	52572
36061	51116
36062	52988
36063	34320
36064	42536
36065	42952
36066	55692
36067	59124
36068	29900
36069	59228
36070	41236
36071	
36072	45812
36073	33748
36074	52416
36075	51168
36076	45604
36077	42692
36078	50440
36079	43940
36080	51324
36081	42744
36082	46124
36083	47320
36084	32188
36085	51324
36086	59696
36087	58500
36088	45864
36089	41860
36090	60944
36091	54184
36092	62088
36093	49036
36094	65884
36095	53508
36096	61100
36097	65832
36098	64532
36099	57616
36100	60580
36101	61516
36102	64480
36103	56212
36104	55536
36105	67288
36106	61984
36107	69108
36108	70252
36109	54236
36110	59176
36111	56940
36112	59228
36113	53352
36114	45656
36115	42536
36116	41808
36117	44356
36118	50076
36119	49296
36120	46800
36121	49348
36122	43472
36123	45292
36124	18304
36125	39884
36126	45604
36127	44408
36128	48308
36129	44200
36130	36400
36131	41132
36132	39936
36133	
36134	51012
36135	50232
36136	44096
36137	66040
36138	65260
36139	70668
36140	70200
36141	60008
36142	63752
36143	51740
36144	52208
36145	59644
36146	52104
36147	51012
36148	44252
36149	63336
36150	54444
36151	57044
36152	52572
36153	55224
36154	58708
36155	49816
36156	59124
36157	
36158	
36159	45344
36160	49920
36161	40144
36162	42744
36163	56316
36164	11700
36165	130000
36166	50284
36167	55900
36168	48932
36169	51740
36170	52988
36171	51844
36172	51532
36173	52728
36174	51168
36175	54964
36176	60476
36177	45812
36178	45500
36179	42484
36180	67184
36181	41912
36182	69420
36183	53300
36184	56940
36185	50492
36186	59904
36187	53248
36188	47476
36189	65728
36190	52988
36191	55276
36192	69316
36193	51272
36194	61360
36195	46176
36196	
36197	47892
36198	72748
36199	63492
36200	51168
36201	61620
36202	50336
36203	57148
36204	60424
36205	60060
36206	48880
36207	68692
36208	69420
36209	56160
36210	54236
36211	40560
36212	54912
36213	54184
36214	32916
36215	42224
36216	42380
36217	39364
36218	40976
36219	50856
36220	47788
36221	51792
36222	42484
36223	45916
36224	46072
36225	49140
36226	45604
36227	40404
36228	45552
36229	44928
36230	44408
36231	44096
36232	45136
36233	49504
36234	47060
36235	47164
36236	49192
36237	35256
36238	30056
36239	46124
36240	36452
36241	40820
36242	35672
36243	43420
36244	42588
36245	40976
36246	38532
36247	48412
36248	47008
36249	46072
36250	42588
36251	41756
36252	50076
36253	45812
36254	52624
36255	51012
36256	42796
36257	54444
36258	39884
36259	52676
36260	46020
36261	47112
36262	47684
36263	42172
36264	57356
36265	49452
36266	46800
36267	48672
36268	48048
36269	38844
36270	47892
36271	41184
36272	
36273	43212
36274	51584
36275	60112
36276	28392
36277	40248
36278	48204
36279	47684
36280	48360
36281	43888
36282	30732
36283	46332
36284	50544
36285	48932
36286	44356
36287	44980
36288	28236
36289	44512
36290	38116
36291	28548
36292	52156
36293	46280
36294	48776
36295	32448
36296	53248
36297	40924
36298	42016
36299	55536
36300	59540
36301	47424
36302	72176
36303	24128
36304	51532
36305	44928
36306	55484
36307	
36308	43576
36309	40508
36310	35828
36311	44564
36312	31720
36313	44252
36314	38948
36315	40196
36316	43160
36317	36348
36318	41808
36319	45552
36320	45344
36321	52884
36322	59956
36323	40092
36324	54236
36325	39260
36326	45500
36327	46384
36328	34268
36329	55588
36330	47528
36331	55068
36332	45032
36333	33644
36334	40300
36335	52208
36336	41028
36337	26416
36338	48308
36339	56316
36340	55796
36341	42224
36342	24024
36343	55016
36344	43888
36345	33072
36346	48412
36347	41340
36348	40248
36349	40404
36350	41444
36351	38896
36352	42536
36353	36660
36354	39676
36355	36660
36356	37700
36357	39000
36358	37700
36359	41444
36360	45708
36361	45500
36362	44824
36363	50804
36364	49140
36365	37700
36366	41756
36367	69836
36368	73372
36369	79872
36370	69836
36371	66300
36372	
36373	74048
36374	74568
36375	70668
36376	75816
36377	67600
36378	68952
36379	54496
36380	76960
36381	64272
36382	72488
36383	59852
36384	60216
36385	57304
36386	63908
36387	56004
36388	71500
36389	66404
36390	77272
36391	60528
36392	85956
36393	62712
36394	63232
36395	62036
36396	57356
36397	55952
36398	57356
36399	59228
36400	71916
36401	56160
36402	29328
36403	62088
36404	43680
36405	55484
36406	60372
36407	57824
36408	54392
36409	
36410	51012
36411	57564
36412	33176
36413	62192
36414	50752
36415	56420
36416	59748
36417	53508
36418	66560
36419	54704
36420	52104
36421	49816
36422	61256
36423	58188
36424	56992
36425	48516
36426	59748
36427	54548
36428	43056
36429	42068
36430	45760
36431	68900
36432	67964
36433	54964
36434	60320
36435	52104
36436	52156
36437	51220
36438	49712
36439	53560
36440	43420
36441	43004
36442	48828
36443	34684
36444	40040
36445	63648
36446	52364
36447	60372
36448	
36449	55432
36450	41964
36451	37492
36452	46592
36453	49816
36454	45344
36455	59072
36456	51636
36457	54496
36458	48100
36459	51064
36460	56576
36461	46644
36462	49816
36463	58084
36464	55224
36465	48516
36466	34112
36467	42432
36468	44252
36469	39780
36470	43004
36471	40144
36472	42848
36473	52624
36474	48620
36475	58500
36476	42588
36477	37700
36478	41964
36479	50648
36480	
36481	53300
36482	56056
36483	47528
36484	60684
36485	62556
36486	43628
36487	53456
36488	43732
36489	
36490	37284
36491	43212
36492	48672
36493	55900
36494	52312
36495	44408
36496	46540
36497	49816
36498	48204
36499	51636
36500	64064
36501	59384
36502	37232
36503	42536
36504	47164
36505	44200
36506	52208
36507	58708
36508	54496
36509	53976
36510	51272
36511	62348
36512	58500
36513	43888
36514	46800
36515	58500
36516	42172
36517	58760
36518	58968
36519	56004
36520	66144
36521	50388
36522	59540
36523	56784
36524	55380
36525	48672
36526	59852
36527	51844
36528	58656
36529	60268
36530	48620
36531	64740
36532	52832
36533	58292
36534	65312
36535	65728
36536	65572
36537	73112
36538	55536
36539	60112
36540	70668
36541	50336
36542	70616
36543	69108
36544	75868
36545	64480
36546	65364
36547	66924
36548	66664
36549	53196
36550	68484
36551	
36552	32448
36553	59852
36554	61880
36555	34424
36556	60060
36557	39156
36558	50752
36559	53924
36560	49140
36561	46176
36562	50024
36563	53612
36564	51740
36565	27664
36566	43940
36567	53664
36568	70044
36569	55848
36570	54912
36571	48828
36572	49244
36573	53248
36574	59644
36575	52780
36576	40508
36577	51168
36578	59332
36579	49192
36580	50232
36581	66456
36582	51480
36583	51064
36584	53820
36585	72176
36586	55848
36587	55744
36588	47476
36589	66612
36590	48880
36591	67964
36592	59592
36593	55640
36594	59852
36595	63544
36596	59020
36597	40040
36598	52520
36599	62660
36600	51480
36601	67028
36602	68224
36603	59436
36604	42744
36605	65364
36606	50024
36607	58500
36608	72280
36609	65260
36610	64064
36611	73424
36612	68224
36613	39312
36614	22256
36615	52520
36616	55848
36617	44616
36618	52520
36619	55692
36620	48568
36621	54652
36622	50388
36623	49608
36624	64584
36625	55692
36626	56628
36627	55120
36628	67496
36629	67184
36630	63232
36631	51688
36632	64116
36633	53456
36634	42900
36635	26936
36636	61412
36637	22568
36638	46384
36639	43680
36640	49192
36641	40664
36642	39624
36643	43732
36644	52520
36645	45864
36646	27924
36647	57408
36648	45604
36649	51636
36650	54652
36651	43836
36652	55692
36653	69316
36654	56316
36655	33748
36656	61048
36657	46800
36658	63752
36659	51376
36660	47268
36661	
36662	58916
36663	50960
36664	54652
36665	51688
36666	51480
36667	62348
36668	66300
36669	70044
36670	60684
36671	49088
36672	57616
36673	53872
36674	46800
36675	
36676	
36677	77064
36678	32864
36679	63856
36680	69992
36681	33956
36682	45188
36683	37440
36684	42952
36685	35984
36686	46904
36687	38740
36688	46228
36689	41860
36690	46280
36691	39260
36692	35932
36693	33228
36694	40976
36695	36244
36696	44772
36697	29224
36698	40508
36699	37232
36700	40716
36701	35100
36702	39000
36703	33332
36704	30784
36705	38376
36706	31148
36707	
36708	50752
36709	38064
36710	43888
36711	38064
36712	42120
36713	48048
36714	39312
36715	41964
36716	45760
36717	42952
36718	40196
36719	45552
36720	38324
36721	34840
36722	35048
36723	32084
36724	35256
36725	34060
36726	31096
36727	29432
36728	28600
36729	34268
36730	30316
36731	28704
36732	29900
36733	28340
36734	36452
36735	48516
36736	37804
36737	44980
36738	41184
36739	39468
36740	44304
36741	43004
36742	39364
36743	44200
36744	46176
36745	42900
36746	38012
36747	42692
36748	40456
36749	42744
36750	37804
36751	38532
36752	56316
36753	41236
36754	59540
36755	46696
36756	47216
36757	55432
36758	45396
36759	57304
36760	59384
36761	58448
36762	32344
36763	39936
36764	55484
36765	48672
36766	58188
36767	50336
36768	57772
36769	65416
36770	37700
36771	58656
36772	54340
36773	51012
36774	26416
36775	53040
36776	53976
36777	53196
36778	49192
36779	46436
36780	54912
36781	31980
36782	44044
36783	49608
36784	53352
36785	28236
36786	58240
36787	44824
36788	45864
36789	45760
36790	36244
36791	57928
36792	46644
36793	48932
36794	48412
36795	41132
36796	70720
36797	54704
36798	30940
36799	50440
36800	45864
36801	57616
36802	52260
36803	56368
36804	50440
36805	46124
36806	56836
36807	51792
36808	48464
36809	56628
36810	49296
36811	53196
36812	37284
36813	59072
36814	46436
36815	48984
36816	55640
36817	47684
36818	48412
36819	52156
36820	51532
36821	35464
36822	47944
36823	51740
36824	46800
36825	32760
36826	51948
36827	30732
36828	49712
36829	38116
36830	38480
36831	46956
36832	43472
36833	40560
36834	41444
36835	22100
36836	30160
36837	47372
36838	29172
36839	27248
36840	37388
36841	36712
36842	49764
36843	41392
36844	43420
36845	41236
36846	37700
36847	37700
36848	40924
36849	32552
36850	41808
36851	37232
36852	45968
36853	38428
36854	36036
36855	38948
36856	51480
36857	38532
36858	37076
36859	42224
36860	52312
36861	40040
36862	45968
36863	43420
36864	48516
36865	38064
36866	39416
36867	33384
36868	45292
36869	40248
36870	40716
36871	40300
36872	36504
36873	39624
36874	40300
36875	29900
36876	32656
36877	21684
36878	38168
36879	34788
36880	36972
36881	57720
36882	60684
36883	53456
36884	44356
36885	45864
36886	42640
36887	49140
36888	46800
36889	50180
36890	49816
36891	44408
36892	47944
36893	66352
36894	65416
36895	52780
36896	69368
36897	49556
36898	53768
36899	49036
36900	56212
36901	50128
36902	
36903	22100
36904	31304
36905	37960
36906	35100
36907	39676
36908	29640
36909	31824
36910	31564
36911	30316
36912	36296
36913	32864
36914	39104
36915	37440
36916	35152
36917	54288
36918	56316
36919	47112
36920	46956
36921	48412
36922	29900
36923	51324
36924	15860
36925	43732
36926	43732
36927	39884
36928	52832
36929	50856
36930	48204
36931	56056
36932	52520
36933	50648
36934	57252
36935	55068
36936	79768
36937	66144
36938	55016
36939	53404
36940	51168
36941	51740
36942	59436
36943	69056
36944	58656
36945	66716
36946	64220
36947	55120
36948	62712
36949	64220
36950	54496
36951	55796
36952	60944
36953	58136
36954	71500
36955	56992
36956	53924
36957	70356
36958	43940
36959	35204
36960	38948
36961	46332
36962	37700
36963	41080
36964	36608
36965	30784
36966	38324
36967	34788
36968	37544
36969	40300
36970	43784
36971	46332
36972	43212
36973	41912
36974	25428
36975	40092
36976	44928
36977	36036
36978	45396
36979	33228
36980	33956
36981	41340
36982	32240
36983	37908
36984	35464
36985	36972
36986	37024
36987	40664
36988	41652
36989	38532
36990	
36991	42328
36992	40820
36993	43836
36994	44616
36995	39364
36996	39364
36997	35776
36998	38324
36999	40144
37000	39624
37001	41392
37002	38688
37003	35308
37004	37908
37005	35568
37006	44408
37007	39624
37008	48724
37009	44824
37010	37700
37011	40196
37012	40820
37013	42848
37014	39676
37015	44200
37016	47112
37017	41444
37018	35672
37019	39416
37020	42432
37021	36036
37022	47060
37023	39312
37024	41132
37025	39624
37026	64948
37027	44616
37028	
37029	47632
37030	52104
37031	55536
37032	48412
37033	52468
37034	52260
37035	53820
37036	53716
37037	56368
37038	45916
37039	50752
37040	43732
37041	48256
37042	54860
37043	48932
37044	54132
37045	56212
37046	52936
37047	48568
37048	52780
37049	54912
37050	41808
37051	43992
37052	47424
37053	48672
37054	47112
37055	42016
37056	46800
37057	25792
37058	40040
37059	43940
37060	43264
37061	45344
37062	43524
37063	
37064	44512
37065	44980
37066	43316
37067	45708
37068	51740
37069	40716
37070	40664
37071	46904
37072	42536
37073	44148
37074	42484
37075	45396
37076	31044
37077	43940
37078	47736
37079	47892
37080	35568
37081	47788
37082	50076
37083	38064
37084	
37085	35516
37086	23920
37087	38948
37088	20592
37089	30940
37090	37492
37091	41184
37092	35516
37093	30368
37094	31720
37095	28912
37096	31720
37097	34632
37098	26364
37099	34372
37100	41964
37101	30888
37102	33540
37103	26156
37104	41444
37105	34372
37106	39468
37107	37700
37108	35048
37109	26260
37110	43108
37111	46436
37112	71448
37113	38948
37114	106132
37115	40976
37116	41236
37117	36192
37118	36452
37119	34684
37120	33020
37121	46176
37122	32812
37123	35152
37124	34528
37125	25740
37126	29328
37127	46800
37128	42744
37129	45032
37130	29952
37131	41808
37132	33956
37133	35048
37134	36296
37135	47372
37136	43368
37137	41236
37138	40820
37139	34424
37140	49348
37141	38740
37142	45916
37143	35412
37144	42796
37145	37544
37146	29692
37147	34736
37148	39104
37149	34736
37150	32240
37151	39312
37152	37700
37153	45708
37154	40560
37155	34372
37156	42432
37157	31096
37158	38272
37159	37856
37160	34060
37161	40820
37162	41340
37163	39936
37164	29744
37165	36608
37166	29900
37167	34736
37168	33540
37169	31824
37170	34008
37171	30108
37172	41132
37173	32084
37174	25688
37175	30940
37176	32916
37177	36452
37178	30108
37179	28600
37180	23972
37181	33228
37182	39312
37183	40456
37184	36816
37185	29900
37186	27664
37187	37544
37188	36452
37189	34840
37190	29380
37191	37544
37192	31564
37193	40508
37194	41236
37195	35464
37196	39832
37197	40404
37198	28496
37199	41964
37200	35256
37201	38584
37202	38688
37203	42588
37204	35100
37205	35048
37206	26780
37207	33332
37208	32708
37209	32136
37210	30628
37211	36036
37212	34424
37213	35724
37214	37440
37215	29068
37216	34268
37217	26468
37218	34996
37219	38740
37220	27820
37221	33904
37222	38064
37223	57200
37224	49920
37225	50284
37226	47372
37227	37128
37228	50700
37229	48256
37230	53040
37231	48048
37232	
37233	
37234	41444
37235	46592
37236	42484
37237	52156
37238	44824
37239	55900
37240	46384
37241	49816
37242	49036
37243	57096
37244	49036
37245	39156
37246	35308
37247	38584
37248	46800
37249	43680
37250	52572
37251	38532
37252	46488
37253	44460
37254	45188
37255	49608
37256	47112
37257	50960
37258	47424
37259	42172
37260	52364
37261	41184
37262	47788
37263	52988
37264	47476
37265	45292
37266	42172
37267	54704
37268	54548
37269	47216
37270	57668
37271	55224
37272	45292
37273	53404
37274	55484
37275	60892
37276	76336
37277	53456
37278	46800
37279	
37280	43836
37281	50596
37282	24648
37283	44980
37284	50856
37285	61152
37286	47112
37287	50440
37288	48256
37289	48412
37290	48360
