SA1_internal_2021	HomeCensusNight	persons
5435	1	389
5436	0	8
5436	1	393
5437	0	13
5437	1	245
5438	0	3
5438	1	163
5439	0	26
5439	1	405
5440	0	6
5440	1	132
5441	0	4
5441	1	245
5442	0	14
5442	1	158
5443	0	19
5443	1	323
5444	0	7
5444	1	220
5445	0	8
5445	1	288
5446	0	7
5446	1	325
5447	0	23
5447	1	307
5448	0	11
5448	1	193
5449	0	18
5449	1	197
5450	0	8
5450	1	247
5451	0	14
5451	1	347
5452	0	18
5452	1	214
5453	0	22
5453	1	283
5454	0	12
5454	1	245
5455	0	21
5455	1	368
5456	0	42
5456	1	351
5457	0	13
5457	1	138
5458	0	11
5458	1	84
5459	0	12
5459	1	311
5460	0	7
5460	1	163
5461	0	10
5461	1	247
5462	0	26
5462	1	497
5463	0	18
5463	1	276
5464	0	23
5464	1	292
5465	0	15
5465	1	298
5466	0	26
5466	1	387
5467	0	25
5467	1	244
5468	0	14
5468	1	346
5469	0	28
5469	1	463
5470	0	27
5470	1	446
5471	0	5
5471	1	233
5472	0	19
5472	1	437
5473	0	35
5473	1	577
5474	0	11
5474	1	256
5475	0	25
5475	1	386
5476	0	16
5476	1	284
5477	0	7
5477	1	404
5478	0	28
5478	1	363
5479	0	8
5479	1	97
5480	0	11
5480	1	289
5481	0	18
5481	1	611
5482	0	18
5482	1	396
5483	0	4
5483	1	218
5484	0	13
5484	1	247
5485	0	20
5485	1	177
5486	0	9
5486	1	429
5487	0	24
5487	1	396
5488	0	22
5488	1	312
5489	0	4
5489	1	209
5490	0	16
5490	1	301
5491	0	40
5491	1	581
5492	0	15
5492	1	359
5493	0	7
5493	1	322
5494	0	29
5494	1	367
5495	0	19
5495	1	408
5496	0	16
5496	1	559
5497	0	40
5497	1	499
5498	0	19
5498	1	522
5499	0	23
5499	1	613
5500	0	6
5500	1	241
5501	0	11
5501	1	195
5502	0	27
5502	1	545
5503	0	18
5503	1	489
5504	0	15
5504	1	487
5505	0	29
5505	1	410
5506	0	8
5506	1	283
5507	0	31
5507	1	531
5508	0	15
5508	1	500
5509	0	23
5509	1	402
5510	0	17
5510	1	571
5511	0	8
5511	1	184
5512	0	23
5512	1	439
5513	0	34
5513	1	362
5514	0	8
5514	1	270
5515	0	10
5515	1	182
5516	0	15
5516	1	204
5517	0	7
5517	1	219
5518	0	25
5518	1	337
5519	0	18
5519	1	361
5520	0	10
5520	1	381
5521	0	29
5521	1	377
5522	0	11
5522	1	217
5523	0	15
5523	1	371
5524	0	19
5524	1	329
5525	0	26
5525	1	620
5526	0	9
5526	1	353
5527	0	9
5527	1	174
5528	0	23
5528	1	578
5529	0	19
5529	1	267
5530	0	16
5530	1	278
5531	0	8
5531	1	239
5532	0	10
5532	1	293
5533	0	5
5533	1	139
5534	0	31
5534	1	349
5535	0	25
5535	1	322
5536	0	8
5536	1	270
5537	0	23
5537	1	363
5538	0	20
5538	1	245
5539	0	8
5539	1	204
5540	0	10
5540	1	169
5541	0	26
5541	1	233
5542	0	18
5542	1	270
5543	0	21
5543	1	334
5544	0	26
5544	1	454
5545	0	17
5545	1	269
5546	0	3
5546	1	178
5547	0	15
5547	1	352
5548	0	7
5548	1	180
5549	0	7
5549	1	98
5550	0	14
5550	1	340
5551	0	20
5551	1	439
5552	0	17
5552	1	304
5553	0	6
5553	1	209
5554	0	8
5554	1	366
5555	0	20
5555	1	363
5556	0	12
5556	1	364
5557	0	17
5557	1	247
5558	0	3
5558	1	213
5559	0	4
5559	1	221
5560	0	25
5560	1	318
5561	0	20
5561	1	358
5562	0	9
5562	1	224
5563	0	7
5563	1	154
5564	0	16
5564	1	325
5565	0	25
5565	1	444
5566	0	14
5566	1	412
5567	0	8
5567	1	107
5568	0	16
5568	1	127
5569	0	18
5569	1	300
5570	0	10
5570	1	189
5571	0	10
5571	1	210
5572	0	4
5572	1	41
5573	0	13
5573	1	112
5574	1	42
5575	0	6
5575	1	284
5576	0	9
5576	1	390
5577	0	22
5577	1	569
5578	0	10
5578	1	332
5579	0	15
5579	1	305
5580	0	17
5580	1	218
5581	0	19
5581	1	499
5582	0	28
5582	1	339
5583	0	13
5583	1	410
5584	0	18
5584	1	322
5585	0	5
5585	1	66
5586	0	18
5586	1	367
5587	0	10
5587	1	351
5588	0	15
5588	1	234
5589	0	8
5589	1	348
5590	0	16
5590	1	362
5591	0	17
5591	1	221
5592	0	20
5592	1	517
5593	0	21
5593	1	345
5594	0	17
5594	1	236
5595	0	14
5595	1	355
5596	0	34
5596	1	374
5598	1	5
5599	0	19
5599	1	284
5600	0	7
5600	1	162
5601	0	5
5601	1	216
5602	0	13
5602	1	442
5603	0	33
5603	1	466
5604	0	7
5604	1	287
5605	0	29
5605	1	158
5606	0	10
5606	1	301
5607	0	5
5607	1	212
5608	1	135
5609	0	6
5609	1	217
5610	0	17
5610	1	353
5611	0	17
5611	1	263
5612	0	21
5612	1	323
5613	0	15
5613	1	208
5614	0	17
5614	1	262
5615	0	10
5615	1	262
5616	0	38
5616	1	519
5617	0	22
5617	1	215
5618	0	9
5618	1	207
5619	0	12
5619	1	263
5620	0	8
5620	1	222
5621	0	11
5621	1	351
5622	0	12
5622	1	300
5623	0	4
5623	1	244
5624	0	10
5624	1	288
5625	0	26
5625	1	359
5626	0	14
5626	1	373
5627	0	21
5627	1	292
5628	0	8
5628	1	301
5629	0	14
5629	1	327
5630	0	16
5630	1	320
5631	0	4
5631	1	17
5632	0	23
5632	1	385
5633	0	13
5633	1	176
5634	0	3
5634	1	246
5635	0	12
5635	1	255
5636	0	20
5636	1	604
5637	0	3
5637	1	68
5638	0	8
5638	1	129
5639	0	22
5639	1	668
5640	1	10
5641	0	14
5641	1	384
5642	1	239
5643	0	25
5643	1	437
5644	0	22
5644	1	308
5645	0	4
5645	1	154
5646	0	13
5646	1	256
5647	0	15
5647	1	204
5648	0	24
5648	1	452
5649	0	14
5649	1	269
5650	0	15
5650	1	167
5651	0	26
5651	1	339
5652	0	22
5652	1	273
5653	0	12
5653	1	550
5654	0	17
5654	1	355
5655	0	27
5655	1	419
5656	0	18
5656	1	403
5657	0	15
5657	1	423
5658	0	4
5658	1	288
5659	0	19
5659	1	461
5660	0	13
5660	1	460
5661	0	22
5661	1	500
5662	0	26
5662	1	589
5663	0	3
5663	1	256
5664	0	8
5664	1	240
5665	0	3
5665	1	173
5666	0	22
5666	1	936
5667	0	14
5667	1	317
5668	0	10
5668	1	291
5669	0	46
5669	1	999
5670	0	18
5670	1	645
5671	0	8
5671	1	285
5672	0	27
5672	1	461
5673	0	14
5673	1	373
5674	0	9
5674	1	265
5675	0	22
5675	1	623
5676	0	21
5676	1	574
5677	0	10
5677	1	416
5678	0	12
5678	1	447
5679	0	3
5679	1	168
5680	0	15
5680	1	230
5681	0	18
5681	1	322
5682	0	15
5682	1	288
5683	0	7
5683	1	261
5684	0	14
5684	1	251
5685	0	14
5685	1	332
5686	0	8
5686	1	226
5687	0	21
5687	1	391
5688	0	12
5688	1	288
5689	0	22
5689	1	512
5690	0	5
5690	1	203
5691	0	27
5691	1	305
5692	0	11
5692	1	264
5693	0	16
5693	1	410
5694	0	22
5694	1	509
5695	0	8
5695	1	267
5696	0	20
5696	1	381
5697	0	14
5697	1	253
5698	0	21
5698	1	347
5699	0	10
5699	1	326
5700	0	15
5700	1	204
5701	0	12
5701	1	346
5702	0	5
5702	1	337
5703	0	13
5703	1	481
5704	0	20
5704	1	471
5705	0	19
5705	1	377
5706	0	17
5706	1	293
5707	0	14
5707	1	293
5708	0	9
5708	1	186
5709	0	25
5709	1	372
5710	0	10
5710	1	83
5711	0	30
5711	1	804
5712	1	232
5713	0	11
5713	1	422
5714	0	20
5714	1	584
5715	0	7
5715	1	334
5716	0	28
5716	1	620
5717	0	13
5717	1	371
5718	0	23
5718	1	569
5719	0	29
5719	1	241
5720	0	8
5720	1	374
5721	0	5
5721	1	252
5722	0	18
5722	1	469
5723	0	19
5723	1	242
5724	0	14
5724	1	214
5725	0	7
5725	1	217
5726	0	11
5726	1	338
5727	0	14
5727	1	301
5728	0	13
5728	1	389
5729	0	5
5729	1	184
5730	0	14
5730	1	329
5731	0	19
5731	1	622
5732	0	13
5732	1	249
5733	0	21
5733	1	440
5734	0	20
5734	1	336
5735	0	14
5735	1	439
5736	0	9
5736	1	257
5737	1	3
5738	0	9
5738	1	321
5739	0	31
5739	1	536
5740	0	21
5740	1	395
5741	0	6
5741	1	152
5742	0	4
5742	1	248
5743	0	10
5743	1	517
5744	0	10
5744	1	302
5745	0	13
5745	1	436
5746	0	6
5746	1	248
5747	0	7
5747	1	312
5748	0	10
5748	1	391
5749	0	22
5749	1	446
5750	0	17
5750	1	315
5751	0	19
5751	1	426
5752	0	17
5752	1	487
5753	0	7
5753	1	359
5754	0	12
5754	1	353
5755	0	11
5755	1	216
5756	0	18
5756	1	400
5757	0	10
5757	1	267
5758	0	14
5758	1	419
5759	0	16
5759	1	393
5760	0	12
5760	1	265
5761	0	10
5761	1	309
5762	0	7
5762	1	239
5763	0	30
5763	1	614
5764	0	9
5764	1	355
5765	0	11
5765	1	332
5766	0	14
5766	1	659
5767	0	16
5767	1	358
5768	0	15
5768	1	361
5769	0	12
5769	1	251
5770	0	15
5770	1	446
5771	0	38
5771	1	852
5772	0	19
5772	1	724
5773	0	11
5773	1	289
5774	0	7
5774	1	329
5775	0	20
5775	1	668
5776	0	9
5776	1	297
5777	0	4
5777	1	183
5778	0	9
5778	1	231
5779	0	10
5779	1	287
5780	0	48
5780	1	461
5781	0	20
5781	1	349
5782	0	24
5782	1	367
5783	0	24
5783	1	331
5784	0	10
5784	1	434
5785	0	16
5785	1	456
5786	0	31
5786	1	496
5787	0	9
5787	1	392
5788	0	23
5788	1	539
5789	0	14
5789	1	394
5790	0	27
5790	1	408
5791	0	25
5791	1	500
5792	0	25
5792	1	464
5793	1	335
5794	0	20
5794	1	475
5795	1	34
5796	1	12
5797	0	17
5797	1	298
5798	0	14
5798	1	191
5799	0	12
5799	1	467
5800	1	329
5801	0	13
5801	1	788
5802	0	13
5802	1	521
5803	0	13
5803	1	531
5804	0	39
5804	1	1039
5805	1	35
5806	0	5
5806	1	302
5807	0	11
5807	1	495
5808	0	14
5808	1	272
5809	0	6
5809	1	303
5810	0	8
5810	1	327
5811	0	10
5811	1	499
5812	0	5
5812	1	352
5813	0	20
5813	1	543
5814	0	9
5814	1	498
5815	0	11
5815	1	596
5816	0	18
5816	1	341
5817	1	176
5818	0	34
5818	1	1089
5819	0	5
5819	1	100
5820	0	15
5820	1	160
5821	0	8
5821	1	156
5822	0	11
5822	1	197
5823	0	8
5823	1	202
5824	0	31
5824	1	541
5825	0	23
5825	1	426
5826	0	11
5826	1	240
5827	1	225
5828	0	12
5828	1	197
5829	0	13
5829	1	245
5830	0	21
5830	1	369
5831	0	40
5831	1	593
5832	0	13
5832	1	274
5833	0	12
5833	1	316
5834	0	24
5834	1	316
5835	0	5
5835	1	316
5836	0	7
5836	1	194
5837	0	12
5837	1	170
5838	0	7
5838	1	160
5839	0	20
5839	1	222
5840	0	12
5840	1	396
5841	0	3
5841	1	184
5842	0	10
5842	1	185
5843	0	20
5843	1	335
5844	0	9
5844	1	337
5845	0	15
5845	1	397
5846	0	27
5846	1	610
5847	0	12
5847	1	190
5848	0	13
5848	1	322
5849	0	20
5849	1	370
5850	0	20
5850	1	359
5851	0	12
5851	1	274
5852	0	8
5852	1	256
5853	0	23
5853	1	284
5854	0	24
5854	1	306
5855	0	18
5855	1	497
5856	0	13
5856	1	262
5857	1	162
5858	0	15
5858	1	317
5859	0	21
5859	1	420
5860	0	7
5860	1	283
5861	0	16
5861	1	342
5862	0	9
5862	1	307
5863	0	31
5863	1	425
5864	0	31
5864	1	363
5865	0	16
5865	1	694
5866	0	12
5866	1	243
5867	0	11
5867	1	496
5868	0	4
5868	1	206
5869	0	16
5869	1	406
5870	0	21
5870	1	473
5871	0	61
5871	1	1908
5872	0	9
5872	1	205
5873	0	9
5873	1	286
5874	0	17
5874	1	253
5875	0	8
5875	1	332
5876	0	10
5876	1	432
5877	0	21
5877	1	548
5879	0	15
5879	1	301
5880	0	22
5880	1	482
5881	0	22
5881	1	753
5882	0	12
5882	1	407
5883	0	21
5883	1	527
5884	0	3
5884	1	352
5885	0	19
5885	1	265
5886	0	23
5886	1	542
5887	0	16
5887	1	368
5888	0	18
5888	1	255
5889	0	6
5889	1	391
5890	0	12
5890	1	509
5891	0	8
5891	1	439
5892	0	24
5892	1	455
5893	0	11
5893	1	388
5894	0	20
5894	1	539
5895	0	3
5895	1	391
5896	0	18
5896	1	457
5897	0	24
5897	1	543
5898	0	20
5898	1	534
5899	0	14
5899	1	464
5900	0	14
5900	1	420
5901	0	16
5901	1	351
5902	0	7
5902	1	392
5903	0	4
5903	1	319
5904	0	22
5904	1	718
5905	0	16
5905	1	523
5906	0	4
5906	1	313
5907	0	14
5907	1	345
5908	0	7
5908	1	406
5909	0	14
5909	1	541
5910	0	11
5910	1	391
5911	0	12
5911	1	466
5912	0	8
5912	1	393
5913	0	12
5913	1	307
5914	0	16
5914	1	429
5915	0	20
5915	1	466
5916	0	20
5916	1	373
5917	0	5
5917	1	215
5918	0	41
5918	1	400
5919	0	8
5919	1	346
5920	0	19
5920	1	402
5921	0	22
5921	1	425
5922	0	14
5922	1	443
5924	0	16
5924	1	332
5925	0	24
5925	1	537
5926	0	18
5926	1	288
5928	0	24
5928	1	515
5929	0	8
5929	1	257
5930	0	23
5930	1	398
5931	0	12
5931	1	314
5932	0	6
5932	1	301
5933	0	3
5933	1	258
5934	0	14
5934	1	292
5935	0	11
5935	1	416
5936	0	16
5936	1	391
5937	0	19
5937	1	353
5938	0	24
5938	1	368
5939	1	373
5940	0	12
5940	1	337
5941	0	12
5941	1	299
5942	0	26
5942	1	418
5943	0	20
5943	1	492
5944	0	16
5944	1	336
5945	0	20
5945	1	523
5946	0	20
5946	1	407
5947	0	20
5947	1	469
5948	0	6
5948	1	339
5949	0	22
5949	1	423
5950	0	12
5950	1	446
5952	0	4
5952	1	195
5953	0	14
5953	1	357
5954	0	38
5954	1	613
5955	0	39
5955	1	530
5956	0	14
5956	1	439
5957	0	10
5957	1	306
5958	0	12
5958	1	320
5959	0	11
5959	1	355
5960	0	5
5960	1	241
5961	0	16
5961	1	285
5962	0	11
5962	1	298
5963	0	6
5963	1	395
5964	0	15
5964	1	514
5965	0	16
5965	1	417
5966	0	5
5966	1	285
5967	0	13
5967	1	454
5968	0	18
5968	1	421
5969	0	16
5969	1	456
5970	0	21
5970	1	305
5971	0	14
5971	1	229
5972	0	10
5972	1	330
5973	0	12
5973	1	436
5974	0	8
5974	1	273
5975	0	18
5975	1	326
5976	0	19
5976	1	416
5977	0	4
5977	1	266
5978	0	9
5978	1	258
5979	0	11
5979	1	346
5980	0	13
5980	1	337
5981	0	3
5981	1	269
5982	0	31
5982	1	684
5983	0	10
5983	1	304
5984	0	25
5984	1	323
5985	0	14
5985	1	381
5986	0	17
5986	1	469
5987	0	14
5987	1	550
5988	0	16
5988	1	312
5989	0	10
5989	1	447
5990	0	18
5990	1	377
5991	0	7
5991	1	412
5992	1	21
5993	0	13
5993	1	257
5994	0	7
5994	1	263
5995	0	11
5995	1	231
5996	0	22
5996	1	291
5997	0	14
5997	1	363
5999	0	16
5999	1	496
6000	1	9
6001	0	11
6001	1	312
6002	0	3
6002	1	312
6003	0	20
6003	1	452
6004	0	9
6004	1	459
6005	0	28
6005	1	467
6006	0	4
6006	1	307
6007	0	11
6007	1	370
6008	0	6
6008	1	312
6009	0	17
6009	1	288
6010	0	3
6010	1	269
6011	0	11
6011	1	498
6012	0	15
6012	1	507
6013	0	13
6013	1	654
6014	0	8
6014	1	418
6015	0	14
6015	1	495
6016	0	21
6016	1	534
6017	0	4
6017	1	375
6018	0	11
6018	1	522
6019	0	17
6019	1	580
6020	0	18
6020	1	512
6021	0	17
6021	1	415
6022	0	7
6022	1	440
6023	0	24
6023	1	624
6024	0	24
6024	1	416
6025	0	18
6025	1	468
6026	0	16
6026	1	537
6027	0	5
6027	1	283
6028	0	13
6028	1	375
6029	0	28
6029	1	406
6030	0	13
6030	1	547
6031	0	24
6031	1	581
6032	0	16
6032	1	435
6033	0	13
6033	1	428
6034	0	10
6034	1	427
6035	1	11
6037	0	31
6037	1	829
6038	0	15
6038	1	393
6039	0	11
6039	1	477
6040	0	15
6040	1	418
6041	0	10
6041	1	453
6042	0	16
6042	1	409
6043	0	13
6043	1	439
6044	0	12
6044	1	440
6045	0	19
6045	1	485
6046	0	14
6046	1	493
6047	0	11
6047	1	387
6048	0	14
6048	1	452
6049	0	10
6049	1	303
6050	0	22
6050	1	446
6051	0	8
6051	1	468
6052	0	20
6052	1	552
6053	0	16
6053	1	430
6054	0	22
6054	1	430
6055	0	12
6055	1	193
6056	0	7
6056	1	212
6057	0	12
6057	1	350
6058	0	12
6058	1	288
6059	0	6
6059	1	367
6060	0	21
6060	1	477
6061	0	26
6061	1	527
6062	0	15
6062	1	474
6063	0	10
6063	1	442
6064	0	12
6064	1	304
6065	0	9
6065	1	323
6066	0	25
6066	1	495
6067	0	3
6067	1	278
6068	0	22
6068	1	563
6069	0	11
6069	1	387
6070	1	330
6071	0	16
6071	1	576
6072	0	13
6072	1	242
6073	0	22
6073	1	446
6074	0	14
6074	1	481
6075	0	15
6075	1	383
6076	0	11
6076	1	467
6077	0	14
6077	1	595
6078	0	23
6078	1	267
6079	0	4
6079	1	263
6080	0	36
6080	1	467
6081	0	11
6081	1	370
6082	0	8
6082	1	418
6083	0	13
6083	1	382
6084	0	21
6084	1	337
6085	0	26
6085	1	622
6086	1	12
6087	0	27
6087	1	477
6088	0	18
6088	1	367
6089	0	16
6089	1	342
6090	0	5
6090	1	225
6091	0	28
6091	1	555
6092	0	15
6092	1	355
6093	0	22
6093	1	431
6094	0	22
6094	1	473
6095	0	14
6095	1	346
6096	0	14
6096	1	406
6097	0	10
6097	1	260
6098	0	21
6098	1	431
6099	0	8
6099	1	184
6100	0	20
6100	1	373
6101	0	15
6101	1	408
6102	0	10
6102	1	424
6103	0	16
6103	1	395
6104	0	6
6104	1	258
6106	0	27
6106	1	499
6107	0	21
6107	1	372
6108	0	27
6108	1	576
6109	0	17
6109	1	603
6110	0	4
6110	1	350
6111	0	26
6111	1	630
6112	0	10
6112	1	393
6113	0	3
6113	1	33
6114	0	4
6114	1	138
6115	0	8
6115	1	337
6116	0	7
6116	1	253
6117	0	23
6117	1	456
6118	0	20
6118	1	155
6119	0	8
6119	1	247
6120	0	14
6120	1	199
6121	0	20
6121	1	418
6122	0	9
6122	1	153
6125	0	15
6125	1	526
6126	0	12
6126	1	438
6127	0	33
6127	1	472
6128	0	25
6128	1	389
6129	0	28
6129	1	503
6130	0	20
6130	1	622
6131	0	3
6131	1	214
6132	0	21
6132	1	443
6133	0	12
6133	1	488
6134	0	8
6134	1	428
6135	0	14
6135	1	289
6136	0	14
6136	1	490
6137	0	15
6137	1	496
6138	0	4
6138	1	206
6139	0	15
6139	1	415
6140	0	7
6140	1	431
6141	0	16
6141	1	433
6142	0	13
6142	1	260
6143	0	4
6143	1	418
6144	0	18
6144	1	541
6145	0	20
6145	1	607
6146	0	32
6146	1	501
6147	0	40
6147	1	518
6148	0	11
6148	1	456
6149	0	16
6149	1	430
6150	0	3
6150	1	296
6151	0	27
6151	1	383
6152	0	14
6152	1	411
6153	0	12
6153	1	464
6154	0	21
6154	1	415
6155	0	38
6155	1	604
6156	0	35
6156	1	800
6158	0	11
6158	1	485
6159	0	17
6159	1	446
6160	0	3
6160	1	298
6161	0	5
6161	1	289
6162	0	47
6162	1	628
6163	0	18
6163	1	341
6164	0	3
6164	1	188
6165	0	9
6165	1	396
6166	0	18
6166	1	612
6167	0	24
6167	1	586
6168	0	22
6168	1	403
6169	0	17
6169	1	403
6170	0	31
6170	1	496
6171	0	5
6171	1	11
6172	0	18
6172	1	377
6173	0	12
6173	1	479
6174	0	23
6174	1	351
6175	0	6
6175	1	341
6176	0	10
6176	1	318
6177	0	13
6177	1	391
6178	0	35
6178	1	453
6179	0	22
6179	1	510
6180	0	13
6180	1	310
6181	0	15
6181	1	390
6182	0	5
6182	1	284
6183	0	16
6183	1	559
6184	0	3
6184	1	402
6185	0	13
6185	1	474
6186	0	13
6186	1	394
6187	0	10
6187	1	219
6189	0	9
6189	1	244
6190	0	28
6190	1	340
6191	0	3
6191	1	371
6192	0	5
6192	1	296
6193	0	23
6193	1	433
6194	0	29
6194	1	425
6195	0	18
6195	1	423
6196	0	14
6196	1	450
6197	0	17
6197	1	409
6198	0	24
6198	1	435
6199	0	11
6199	1	425
6200	0	5
6200	1	264
6201	0	23
6201	1	425
6202	0	18
6202	1	248
6203	0	3
6203	1	12
6204	0	17
6204	1	617
6205	0	18
6205	1	458
6206	0	35
6206	1	1435
6207	0	26
6207	1	368
6208	0	9
6208	1	289
6209	0	5
6209	1	59
6210	0	30
6210	1	506
6212	0	19
6212	1	479
6213	0	5
6213	1	322
6214	0	8
6214	1	369
6215	0	16
6215	1	370
6216	0	38
6216	1	767
6217	0	22
6217	1	449
6218	0	13
6218	1	262
6219	0	29
6219	1	590
6220	0	43
6220	1	756
6221	0	38
6221	1	1124
6222	0	26
6222	1	448
6223	0	26
6223	1	365
6224	0	12
6224	1	365
6225	0	34
6225	1	807
6226	0	22
6226	1	576
6227	0	15
6227	1	357
6228	0	26
6228	1	564
6229	0	10
6229	1	434
6230	0	34
6230	1	665
6231	0	12
6231	1	257
6232	0	11
6232	1	335
6233	0	5
6233	1	232
6234	0	12
6234	1	389
6235	0	14
6235	1	428
6236	0	19
6236	1	396
6237	0	11
6237	1	356
6238	0	16
6238	1	306
6239	0	21
6239	1	331
6240	0	5
6240	1	215
6241	0	17
6241	1	583
6242	0	17
6242	1	382
6243	1	25
6244	0	11
6244	1	371
6245	0	5
6245	1	210
6246	0	20
6246	1	543
6247	0	14
6247	1	498
6248	0	12
6248	1	490
6249	0	9
6249	1	405
6250	0	4
6250	1	160
6251	0	13
6251	1	405
6252	0	14
6252	1	328
6253	0	25
6253	1	416
6254	0	17
6254	1	646
6256	0	9
6256	1	486
6257	0	6
6257	1	434
6258	0	10
6258	1	440
6259	1	4
6260	0	11
6260	1	566
6261	0	6
6261	1	601
6263	0	16
6263	1	752
6264	0	9
6264	1	440
6265	0	17
6265	1	462
6266	0	24
6266	1	901
6267	0	17
6267	1	374
6268	0	3
6268	1	383
6269	0	14
6269	1	799
6270	0	23
6270	1	546
6271	0	12
6271	1	478
6272	0	31
6272	1	333
6273	1	11
6274	0	17
6274	1	281
6275	0	10
6275	1	190
6276	0	32
6276	1	703
6277	0	8
6277	1	275
6278	0	19
6278	1	421
6279	0	43
6279	1	863
6280	0	5
6280	1	248
6281	0	22
6281	1	532
6282	0	7
6282	1	266
6283	0	21
6283	1	407
6284	1	4
6285	0	19
6285	1	278
6286	0	8
6286	1	219
6287	0	26
6287	1	555
6288	0	12
6288	1	313
6289	0	10
6289	1	195
6290	0	16
6290	1	383
6291	0	29
6291	1	403
6292	0	11
6292	1	357
6293	0	7
6293	1	169
6294	0	7
6294	1	328
6295	0	8
6295	1	562
6296	0	47
6296	1	364
6297	0	22
6297	1	307
6298	0	19
6298	1	439
6299	0	11
6299	1	338
6300	0	14
6300	1	824
6301	0	8
6301	1	104
6302	0	20
6302	1	279
6303	0	14
6303	1	397
6304	0	14
6304	1	309
6305	0	15
6305	1	576
6306	0	17
6306	1	214
6307	0	3
6307	1	41
6309	0	8
6309	1	620
6310	0	7
6310	1	267
6311	0	4
6311	1	218
6312	0	21
6312	1	587
6313	0	14
6313	1	621
6314	0	5
6314	1	87
6315	0	15
6315	1	448
6316	0	14
6316	1	367
6317	0	21
6317	1	389
6318	0	16
6318	1	528
6319	1	284
6320	0	11
6320	1	264
6321	0	23
6321	1	436
6322	0	47
6322	1	396
6323	0	19
6323	1	414
6324	0	8
6324	1	213
6325	0	16
6325	1	201
6326	0	11
6326	1	212
6327	0	19
6327	1	428
6328	0	10
6328	1	334
6329	0	21
6329	1	614
6330	0	29
6330	1	385
6331	0	8
6331	1	194
6332	0	18
6332	1	297
6333	0	29
6333	1	393
6334	0	7
6334	1	239
6335	0	12
6335	1	438
6336	0	24
6336	1	505
6337	0	20
6337	1	405
6338	0	19
6338	1	238
6339	1	3
6340	1	99
6341	0	32
6341	1	456
6342	0	27
6342	1	264
6343	0	28
6343	1	334
6344	0	12
6344	1	318
6346	1	285
6347	0	23
6347	1	468
6348	0	11
6348	1	440
6349	0	12
6349	1	308
6350	0	16
6350	1	369
6351	0	17
6351	1	460
6352	0	9
6352	1	442
6353	0	17
6353	1	318
6354	0	25
6354	1	522
6355	0	3
6355	1	251
6356	0	13
6356	1	229
6357	0	15
6357	1	337
6358	0	11
6358	1	211
6359	0	18
6359	1	161
6360	0	33
6360	1	410
6361	0	19
6361	1	404
6362	0	18
6362	1	338
6363	0	13
6363	1	375
6364	0	30
6364	1	449
6365	0	9
6365	1	520
6366	0	18
6366	1	501
6367	0	26
6367	1	480
6368	0	25
6368	1	490
6369	0	28
6369	1	462
6370	0	23
6370	1	686
6371	0	18
6371	1	392
6372	0	38
6372	1	499
6373	0	9
6373	1	340
6374	0	10
6374	1	270
6375	0	9
6375	1	505
6376	0	28
6376	1	395
6377	0	28
6377	1	290
6378	0	12
6378	1	323
6379	0	29
6379	1	605
6380	0	45
6380	1	647
6383	1	36
6384	0	15
6384	1	369
6385	0	10
6385	1	163
6386	0	20
6386	1	272
6387	0	14
6387	1	336
6388	0	8
6388	1	205
6389	0	18
6389	1	430
6390	0	8
6390	1	297
6391	0	36
6391	1	835
6392	1	225
6393	0	12
6393	1	329
6394	0	16
6394	1	330
6395	0	25
6395	1	440
6396	0	5
6396	1	340
6397	0	24
6397	1	803
6398	0	12
6398	1	425
6399	0	13
6399	1	227
6400	0	15
6400	1	308
6401	0	18
6401	1	218
6402	0	4
6402	1	236
6403	0	6
6403	1	183
6404	0	14
6404	1	391
6405	0	8
6405	1	329
6406	0	22
6406	1	482
6407	0	19
6407	1	595
6408	0	3
6408	1	404
6409	0	14
6409	1	458
6410	0	16
6410	1	588
6411	0	25
6411	1	496
6412	0	16
6412	1	295
6413	0	15
6413	1	522
6414	0	20
6414	1	339
6415	0	12
6415	1	492
6416	0	8
6416	1	245
6417	0	19
6417	1	390
6418	0	20
6418	1	381
6419	0	18
6419	1	506
6420	0	12
6420	1	531
6421	0	19
6421	1	470
6422	0	24
6422	1	418
6423	0	23
6423	1	552
6424	1	9
6426	0	11
6426	1	621
6427	0	18
6427	1	472
6428	0	10
6428	1	488
6429	0	16
6429	1	393
6430	0	18
6430	1	487
6431	0	5
6431	1	385
6432	0	15
6432	1	425
6433	0	6
6433	1	451
6434	0	23
6434	1	338
6435	0	17
6435	1	460
6436	0	5
6436	1	393
6437	0	8
6437	1	345
6438	0	14
6438	1	611
6439	0	20
6439	1	323
6442	0	21
6442	1	471
6443	0	34
6443	1	441
6444	0	4
6444	1	207
6445	0	12
6445	1	420
6446	0	21
6446	1	525
6447	0	13
6447	1	312
6448	0	15
6448	1	409
6449	0	22
6449	1	413
6450	0	15
6450	1	352
6451	1	30
6452	0	21
6452	1	460
6453	0	13
6453	1	568
6454	0	19
6454	1	399
6455	0	28
6455	1	543
6456	0	12
6456	1	327
6457	0	6
6457	1	284
6458	0	15
6458	1	210
6459	0	15
6459	1	408
6460	0	10
6460	1	304
6461	0	15
6461	1	329
6462	0	16
6462	1	366
6463	0	5
6463	1	277
6464	0	12
6464	1	498
6465	0	14
6465	1	266
6466	0	16
6466	1	225
6467	1	95
6468	0	16
6468	1	505
6469	0	12
6469	1	372
6470	0	17
6470	1	400
6471	0	28
6471	1	479
6472	0	13
