SA1_internal_2021	medianTotalFamilyIncome
31152	128752
31153	127452
31154	131144
31155	138320
31156	109668
31157	104884
31158	141128
31159	
31160	102336
31161	104624
31162	102336
31163	79612
31164	105612
31165	104780
31166	96200
31167	85748
31168	117000
31169	104988
31170	108888
31171	96564
31172	99632
31173	
31174	89076
31175	129168
31176	118716
31177	110136
31178	110084
31179	
31180	111332
31181	111904
31182	106808
31183	125632
31184	98020
31185	95940
31186	114504
31187	91936
31188	97500
31189	77324
31190	114400
31191	100048
31192	106340
31193	97500
31194	118508
31195	107536
31196	92300
31197	111644
31198	115596
31199	115804
31200	
31201	143572
31202	151216
31203	149448
31204	144456
31205	120588
31206	139932
31207	133484
31208	132184
31209	97500
31210	233948
31211	132392
31212	120536
31213	119340
31214	95316
31215	130468
31216	111124
31217	114556
31218	117728
31219	113880
31220	101608
31221	99216
31222	115648
31223	164632
31224	130884
31225	143780
31226	155012
31227	151216
31228	126724
31229	120952
31230	119860
31231	144820
31232	124228
31233	118352
31234	92612
31235	141908
31236	132860
31237	120692
31238	115284
31239	111800
31240	102076
31241	157456
31242	134732
31243	122356
31244	122356
31245	97500
31246	97500
31247	133900
31248	107536
31249	126724
31250	
31251	120224
31252	122720
31253	98384
31254	97500
31255	125632
31256	119548
31257	124748
31258	85644
31259	129324
31260	112008
31261	104988
31262	108732
31263	135876
31264	138268
31265	103428
31266	101816
31267	131196
31268	101088
31269	115128
31270	96200
31271	97500
31272	108732
31273	119340
31274	172692
31275	134316
31276	139724
31277	131872
31278	86632
31279	108004
31280	101816
31281	113932
31282	98540
31283	98280
31284	106600
31285	120952
31286	111800
31287	112632
31288	107536
31289	
31290	99632
31291	161200
31292	114556
31293	129272
31294	152256
31295	117000
31296	93444
31297	121576
31298	117832
31299	121004
31300	76336
31301	112996
31302	110916
31303	101816
31304	103012
31305	
31306	110032
31307	104988
31308	120224
31309	62608
31310	37700
31311	54964
31312	86632
31313	11024000
31314	95732
31315	31148
31316	79612
31317	46800
31318	80964
31319	72540
31320	119340
31321	71500
31322	74724
31323	113256
31324	79612
31325	87724
31326	85280
31327	117000
31328	58500
31329	74048
31330	
31331	77480
31332	68224
31333	76076
31334	
31335	89492
31336	
31337	122148
31338	115128
31339	94224
31340	79924
31341	91572
31342	89856
31343	110812
31344	82628
31345	85748
31346	82836
31347	111436
31348	100724
31349	101816
31350	80444
31351	98072
31352	100256
31353	81224
31354	108316
31355	84500
31356	99112
31357	107796
31358	77428
31359	93184
31360	101816
31361	105872
31362	108316
31363	102024
31364	105144
31365	66248
31366	89856
31367	100724
31368	79456
31369	93444
31370	
31371	68224
31372	78936
31373	87048
31374	86892
31375	114400
31376	97500
31377	77532
31378	94692
31379	115908
31380	97500
31381	95316
31382	80444
31383	88452
31384	108108
31385	104520
31386	105404
31387	114400
31388	83044
31389	87256
31390	105872
31391	92612
31392	95108
31393	116116
31394	120016
31395	100880
31396	101348
31397	102180
31398	113516
31399	98072
31400	117416
31401	108784
31402	107536
31403	94224
31404	80860
31405	79924
31406	
31407	105144
31408	78832
31409	95316
31410	93184
31411	91780
31412	64116
31413	71916
31414	75816
31415	80184
31416	78936
31417	86320
31418	112320
31419	92716
31420	96564
31421	87724
31422	76960
31423	91884
31424	90324
31425	97500
31426	78520
31427	71500
31428	96564
31429	97500
31430	109772
31431	101816
31432	94224
31433	82628
31434	96564
31435	
31436	105872
31437	76856
31438	109200
31439	86320
31440	
31441	109304
31442	79612
31443	101348
31444	111592
31445	95316
31446	85176
31447	83200
31448	72176
31449	79612
31450	77064
31451	94224
31452	74048
31453	74724
31454	97500
31455	110500
31456	95628
31457	88816
31458	99632
31459	136500
31460	104728
31461	67184
31462	81900
31463	109200
31464	106860
31465	123448
31466	61984
31467	58500
31468	79092
31469	78832
31470	72748
31471	64324
31472	67600
31473	61464
31474	57200
31475	69004
31476	67808
31477	75192
31478	68640
31479	69316
31480	58136
31481	72384
31482	72644
31483	60112
31484	74880
31485	81224
31486	73112
31487	79092
31488	67756
31489	73216
31490	65572
31491	87724
31492	66924
31493	57408
31494	63076
31495	74516
31496	72540
31497	70876
31498	69108
31499	67704
31500	69004
31501	65520
31502	67184
31503	74048
31504	66768
31505	63232
31506	70044
31507	68432
31508	63544
31509	72488
31510	70408
31511	65624
31512	71500
31513	60892
31514	57876
31515	70928
31516	57668
31517	71500
31518	68796
31519	66872
31520	71500
31521	67444
31522	86892
31523	66092
31524	69732
31525	68224
31526	71500
31527	70772
31528	65520
31529	77220
31530	63648
31531	95056
31532	65624
31533	67964
31534	65416
31535	65416
31536	67340
31537	75816
31538	69160
31539	64428
31540	61360
31541	62920
31542	66872
31543	67444
31544	72644
31545	60632
31546	73476
31547	90532
31548	72332
31549	72384
31550	58500
31551	67340
31552	62504
31553	70044
31554	59280
31555	57928
31556	61048
31557	69836
31558	59540
31559	73216
31560	72020
31561	70564
31562	64116
31563	66404
31564	76336
31565	61048
31566	63648
31567	84500
31568	78520
31569	84500
31570	86112
31571	68224
31572	73892
31573	67184
31574	60632
31575	65728
31576	65624
31577	67964
31578	60944
31579	67028
31580	75816
31581	52520
31582	77376
31583	111800
31584	88348
31585	79092
31586	63648
31587	81588
31588	88088
31589	89336
31590	82316
31591	87724
31592	80964
31593	96408
31594	114244
31595	104520
31596	100464
31597	103480
31598	104572
31599	99632
31600	94588
31601	76440
31602	71500
31603	92612
31604	68068
31605	85176
31606	74516
31607	66300
31608	65676
31609	72696
31610	69316
31611	71500
31612	70200
31613	70460
31614	138632
31615	72644
31616	79872
31617	67600
31618	75712
31619	70044
31620	69108
31621	83200
31622	90116
31623	84500
31624	88088
31625	
31626	91728
31627	83564
31628	63492
31629	70200
31630	75088
31631	120328
31632	68588
31633	74724
31634	73112
31635	74048
31636	87048
31637	73944
31638	80600
31639	85488
31640	90116
31641	72020
31642	71968
31643	67756
31644	70668
31645	69836
31646	84500
31647	75816
31648	83460
31649	74308
31650	93756
31651	87724
31652	78936
31653	75296
31654	81796
31655	79092
31656	70616
31657	66612
31658	181948
31659	
31660	73424
31661	66092
31662	64532
31663	61360
31664	72124
31665	106288
31666	108732
31667	67704
31668	93444
31669	106600
31670	80444
31671	67184
31672	106184
31673	100724
31674	121108
31675	112424
31676	105716
31677	113412
31678	112216
31679	109044
31680	101088
31681	122980
31682	109200
31683	101348
31684	104572
31685	100048
31686	97500
31687	91572
31688	90324
31689	107484
31690	96044
31691	100048
31692	102076
31693	110188
31694	81692
31695	111020
31696	101816
31697	122148
31698	96200
31699	111800
31700	105040
31701	119548
31702	109564
31703	153088
31704	145964
31705	111436
31706	145132
31707	121056
31708	58500
31709	95316
31710	130884
31711	133224
31712	
31713	130936
31714	127348
31715	115336
31716	123916
31717	115232
31718	129012
31719	115128
31720	147004
31721	126880
31722	138632
31723	125632
31724	111332
31725	133692
31726	132444
31727	131612
31728	102648
31729	137592
31730	89492
31731	124748
31732	111800
31733	121628
31734	130988
31735	143000
31736	136032
31737	
31738	121680
31739	137072
31740	123448
31741	94900
31742	108732
31743	64012
31744	115960
31745	118820
31746	119340
31747	132340
31748	69056
31749	97500
31750	73944
31751	81900
31752	125632
31753	60216
31754	83564
31755	77480
31756	73476
31757	91676
31758	75816
31759	69836
31760	90220
31761	113516
31762	84500
31763	84500
31764	61724
31765	73632
31766	110500
31767	60216
31768	71188
31769	68432
31770	80756
31771	105560
31772	63336
31773	68900
31774	85280
31775	93860
31776	92248
31777	117988
31778	
31779	82628
31780	73892
31781	73112
31782	78832
31783	75192
31784	77428
31785	68536
31786	99944
31787	79092
31788	
31789	108680
31790	65936
31791	72072
31792	67600
31793	78676
31794	130832
31795	110864
31796	114764
31797	114244
31798	113724
31799	124904
31800	103324
31801	112372
31802	112892
31803	117000
31804	98748
31805	
31806	107796
31807	123240
31808	126880
31809	117468
31810	71500
31811	125840
31812	110500
31813	135876
31814	112632
31815	156884
31816	169728
31817	133692
31818	111592
31819	
31820	135200
31821	143000
31822	141700
31823	123708
31824	130780
31825	132548
31826	144352
31827	140400
31828	126724
31829	56836
31830	132340
31831	131092
31832	124748
31833	
31834	
31835	123448
31836	153764
31837	122148
31838	117676
31839	138632
31840	
31841	109668
31842	122876
31843	127192
31844	128960
31845	117000
31846	86320
31847	91832
31848	109564
31849	114192
31850	114400
31851	104468
31852	124540
31853	364000
31854	
31855	96668
31856	87724
31857	96564
31858	78832
31859	86632
31860	82524
31861	115908
31862	106184
31863	113620
31864	92092
31865	113360
31866	95732
31867	132860
31868	108784
31869	114088
31870	79612
31871	88140
31872	106756
31873	82732
31874	88816
31875	88660
31876	93184
31877	103012
31878	126412
31879	98384
31880	97500
31881	106444
31882	106860
31883	104676
31884	84500
31885	102336
31886	97916
31887	105300
31888	97500
31889	100360
31890	109460
31891	101816
31892	92612
31893	112632
31894	103012
31895	101088
31896	
31897	124540
31898	117572
31899	128440
31900	111436
31901	195000
31902	
31903	119392
31904	111436
31905	113152
31906	99632
31907	114400
31908	49140
31909	102648
31910	104936
31911	119548
31912	113412
31913	131196
31914	140400
31915	128076
31916	125320
31917	97864
31918	105924
31919	110240
31920	86320
31921	131144
31922	132600
31923	126152
31924	97500
31925	89440
31926	157144
31927	173316
31928	154440
31929	151372
31930	167960
31931	149448
31932	152412
31933	188916
31934	176904
31935	196144
31936	182520
31937	165256
31938	
31939	
31940	154492
31941	163228
31942	152412
31943	157248
31944	186888
31945	179608
31946	162500
31947	163800
31948	140088
31949	
31950	179192
31951	162864
31952	143000
31953	190112
31954	151892
31955	158340
31956	164112
31957	171132
31958	149448
31959	151632
31960	150748
31961	180856
31962	187044
31963	163436
31964	177632
31965	195000
31966	176748
31967	172692
31968	100724
31969	92092
31970	108004
31971	100724
31972	108888
31973	131976
31974	145964
31975	125944
31976	112112
31977	123448
31978	119184
31979	107692
31980	102336
31981	195000
31982	160888
31983	173316
31984	151320
31985	126048
31986	184548
31987	165724
31988	131820
31989	152880
31990	172692
31991	179608
31992	144716
31993	162240
31994	157612
31995	166816
31996	185224
31997	193128
31998	149448
31999	178256
32000	212316
32001	172224
32002	171548
32003	219336
32004	174304
32005	169000
32006	135200
32007	163072
32008	192608
32009	84448
32010	195000
32011	143000
32012	170092
32013	169000
32014	189800
32015	153348
32016	92300
32017	76388
32018	81224
32019	61724
32020	79092
32021	76648
32022	87256
32023	113724
32024	87152
32025	63336
32026	66300
32027	115960
32028	99112
32029	127348
32030	87048
32031	117676
32032	66248
32033	77012
32034	69940
32035	152880
32036	146796
32037	128232
32038	123448
32039	117000
32040	81224
32041	106756
32042	124176
32043	80756
32044	94692
32045	93860
32046	81900
32047	83200
32048	72124
32049	111020
32050	123084
32051	118508
32052	120224
32053	
32054	129012
32055	112008
32056	145548
32057	92456
32058	112840
32059	130988
32060	134316
32061	144508
32062	131872
32063	126048
32064	76024
32065	66924
32066	139152
32067	117884
32068	87724
32069	130832
32070	108316
32071	65676
32072	141960
32073	134888
32074	148512
32075	125632
32076	111800
32077	112632
32078	122512
32079	125632
32080	127088
32081	110500
32082	116116
32083	
32084	101348
32085	89492
32086	69836
32087	93184
32088	96200
32089	69836
32090	125632
32091	92612
32092	158132
32093	128076
32094	141700
32095	120224
32096	125632
32097	156832
32098	171236
32099	116376
32100	106756
32101	143000
32102	117000
32103	115128
32104	126048
32105	126412
32106	121316
32107	138996
32108	130832
32109	116220
32110	120692
32111	135408
32112	124644
32113	121316
32114	161772
32115	125216
32116	138112
32117	117000
32118	115804
32119	144404
32120	137436
32121	170612
32122	137228
32123	110500
32124	103116
32125	120796
32126	127504
32127	159016
32128	109200
32129	131820
32130	134732
32131	124592
32132	177060
32133	157092
32134	169000
32135	149448
32136	195000
32137	178724
32138	154752
32139	101088
32140	119964
32141	180752
32142	169988
32143	180960
32144	167804
32145	169676
32146	165724
32147	166816
32148	184340
32149	156624
32150	158340
32151	151216
32152	166400
32153	132184
32154	159796
32155	122668
32156	138632
32157	136916
32158	103116
32159	134316
32160	169000
32161	58500
32162	95628
32163	144820
32164	
32165	132600
32166	126464
32167	108316
32168	124176
32169	96876
32170	152152
32171	121316
32172	136500
32173	174512
32174	157092
32175	124748
32176	124072
32177	117000
32178	138268
32179	203632
32180	172224
32181	175448
32182	154960
32183	193336
32184	168272
32185	191412
32186	186732
32187	196820
32188	152048
32189	159380
32190	183976
32191	166608
32192	169000
32193	139256
32194	157300
32195	166504
32196	148876
32197	175448
32198	172432
32199	187564
32200	158184
32201	154440
32202	150956
32203	165984
32204	
32205	155012
32206	173004
32207	166088
32208	165724
32209	
32210	170248
32211	157612
32212	107536
32213	76440
32214	121836
32215	140400
32216	121940
32217	129532
32218	109408
32219	89076
32220	112632
32221	104988
32222	125632
32223	120224
32224	136500
32225	109928
32226	146432
32227	87724
32228	103012
32229	93600
32230	82316
32231	92040
32232	120744
32233	83460
32234	85124
32235	101192
32236	66612
32237	106808
32238	106184
32239	106600
32240	123032
32241	125840
32242	98280
32243	124280
32244	141908
32245	117624
32246	154856
32247	110916
32248	130676
32249	97500
32250	107796
32251	95316
32252	99632
32253	113568
32254	121316
32255	49088
32256	118456
32257	118976
32258	128752
32259	111644
32260	117000
32261	93600
32262	111072
32263	118144
32264	114088
32265	102804
32266	108316
32267	
32268	106184
32269	106444
32270	70668
32271	76076
32272	81900
32273	67756
32274	88660
32275	126516
32276	113048
32277	97500
32278	80184
32279	104728
32280	70564
32281	70616
32282	92924
32283	84500
32284	82316
32285	77220
32286	66612
32287	79300
32288	91936
32289	85020
32290	69836
32291	94224
32292	120536
32293	112164
32294	85176
32295	110812
32296	101816
32297	101608
32298	93600
32299	74360
32300	99112
32301	92612
32302	72852
32303	93444
32304	100724
32305	110812
32306	112424
32307	92872
32308	103428
32309	109356
32310	100724
32311	68224
32312	89076
32313	93184
32314	97500
32315	90220
32316	88348
32317	104572
32318	101192
32319	99216
32320	93132
32321	99320
32322	86632
32323	86632
32324	
32325	64948
32326	140400
32327	110500
32328	151632
32329	119860
32330	59748
32331	101348
32332	116116
32333	93184
32334	123708
32335	106028
32336	122356
32337	106548
32338	104624
32339	105300
32340	107380
32341	119704
32342	110500
32343	122980
32344	104832
32345	113568
32346	157144
32347	111280
32348	107068
32349	
32350	113984
32351	127764
32352	105560
32353	115128
32354	124072
32355	88348
32356	111644
32357	115336
32358	61724
32359	106860
32360	108940
32361	102648
32362	119548
32363	130780
32364	122720
32365	80132
32366	118924
32367	118404
32368	119912
32369	117572
32370	124904
32371	99320
32372	102492
32373	111436
32374	137332
32375	123136
32376	114660
32377	117000
32378	119912
32379	146848
32380	119340
32381	98280
32382	107952
32383	113100
32384	67964
32385	109928
32386	125476
32387	128024
32388	120692
32389	139412
32390	144768
32391	109460
32392	118716
32393	149760
32394	122044
32395	120224
32396	136916
32397	149292
32398	134784
32399	124904
32400	132756
32401	121004
32402	122876
32403	133692
32404	131716
32405	100724
32406	99320
32407	100724
32408	118768
32409	105872
32410	86632
32411	88816
32412	
32413	98540
32414	108940
32415	85384
32416	47424
32417	138736
32418	102492
32419	123136
32420	120588
32421	109096
32422	110812
32423	121992
32424	98280
32425	114972
32426	118508
32427	102856
32428	122460
32429	117000
32430	141908
32431	112112
32432	119340
32433	110136
32434	126724
32435	126724
32436	148720
32437	126152
32438	123448
32439	110032
32440	108056
32441	113724
32442	119132
32443	110760
32444	118040
32445	111332
32446	112320
32447	117000
32448	105976
32449	125164
32450	134316
32451	131508
32452	131612
32453	79612
32454	134888
32455	119548
32456	126724
32457	107900
32458	121680
32459	96044
32460	148304
32461	115128
32462	139360
32463	104832
32464	101816
32465	121056
32466	119132
32467	114608
32468	114400
32469	116272
32470	134316
32471	161408
32472	113932
32473	120380
32474	131820
32475	110188
32476	87724
32477	89076
32478	110448
32479	98540
32480	92872
32481	91364
32482	134888
32483	107536
32484	87932
32485	99112
32486	113620
32487	94224
32488	85228
32489	71500
32490	95628
32491	47060
32492	84812
32493	100880
32494	121524
32495	97500
32496	94484
32497	124384
32498	97500
32499	102752
32500	112788
32501	91780
32502	118040
32503	106392
32504	106392
32505	
32506	117000
32507	117312
32508	103012
32509	97500
32510	89648
32511	151944
32512	149708
32513	64116
32514	148356
32515	
32516	
32517	133224
32518	148720
32519	126828
32520	142064
32521	142064
32522	117000
32523	134160
32524	133692
32525	118560
32526	110968
32527	106184
32528	120900
32529	122980
32530	130988
32531	120016
32532	112632
32533	84500
32534	132444
32535	119860
32536	128388
32537	121316
32538	113204
32539	129584
32540	133380
32541	113516
32542	150176
32543	127348
32544	107536
32545	125996
32546	121524
32547	134888
32548	122460
32549	92248
32550	124748
32551	132288
32552	126724
32553	114088
32554	118196
32555	113984
32556	139152
32557	132756
32558	130988
32559	104364
32560	134732
32561	121316
32562	118664
32563	107484
32564	97968
32565	116272
32566	109304
32567	153088
32568	121004
32569	117000
32570	137228
32571	139412
32572	117676
32573	102024
32574	119548
32575	107432
32576	94796
32577	109200
32578	106496
32579	86632
32580	85748
32581	81952
32582	87724
32583	103116
32584	96044
32585	102076
32586	133692
32587	69836
32588	83980
32589	92872
32590	86632
32591	98384
32592	89544
32593	110968
32594	85956
32595	89180
32596	96668
32597	106860
32598	101816
32599	57928
32600	72384
32601	93184
32602	80444
32603	69004
32604	84500
32605	52780
32606	61256
32607	59020
32608	71448
32609	69680
32610	79872
32611	59332
32612	75816
32613	68224
32614	62192
32615	76440
32616	72904
32617	117000
32618	57408
32619	60320
32620	75192
32621	59540
32622	67496
32623	63648
32624	79612
32625	72852
32626	59904
32627	88192
32628	64428
32629	92040
32630	90324
32631	69732
32632	64116
32633	70408
32634	67704
32635	73112
32636	108316
32637	96876
32638	97500
32639	61724
32640	83096
32641	65832
32642	98436
32643	67652
32644	78884
32645	69212
32646	69316
32647	76024
32648	71032
32649	97500
32650	66196
32651	65884
32652	59540
32653	78312
32654	95316
32655	73216
32656	107952
32657	67600
32658	120016
32659	91676
32660	112008
32661	89076
32662	85280
32663	91728
32664	85540
32665	72644
32666	118248
32667	93184
32668	97500
32669	79092
32670	94900
32671	85384
32672	95628
32673	115596
32674	102076
32675	91728
32676	82316
32677	76336
32678	83460
32679	95836
32680	101816
32681	78572
32682	97500
32683	104936
32684	11024000
32685	105612
32686	114608
32687	105872
32688	100724
32689	111592
32690	82316
32691	118820
32692	116116
32693	125632
32694	115700
32695	111904
32696	106132
32697	84500
32698	121940
32699	113048
32700	114816
32701	117000
32702	97500
32703	102648
32704	71500
32705	103220
32706	104936
32707	110864
32708	80600
32709	71500
32710	78572
32711	75816
32712	78676
32713	76752
32714	90116
32715	122512
32716	97500
32717	107692
32718	121576
32719	73632
32720	81224
32721	81796
32722	82316
32723	70564
32724	74724
32725	97500
32726	100724
32727	94224
32728	87724
32729	95316
32730	107224
32731	89336
32732	110968
32733	77012
32734	86632
32735	92872
32736	82316
32737	80184
32738	81900
32739	90012
32740	92612
32741	78676
32742	111280
32743	107432
32744	113100
32745	97500
32746	102648
32747	79612
32748	71500
32749	73216
32750	78676
32751	75816
32752	75816
32753	91884
32754	76336
32755	82004
32756	114192
32757	101504
32758	86112
32759	103116
32760	75972
32761	84500
32762	58500
32763	86424
32764	29900
32765	99216
32766	77012
32767	78728
32768	94224
32769	79872
32770	95056
32771	87048
32772	127608
32773	127660
32774	166972
32775	143988
32776	158028
32777	149968
32778	137800
32779	114400
32780	125944
32781	150280
32782	127764
32783	149136
32784	136500
32785	111228
32786	130676
32787	
32788	105092
32789	81224
32790	110500
32791	92300
32792	124176
32793	122252
32794	89856
32795	113464
32796	84500
32797	112944
32798	91572
32799	90220
32800	76492
32801	168948
32802	72904
32803	105612
32804	77428
32805	96044
32806	94224
32807	125060
32808	146588
32809	86320
32810	97500
32811	127088
32812	128596
32813	136500
32814	122044
32815	130624
32816	126412
32817	123448
32818	
32819	134316
32820	134992
32821	108628
32822	116532
32823	122616
32824	113100
32825	141128
32826	125632
32827	130572
32828	149916
32829	169000
32830	141804
32831	147472
32832	162500
32833	149448
32834	143728
32835	134732
32836	147316
32837	57200
32838	
32839	115700
32840	113724
32841	115232
32842	142324
32843	134732
32844	104520
32845	117000
32846	114608
32847	144716
32848	125944
32849	119132
32850	119392
32851	121628
32852	112944
32853	117312
32854	112216
32855	154336
32856	115128
32857	159536
32858	
32859	124592
32860	101348
32861	117000
32862	123136
32863	124124
32864	
32865	
32866	127712
32867	170612
32868	162500
32869	106600
32870	132444
32871	142012
32872	128024
32873	143884
32874	124228
32875	136500
32876	139412
32877	147940
32878	140036
32879	161096
32880	159432
32881	135408
32882	121888
32883	134992
32884	159900
32885	125216
32886	125164
32887	156884
32888	129480
32889	117468
32890	121004
32891	151632
32892	120900
32893	126568
32894	127244
32895	139412
32896	130832
32897	122720
32898	126360
32899	145444
32900	139724
32901	114712
32902	77948
32903	88816
32904	132600
32905	108784
32906	65572
32907	85644
32908	72904
32909	58500
32910	89336
32911	64220
32912	82628
32913	85644
32914	82836
32915	77012
32916	
32917	105300
32918	79248
32919	70460
32920	114920
32921	68952
32922	96668
32923	89752
32924	67132
32925	73892
32926	107692
32927	67184
32928	77428
32929	40924
32930	76648
32931	158600
32932	83824
32933	111228
32934	68692
32935	73788
32936	71916
32937	124280
32938	93444
32939	68224
32940	126256
32941	73424
32942	79612
32943	84500
32944	70980
32945	75920
32946	87724
32947	76752
32948	87048
32949	85748
32950	92196
32951	108316
32952	74984
32953	81224
32954	87724
32955	137436
32956	113256
32957	112632
32958	128596
32959	82108
32960	99840
32961	85384
32962	105404
32963	106964
32964	84500
32965	90012
32966	71500
32967	93600
32968	132340
32969	89440
32970	86632
32971	103116
32972	96408
32973	97500
32974	131300
32975	127660
32976	92612
32977	167544
32978	112112
32979	120692
32980	158184
32981	114556
32982	115544
32983	139256
32984	103116
32985	114400
32986	126724
32987	140816
32988	108940
32989	108056
32990	136760
32991	134316
32992	112112
32993	125632
32994	
32995	98228
32996	108888
32997	117676
32998	125008
32999	124176
33000	96772
33001	121056
33002	122148
33003	121316
33004	114400
33005	122512
33006	113984
33007	85540
33008	120224
33009	127452
33010	131352
33011	114660
33012	120380
33013	116064
33014	120588
33015	136916
33016	120692
33017	128076
33018	137644
33019	
33020	118040
33021	129012
33022	119236
33023	113568
33024	123448
33025	169988
33026	116272
33027	124020
33028	113516
33029	125060
33030	112424
33031	117468
33032	115336
33033	113828
33034	123292
33035	118508
33036	118768
33037	126724
33038	111592
33039	120692
33040	138632
33041	142064
33042	134888
33043	108316
33044	130884
33045	121056
33046	123448
33047	129116
33048	117000
33049	121108
33050	105716
33051	126984
33052	120692
33053	120692
33054	143000
33055	118612
33056	133068
33057	131456
33058	124072
33059	124228
33060	123188
33061	122876
33062	134316
33063	136032
33064	141336
33065	116168
33066	122148
33067	125060
33068	
33069	133224
33070	125060
33071	55120
33072	120848
33073	131196
33074	126464
33075	122512
33076	126984
33077	136760
33078	123448
33079	148876
33080	119964
33081	130988
33082	144820
33083	133224
33084	136500
33085	129532
33086	122044
33087	131508
33088	115336
33089	129272
33090	131508
33091	107484
33092	148304
33093	117832
33094	95056
33095	100984
33096	66248
33097	107692
33098	117000
33099	100724
33100	109876
33101	103012
33102	101348
33103	88452
33104	111800
33105	116428
33106	108316
33107	111852
33108	99216
33109	102076
33110	110136
33111	102544
33112	115076
33113	114244
33114	126724
33115	107328
33116	91624
33117	117000
33118	117000
33119	112268
33120	116480
33121	122356
33122	111540
33123	94224
33124	121004
33125	113360
33126	107796
33127	91728
33128	116064
33129	117000
33130	106600
33131	96980
33132	114400
33133	135356
33134	126724
33135	108576
33136	106912
33137	106964
33138	114816
33139	112632
33140	108732
33141	137800
33142	125632
33143	106028
33144	117000
33145	111904
33146	111540
33147	106600
33148	124748
33149	97032
33150	119756
33151	106600
33152	94484
33153	108628
33154	101608
33155	111592
33156	105612
33157	116532
33158	67184
33159	107692
33160	110500
33161	107900
33162	108316
33163	108888
33164	109304
33165	121524
33166	124176
33167	105872
33168	108680
33169	123136
33170	98280
33171	111280
33172	109616
33173	101972
33174	119756
33175	117000
33176	105872
33177	117624
33178	100724
33179	102596
33180	113048
33181	106184
33182	102076
33183	126256
33184	108524
33185	84500
33186	105196
33187	59072
33188	98748
33189	105040
33190	108056
33191	95056
33192	100724
33193	95212
33194	121524
33195	121004
33196	100464
33197	98176
33198	99736
33199	107952
33200	87516
33201	107224
33202	108056
33203	111436
33204	123916
33205	117000
33206	118820
33207	118248
33208	119704
33209	
33210	108524
33211	112944
33212	194948
33213	108160
33214	114400
33215	118716
33216	117416
33217	124384
33218	119912
33219	114712
33220	121160
33221	130468
33222	113100
33223	125164
33224	124280
33225	107224
33226	112320
33227	123916
33228	132288
33229	117000
33230	106808
33231	115908
33232	121524
33233	137488
33234	114712
33235	117468
33236	142168
33237	113412
33238	128856
33239	120380
33240	104312
33241	97500
33242	85540
33243	107640
33244	89336
33245	100048
33246	92612
33247	81224
33248	108888
33249	96044
33250	87360
33251	81484
33252	115336
33253	98228
33254	84500
33255	98904
33256	115648
33257	119184
33258	114920
33259	115700
33260	87984
33261	112528
33262	56940
33263	117000
33264	107900
33265	114816
33266	115856
33267	81692
33268	96772
33269	98852
33270	103584
33271	125944
33272	119236
33273	79612
33274	108316
33275	89544
33276	83824
33277	111228
33278	87048
33279	75972
33280	83096
33281	169000
33282	
33283	105924
33284	111280
33285	115128
33286	121004
33287	110864
33288	83408
33289	113568
33290	99112
33291	105456
33292	120484
33293	112320
33294	78676
33295	81588
33296	126516
33297	104520
33298	111228
33299	154648
33300	93132
33301	104520
33302	76648
33303	82004
33304	118404
33305	126724
33306	105040
33307	84500
33308	74100
33309	73632
33310	114556
33311	105612
33312	80704
33313	85280
33314	151632
33315	122356
33316	98540
33317	96668
33318	88608
33319	89076
33320	76076
33321	109668
33322	80600
33323	101296
33324	92248
33325	
33326	85280
33327	117000
33328	74048
33329	109616
33330	122356
33331	73112
33332	117000
33333	93184
33334	95524
33335	99892
33336	101556
33337	111280
33338	120692
33339	104364
33340	109304
33341	96928
33342	111644
33343	91572
33344	106600
33345	115804
33346	101348
33347	91624
33348	110500
33349	
33350	23400
33351	37700
33352	110500
33353	
33354	100048
33355	105508
33356	112632
33357	117000
33358	94224
33359	86840
33360	86632
33361	94224
33362	98332
33363	100724
33364	107796
33365	94224
33366	99632
33367	76336
33368	96200
33369	113152
33370	115180
33371	48516
33372	97448
33373	89544
33374	109044
33375	100984
33376	98540
33377	109096
33378	100256
33379	117988
33380	104624
33381	89024
33382	87464
33383	118300
33384	114816
33385	101816
33386	69316
33387	89544
33388	88816
33389	132236
33390	127348
33391	119444
33392	103220
33393	105716
33394	74984
33395	89336
33396	97500
33397	108888
33398	112372
33399	109200
33400	107536
33401	101244
33402	79872
33403	103012
33404	108316
33405	108316
33406	128648
33407	109928
33408	123968
33409	68536
33410	87724
33411	76752
33412	95628
33413	105040
33414	101192
33415	88244
33416	95836
33417	72280
33418	93756
33419	98904
33420	94224
33421	95316
33422	88348
33423	151632
33424	99632
33425	90012
33426	94224
33427	108992
33428	118352
33429	118196
33430	97500
33431	89648
33432	98176
33433	109200
33434	116012
33435	107016
33436	103220
33437	71864
33438	117988
33439	96408
33440	87360
33441	74724
33442	87724
33443	92924
33444	91780
33445	101816
33446	76752
33447	87048
33448	84500
33449	77480
33450	143000
33451	
33452	72176
33453	97500
33454	102076
33455	75504
33456	91572
33457	94588
33458	98384
33459	79092
33460	81224
33461	91884
33462	99112
33463	97500
33464	81432
33465	90012
33466	92092
33467	94796
33468	94484
33469	75348
33470	83408
33471	65728
33472	79248
33473	71500
33474	75192
33475	71500
33476	73632
33477	106808
33478	93184
33479	95316
33480	106340
33481	101088
33482	66768
33483	70304
33484	87048
33485	78676
33486	78572
33487	83044
33488	104884
33489	68224
33490	123136
33491	184600
33492	150956
33493	161408
33494	128752
33495	144820
33496	136500
33497	122460
33498	130988
33499	134004
