SA1_internal_2021	medianTotalHouseholdIncome
5449	50076
5450	44720
5451	61724
5452	74412
5453	40040
5454	65780
5455	69316
5456	97500
5457	71500
5458	58500
5459	91936
5460	46800
5461	74984
5462	76856
5463	37232
5464	36504
5465	74256
5466	43680
5467	36296
5468	50232
5469	36608
5470	52884
5471	50492
5472	47892
5473	44252
5474	48516
5475	46488
5476	47736
5477	40924
5478	48880
5479	94224
5480	61724
5481	63492
5482	75088
5483	54756
5484	42900
5485	45604
5486	57356
5487	104988
5488	91728
5489	70772
5490	84500
5491	81224
5492	67028
5493	57252
5494	45032
5495	56836
5496	53612
5497	58500
5498	62244
5499	50076
5500	45760
5501	71500
5502	93964
5503	41756
5504	60528
5505	74516
5506	62348
5507	100724
5508	37180
5509	64532
5510	62972
5511	62348
5512	53820
5513	37908
5514	43004
5515	41236
5516	39624
5517	47268
5518	57980
5519	46280
5520	49972
5521	50492
5522	50908
5523	80756
5524	76960
5525	61152
5526	68224
5527	101816
5528	58864
5529	42484
5530	64324
5531	41184
5532	73112
5533	66040
5534	74724
5535	81588
5536	71500
5537	60112
5538	89024
5539	50024
5540	61152
5541	49816
5542	47788
5543	59644
5544	40456
5545	45032
5546	46280
5547	39936
5548	45344
5549	32292
5550	45136
5551	42432
5552	36036
5553	44200
5554	37284
5555	49192
5556	47216
5557	46124
5558	38064
5559	54184
5560	43420
5561	63960
5562	38532
5563	45500
5564	56524
5565	66508
5566	76960
5567	44720
5568	24908
5569	35516
5570	45916
5571	47580
5572	37700
5573	42484
5574	108316
5575	93964
5576	38636
5577	97864
5578	114712
5579	72748
5580	94224
5581	84500
5582	37440
5583	122148
5584	104676
5585	53300
5586	89336
5587	78624
5588	86632
5589	64376
5590	48048
5591	66248
5592	54808
5593	50648
5594	56836
5595	137436
5596	100724
5597	
5598	143000
5599	60892
5600	107692
5601	117000
5602	122876
5603	69836
5604	120692
5605	55692
5606	42484
5607	44148
5608	106548
5609	125060
5610	95056
5611	108888
5612	46800
5613	117000
5614	81224
5615	105144
5616	76440
5617	62088
5618	57304
5619	97500
5620	87048
5621	89076
5622	91624
5623	56836
5624	69056
5625	126932
5626	51480
5627	68692
5628	68692
5629	55900
5630	74724
5631	49348
5632	73892
5633	79612
5634	56836
5635	62816
5636	114400
5637	88816
5638	73112
5639	122356
5640	
5641	63336
5642	68692
5643	91832
5644	94536
5645	121316
5646	105092
5647	89648
5648	95316
5649	97448
5650	63648
5651	68900
5652	41184
5653	71084
5654	48412
5655	52624
5656	65416
5657	47580
5658	72748
5659	71084
5660	93756
5661	94900
5662	67288
5663	79612
5664	89856
5665	136500
5666	132756
5667	56108
5668	54288
5669	118560
5670	72488
5671	92092
5672	92300
5673	71968
5674	165516
5675	62348
5676	71084
5677	69316
5678	69472
5679	55692
5680	111228
5681	82836
5682	98904
5683	99112
5684	112268
5685	108628
5686	89648
5687	65520
5688	101348
5689	47320
5690	46800
5691	49660
5692	46332
5693	55380
5694	59592
5695	56316
5696	58500
5697	40976
5698	68484
5699	53404
5700	47788
5701	78884
5702	98748
5703	94952
5704	84500
5705	50856
5706	94224
5707	77376
5708	68224
5709	70564
5710	34580
5711	94900
5712	89076
5713	90324
5714	107900
5715	78780
5716	73528
5717	104988
5718	108316
5719	
5720	75816
5721	96824
5722	92300
5723	71500
5724	101348
5725	92040
5726	61360
5727	66924
5728	91416
5729	45604
5730	71916
5731	114712
5732	66300
5733	58968
5734	60372
5735	67496
5736	64376
5737	37700
5738	66404
5739	39780
5740	37700
5741	43316
5742	66612
5743	63856
5744	42900
5745	46384
5746	50336
5747	53560
5748	64324
5749	60164
5750	69732
5751	70564
5752	63752
5753	85540
5754	101816
5755	95316
5756	89076
5757	101816
5758	84500
5759	56316
5760	68536
5761	48412
5762	91624
5763	102440
5764	92612
5765	125060
5766	119444
5767	68640
5768	65468
5769	64012
5770	47268
5771	47060
5772	92924
5773	53612
5774	76336
5775	100880
5776	65624
5777	36244
5778	95316
5779	87464
5780	93340
5781	108160
5782	119548
5783	100256
5784	94900
5785	85124
5786	92716
5787	79300
5788	97864
5789	38376
5790	60632
5791	82316
5792	63388
5793	75348
5794	105456
5795	84500
5796	112632
5797	63648
5798	55692
5799	80184
5800	69992
5801	93860
5802	74100
5803	148512
5804	113724
5805	73632
5806	108784
5807	87048
5808	51220
5809	47268
5810	35724
5811	73320
5812	63960
5813	56576
5814	43056
5815	42380
5816	42484
5817	81224
5818	98540
5819	94224
5820	64220
5821	84500
5822	91936
5823	86632
5824	75712
5825	95316
5826	63648
5827	97500
5828	92612
5829	111228
5830	116272
5831	77324
5832	61360
5833	56004
5834	67860
5835	80184
5836	60632
5837	57564
5838	95628
5839	38012
5840	41340
5841	36296
5842	41236
5843	41028
5844	114608
5845	96200
5846	104416
5847	43316
5848	49036
5849	46020
5850	52988
5851	43888
5852	73112
5853	37024
5854	44200
5855	84500
5856	106756
5857	93600
5858	62088
5859	111904
5860	107796
5861	104780
5862	68224
5863	69056
5864	64012
5865	67184
5866	64116
5867	58084
5868	91832
5869	124904
5870	108524
5871	147368
5872	52988
5873	135876
5874	95836
5875	118248
5876	72748
5877	53352
5878	
5879	64428
5880	71500
5881	101556
5882	95628
5883	114036
5884	85748
5885	83564
5886	102336
5887	104780
5888	73320
5889	92924
5890	83928
5891	102492
5892	125632
5893	105040
5894	76076
5895	119860
5896	138632
5897	109772
5898	85696
5899	82836
5900	34892
5901	72280
5902	53976
5903	86840
5904	52832
5905	82940
5906	44200
5907	47788
5908	78884
5909	77636
5910	54808
5911	119704
5912	121056
5913	60840
5914	79924
5915	98748
5916	71500
5917	75816
5918	76856
5919	57044
5920	40664
5921	71188
5922	51272
5923	
5924	68536
5925	39104
5926	83564
5927	
5928	69732
5929	76336
5930	85956
5931	81224
5932	94224
5933	107900
5934	96200
5935	108316
5936	183820
5937	164112
5938	101816
5939	118352
5940	116064
5941	46800
5942	100152
5943	82836
5944	111436
5945	103428
5946	72748
5947	102076
5948	76024
5949	81796
5950	87464
5951	
5952	70044
5953	70668
5954	123760
5955	134316
5956	108784
5957	114400
5958	119964
5959	97500
5960	133224
5961	113256
5962	112112
5963	67860
5964	59176
5965	61724
5966	68224
5967	82316
5968	91884
5969	97500
5970	99216
5971	73112
5972	112112
5973	159900
5974	119756
5975	81224
5976	113724
5977	116116
5978	73788
5979	77220
5980	161772
5981	126256
5982	90376
5983	146224
5984	102076
5985	83824
5986	88816
5987	77012
5988	71500
5989	53872
5990	79612
5991	117000
5992	97448
5993	69316
5994	62608
5995	77116
5996	72748
5997	117000
5998	
5999	96876
6000	168948
6001	95836
6002	105196
6003	59852
6004	68432
6005	58136
6006	48984
6007	69160
6008	85644
6009	107016
6010	103116
6011	118092
6012	99632
6013	118716
6014	71500
6015	124488
6016	108004
6017	122512
6018	154076
6019	87152
6020	89856
6021	110500
6022	98176
6023	73320
6024	74464
6025	98124
6026	96616
6027	87724
6028	110812
6029	71032
6030	82940
6031	52832
6032	68640
6033	53404
6034	79300
6035	53248
6036	
6037	130624
6038	75920
6039	123448
6040	146224
6041	109304
6042	117572
6043	125008
6044	119236
6045	121004
6046	108316
6047	111436
6048	97500
6049	42484
6050	96460
6051	111332
6052	96460
6053	138008
6054	145132
6055	38896
6056	107224
6057	87724
6058	84500
6059	95056
6060	64324
6061	67600
6062	104832
6063	67184
6064	76544
6065	36088
6066	43056
6067	68484
6068	62816
6069	108316
6070	120692
6071	38168
6072	39624
6073	36920
6074	44044
6075	46332
6076	101816
6077	81900
6078	133536
6079	121316
6080	30576
6081	159536
6082	95316
6083	131976
6084	115336
6085	124488
6086	71500
6087	131404
6088	101608
6089	88192
6090	77376
6091	68224
6092	52832
6093	60112
6094	54704
6095	107432
6096	76856
6097	96408
6098	111228
6099	108732
6100	64012
6101	34372
6102	61152
6103	33176
6104	76336
6105	
6106	107380
6107	66352
6108	80704
6109	70200
6110	55692
6111	91364
6112	143000
6113	37648
6114	72020
6115	143832
6116	145132
6117	104780
6118	82836
6119	65884
6120	143000
6121	67444
6122	79248
6123	
6124	
6125	99320
6126	125840
6127	154076
6128	90376
6129	117000
6130	104520
6131	128492
6132	139516
6133	104520
6134	88816
6135	102648
6136	114972
6137	126724
6138	169000
6139	123448
6140	147628
6141	124488
6142	87724
6143	115804
6144	121524
6145	134056
6146	125840
6147	112944
6148	93600
6149	108056
6150	154492
6151	47996
6152	111644
6153	116324
6154	118820
6155	103116
6156	99372
6157	29900
6158	131456
6159	72956
6160	86424
6161	80600
6162	62712
6163	133224
6164	67860
6165	129012
6166	69212
6167	69004
6168	79872
6169	62296
6170	82056
6171	58500
6172	64376
6173	71500
6174	115544
6175	65468
6176	91676
6177	110500
6178	86424
6179	62816
6180	109564
6181	107068
6182	100724
6183	80288
6184	118404
6185	99424
6186	76960
6187	87724
6188	
6189	80132
6190	85124
6191	47736
6192	123812
6193	83824
6194	80860
6195	65416
6196	55484
6197	69316
6198	60736
6199	112892
6200	92612
6201	82316
6202	71500
6203	68224
6204	49608
6205	56316
6206	121004
6207	55640
6208	84500
6209	71500
6210	79092
6211	
6212	73632
6213	66924
6214	72540
6215	68432
6216	80964
6217	81900
6218	72124
6219	82160
6220	78208
6221	83408
6222	74724
6223	72852
6224	74984
6225	94796
6226	86788
6227	68224
6228	73268
6229	73632
6230	68796
6231	25688
6232	106860
6233	82056
6234	93808
6235	64584
6236	84500
6237	41288
6238	66924
6239	97500
6240	62504
6241	96460
6242	110500
6243	195000
6244	60788
6245	84448
6246	74308
6247	102336
6248	79092
6249	133016
6250	121004
6251	117988
6252	104988
6253	108732
6254	140192
6255	
6256	123812
6257	154856
6258	127764
6259	143000
6260	132340
6261	134472
6262	
6263	146016
6264	137124
6265	151996
6266	131508
6267	68224
6268	131612
6269	137852
6270	96772
6271	156676
6272	98280
6273	35724
6274	107432
6275	63076
6276	104936
6277	89648
6278	80496
6279	51168
6280	93184
6281	90116
6282	76076
6283	99112
6284	85748
6285	79924
6286	81900
6287	68016
6288	85540
6289	95836
6290	95056
6291	33176
6292	75816
6293	55484
6294	36920
6295	37128
6296	37700
6297	82316
6298	68796
6299	70876
6300	95836
6301	74048
6302	67756
6303	105248
6304	77376
6305	49972
6306	107692
6307	84448
6308	
6309	119808
6310	94224
6311	103012
6312	82992
6313	127660
6314	88348
6315	47008
6316	72072
6317	69108
6318	78572
6319	45136
6320	57980
6321	62296
6322	79976
6323	80964
6324	66612
6325	67860
6326	48724
6327	120380
6328	107224
6329	57408
6330	104936
6331	62816
6332	99112
6333	105040
6334	121836
6335	49348
6336	65312
6337	41912
6338	101816
6339	37700
6340	117000
6341	127088
6342	119132
6343	86892
6344	82628
6345	
6346	52832
6347	58812
6348	87464
6349	83876
6350	62088
6351	70096
6352	78832
6353	75608
6354	90220
6355	66300
6356	58500
6357	105456
6358	63648
6359	39260
6360	36296
6361	94224
6362	92456
6363	104780
6364	95836
6365	96408
6366	68224
6367	74880
6368	57720
6369	73736
6370	93964
6371	85540
6372	85124
6373	84500
6374	96564
6375	107380
6376	68692
6377	74412
6378	89076
6379	69420
6380	69628
6381	
6382	
6383	87724
6384	105612
6385	75192
6386	84500
6387	86632
6388	84500
6389	96928
6390	101816
6391	60476
6392	96408
6393	110032
6394	109200
6395	100048
6396	91884
6397	108212
6398	76752
6399	72748
6400	95056
6401	98748
6402	89648
6403	121316
6404	141960
6405	100724
6406	90480
6407	121628
6408	120380
6409	103012
6410	114088
6411	103012
6412	175448
6413	91884
6414	156676
6415	82316
6416	113152
6417	87256
6418	129012
6419	117000
6420	117000
6421	89024
6422	97500
6423	91936
6424	298948
6425	58500
6426	100984
6427	95108
6428	117000
6429	131092
6430	110812
6431	113256
6432	96564
6433	126152
6434	127192
6435	108628
6436	107796
6437	146224
6438	135044
6439	143000
6440	
6441	
6442	64428
6443	101192
6444	79040
6445	75608
6446	67652
6447	67496
6448	58500
6449	68900
6450	75452
6451	46748
6452	60996
6453	64636
6454	65416
6455	41808
6456	165412
6457	73112
6458	61724
6459	55588
6460	59852
6461	59176
6462	56056
6463	53040
6464	56784
6465	74724
6466	66196
6467	71500
6468	130988
6469	127764
6470	23036
6471	40820
6472	26416
6473	39624
6474	71292
6475	111592
6476	181948
6477	46748
6478	95836
6479	100932
6480	83564
6481	81796
6482	91468
6483	
6484	84500
6485	90220
6486	90012
6487	75504
6488	82212
6489	101244
6490	81796
6491	102336
6492	87256
6493	78832
6494	118196
6495	131404
6496	127348
6497	145964
6498	139256
6499	113256
6500	114140
6501	109408
6502	116168
6503	85176
6504	117728
6505	111800
6506	85072
6507	131248
6508	86892
6509	104676
6510	113984
6511	94224
6512	113360
6513	73632
6514	133016
6515	75088
6516	68692
6517	85384
6518	87724
6519	108888
6520	131612
6521	161200
6522	39156
6523	102648
6524	72956
6525	118092
6526	68900
6527	172224
6528	105456
6529	95316
6530	89648
6531	74256
6532	
6533	181012
6534	
6535	139724
6536	131144
6537	68068
6538	59696
6539	108472
6540	89856
6541	92092
6542	76856
6543	83304
6544	99320
6545	99944
6546	99632
6547	121316
6548	107692
6549	91624
6550	111800
6551	78416
6552	85540
6553	115180
6554	110136
6555	106600
6556	123448
6557	115596
6558	78520
6559	67964
6560	81224
6561	93600
6562	74724
6563	92040
6564	101816
6565	84500
6566	95316
6567	102076
6568	87256
6569	135616
6570	175448
6571	122980
6572	
6573	116272
6574	140660
6575	114192
6576	131092
6577	144768
6578	143000
6579	137332
6580	143624
6581	156416
6582	100724
6583	
6584	92248
6585	98852
6586	95316
6587	85852
6588	87412
6589	90116
6590	94692
6591	87152
6592	91936
6593	97500
6594	78520
6595	81536
6596	77064
6597	49608
6598	101192
6599	71500
6600	84500
6601	85592
6602	73892
6603	47944
6604	63648
6605	62348
6606	91676
6607	73476
6608	103324
6609	94692
6610	97968
6611	88816
6612	73216
6613	55796
6614	88504
6615	89856
6616	77064
6617	97500
6618	172848
6619	143000
6620	
6621	163800
6622	212316
6623	201448
6624	141440
6625	175448
6626	75296
6627	79612
6628	150748
6629	147680
6630	114192
6631	120692
6632	92040
6633	66612
6634	94224
6635	144248
6636	135200
6637	134316
6638	147316
6639	112424
6640	85384
6641	102336
6642	106860
6643	107588
6644	61724
6645	163800
6646	114400
6647	92456
6648	117000
6649	138632
6650	70980
6651	100152
6652	104156
6653	89856
6654	98384
6655	105456
6656	108888
6657	98124
6658	100412
6659	115336
6660	60320
6661	
6662	114972
6663	109564
6664	112632
6665	120900
6666	145548
6667	173316
6668	160316
6669	70460
6670	80184
6671	89232
6672	95524
6673	102336
6674	98904
6675	94224
6676	102388
6677	93392
6678	109044
6679	97500
6680	65468
6681	82108
6682	73008
6683	81744
6684	35724
6685	44928
6686	67184
6687	84916
6688	78728
6689	69940
6690	68744
6691	
6692	75140
6693	72072
6694	63856
6695	76544
6696	83200
6697	56316
6698	55068
6699	50908
6700	60944
6701	78572
6702	73528
6703	76024
6704	
6705	45240
6706	109980
6707	84500
6708	73892
6709	48152
6710	71812
6711	87984
6712	109824
6713	92040
6714	79196
6715	69836
6716	29900
6717	33072
6718	
6719	43836
6720	130676
6721	123448
6722	153764
6723	49192
6724	81224
6725	143000
6726	80340
6727	87412
6728	71032
6729	63908
6730	78260
6731	66924
6732	50232
6733	39676
6734	
6735	55952
6736	76752
6737	23400
6738	85384
6739	65884
6740	73216
6741	65416
6742	97032
6743	46800
6744	53768
6745	97500
6746	104676
6747	102232
6748	91832
6749	63024
6750	86632
6751	99112
6752	114972
6753	102492
6754	101088
6755	132600
6756	163800
6757	84500
6758	71032
6759	105716
6760	91572
6761	61152
6762	77636
6763	77324
6764	119340
6765	70720
6766	115960
6767	80184
6768	72748
6769	74204
6770	59644
6771	87724
6772	85904
6773	86632
6774	96772
6775	96408
6776	91936
6777	99788
6778	86632
6779	86892
6780	62660
6781	77376
6782	73268
6783	73008
6784	91468
6785	113984
6786	108836
6787	110864
6788	112632
6789	83564
6790	58500
6791	94432
6792	52624
6793	82472
6794	73632
6795	76336
6796	81900
6797	74568
6798	110500
6799	113828
6800	99320
6801	115960
6802	98124
6803	
6804	111072
6805	82472
6806	96304
6807	109616
6808	107692
6809	99424
6810	99892
6811	98540
6812	86112
6813	80288
6814	90220
6815	106964
6816	109200
6817	85592
6818	110448
6819	56368
6820	
6821	58500
6822	
6823	
6824	70200
6825	83200
6826	96200
6827	91728
6828	69316
6829	40456
6830	34944
6831	35100
6832	56628
6833	38480
6834	55640
6835	48048
6836	103324
6837	50232
6838	51480
6839	80600
6840	74724
6841	68224
6842	68068
6843	92196
6844	79924
6845	48672
6846	56992
6847	49972
6848	62088
6849	48672
6850	47268
6851	56888
6852	55900
6853	57356
6854	52364
6855	89908
6856	97500
6857	73424
6858	82316
6859	52832
6860	60216
6861	48984
6862	76700
6863	36868
6864	80652
6865	108316
6866	47892
6867	77948
6868	73632
6869	104676
6870	67496
6871	62608
6872	60996
6873	68224
6874	64480
6875	79820
6876	44200
6877	78832
6878	102336
6879	112320
6880	87724
6881	89336
6882	65676
6883	33280
6884	104676
6885	105404
6886	105248
6887	104832
6888	108316
6889	121836
6890	95836
6891	105976
6892	93184
6893	53612
6894	97500
6895	101192
6896	81224
6897	118144
6898	79040
6899	85644
6900	95004
6901	71240
6902	76076
6903	67964
6904	60840
6905	73736
6906	64012
6907	65884
6908	49348
6909	68016
6910	66872
6911	49868
6912	91884
6913	107484
6914	105352
6915	97500
6916	112320
6917	112528
6918	115856
6919	102024
6920	121108
6921	133224
6922	101088
6923	109564
6924	84500
6925	114816
6926	118820
6927	118924
6928	105300
6929	113724
6930	98748
6931	92300
6932	109876
6933	139516
6934	114296
6935	106028
6936	98540
6937	108732
6938	103480
6939	132184
6940	59644
6941	70772
6942	75504
6943	60892
6944	80808
6945	123448
6946	71500
6947	75816
6948	65312
6949	89752
6950	
6951	81068
6952	81016
6953	110448
6954	117000
6955	75816
6956	79716
6957	76180
6958	71136
6959	85488
6960	74724
6961	83772
6962	91676
6963	97500
6964	58500
6965	60632
6966	92040
6967	81224
6968	83668
6969	102440
6970	99112
6971	107536
6972	101816
6973	105352
6974	111124
6975	122876
6976	93704
6977	121680
6978	114140
6979	95732
6980	90116
6981	105820
6982	42068
6983	98072
6984	73632
6985	100724
6986	72852
6987	84032
6988	68224
6989	89336
6990	91676
6991	82108
6992	64532
6993	50544
6994	69472
6995	64532
6996	65260
6997	51480
6998	46072
6999	48516
7000	68068
7001	52884
7002	93132
7003	66300
7004	47372
7005	169000
7006	45032
7007	77376
7008	99424
7009	112632
7010	103116
7011	100412
7012	57564
7013	143000
7014	117676
7015	103532
7016	109096
7017	122460
7018	110812
7019	121004
7020	114816
7021	100152
7022	90948
7023	138008
7024	112632
7025	128804
7026	56836
7027	73632
7028	90012
7029	69472
7030	44200
7031	59904
7032	70096
7033	74516
7034	58188
7035	65728
7036	39936
7037	69212
7038	70772
7039	90220
7040	87256
7041	66508
7042	56316
7043	74724
7044	94692
7045	100048
7046	80184
7047	56836
7048	94692
7049	87516
7050	61828
7051	74724
7052	50804
7053	62192
7054	56576
7055	104832
7056	45188
7057	59540
7058	52936
7059	53976
7060	81224
7061	81224
7062	67496
7063	
7064	40664
7065	69316
7066	
7067	37440
7068	65520
7069	45292
7070	38584
7071	54236
7072	42536
7073	46800
7074	65728
7075	51324
7076	65312
7077	55380
7078	49712
7079	55224
7080	53924
7081	50076
7082	30628
7083	68224
7084	54184
7085	53300
7086	49868
7087	56836
7088	41964
7089	41132
7090	50232
7091	53768
7092	72384
7093	93444
7094	64220
7095	74048
7096	71500
7097	96044
7098	83200
7099	79300
7100	70668
7101	75816
7102	66040
7103	72904
7104	84500
7105	75504
7106	56732
7107	38376
7108	45032
7109	52520
7110	71916
7111	89648
7112	76024
7113	70772
7114	87724
7115	70824
7116	80444
7117	46436
7118	65832
7119	59488
7120	65988
7121	48984
7122	50752
7123	68640
7124	40456
7125	74984
7126	85280
7127	80600
7128	74464
7129	90428
7130	76648
7131	67964
7132	70252
7133	91728
7134	40924
7135	54340
7136	47944
7137	62348
7138	109408
7139	80704
7140	100256
7141	97136
7142	44720
7143	115128
7144	31148
7145	44824
7146	55380
7147	54600
7148	52624
7149	59540
7150	85384
7151	71500
7152	34112
7153	44720
7154	70200
7155	69316
7156	42432
7157	58500
7158	57928
7159	40664
7160	46800
7161	50492
7162	41080
7163	49348
7164	42796
7165	63336
7166	44200
7167	60632
7168	53092
7169	54600
7170	57668
7171	67028
7172	53872
7173	47164
7174	57096
7175	81900
7176	73008
7177	50908
7178	70356
7179	69784
7180	54288
7181	60476
7182	63024
7183	71500
7184	65832
7185	54600
7186	65260
7187	62452
7188	61880
7189	69056
7190	59488
7191	87464
7192	77064
7193	59644
7194	81432
7195	75816
7196	68224
7197	35724
7198	65832
7199	94900
7200	76492
7201	88816
7202	30004
7203	41860
7204	45396
7205	57772
7206	49868
7207	48984
7208	57616
7209	93340
7210	89076
7211	58500
7212	67600
7213	67340
7214	79300
7215	83200
7216	94692
7217	79612
7218	104832
7219	102752
7220	76960
7221	91676
7222	79300
7223	135772
7224	100724
7225	72072
7226	96200
7227	88608
7228	106600
7229	123240
7230	102180
7231	88348
7232	102856
7233	87724
7234	104728
7235	138632
7236	117000
7237	51324
7238	33488
7239	53040
7240	38428
7241	44044
7242	43836
7243	78780
7244	48672
7245	63024
7246	68536
7247	69992
7248	76648
7249	84500
7250	51532
7251	87724
7252	43316
7253	73008
7254	83928
7255	70252
7256	81900
7257	
7258	65780
7259	109408
7260	77324
7261	37388
7262	99112
7263	63180
7264	68588
7265	33280
7266	38688
7267	130936
7268	67184
7269	
7270	
7271	116272
7272	109408
7273	96044
7274	148148
7275	110916
7276	85280
7277	105976
7278	114400
7279	63544
7280	42120
7281	128752
7282	84500
7283	158184
7284	170404
7285	119444
7286	118664
7287	
7288	85072
7289	131144
7290	145132
7291	112008
7292	132548
7293	
7294	59228
7295	73788
7296	59436
7297	42016
7298	43732
7299	44200
7300	65364
7301	59592
7302	68224
7303	29848
7304	65728
7305	60632
7306	53872
7307	51584
7308	72904
7309	29796
7310	78832
7311	117000
7312	58500
7313	69316
7314	62348
7315	71500
7316	82316
7317	61724
7318	50544
7319	49816
7320	55224
7321	59904
7322	105612
7323	64220
7324	76336
7325	56992
7326	57408
7327	52624
7328	67340
7329	57824
7330	73840
7331	67756
7332	76336
7333	101348
7334	68536
7335	82836
7336	101348
7337	77220
7338	74360
7339	77532
7340	110500
7341	84500
7342	88192
7343	85540
7344	80184
7345	102492
7346	61984
7347	70668
7348	69836
7349	78728
7350	65520
7351	77116
7352	60892
7353	98124
7354	73840
7355	54184
7356	70460
7357	61308
7358	85020
7359	73216
7360	86216
7361	78676
7362	75608
7363	
7364	94900
7365	94224
7366	78832
7367	82316
7368	77480
7369	93184
7370	115804
7371	105976
7372	69316
7373	112112
7374	76960
7375	95732
7376	85384
7377	106600
7378	105404
7379	34788
7380	79248
7381	45240
7382	70772
7383	114244
7384	94900
7385	84500
7386	43524
7387	43420
7388	38324
7389	30628
7390	43680
7391	48048
7392	92612
7393	112632
7394	59696
7395	61412
7396	54236
7397	43160
7398	54496
7399	60320
7400	73112
7401	72384
7402	51584
7403	78936
7404	73632
7405	102336
7406	69212
7407	48360
7408	85280
7409	92508
7410	84916
7411	95316
7412	71500
7413	99892
7414	75192
7415	69316
7416	75348
7417	70928
7418	74724
7419	64064
7420	49348
7421	52468
7422	56368
7423	56056
7424	34840
7425	63752
7426	78988
7427	81900
7428	77064
7429	73944
7430	65364
7431	34060
7432	53872
7433	92612
7434	108576
7435	78416
7436	71500
7437	48308
7438	49920
7439	34112
7440	67080
7441	82732
7442	88816
7443	50232
7444	37492
7445	73736
7446	44304
7447	89440
7448	37700
7449	77532
7450	62452
7451	104676
7452	83304
7453	64428
7454	68432
7455	76648
7456	67756
7457	55068
7458	75504
7459	65208
7460	78364
7461	70044
7462	87724
7463	79456
7464	86632
7465	72852
7466	75088
7467	106860
7468	35932
7469	97500
7470	65936
7471	59748
7472	
7473	87724
7474	92300
7475	69004
7476	89336
7477	39832
7478	76336
7479	91572
7480	70460
7481	
7482	127140
7483	110240
7484	106184
7485	102336
7486	101816
7487	107900
7488	95004
7489	121836
7490	49868
7491	47788
7492	45500
7493	40144
7494	46176
7495	95524
7496	63128
7497	38168
7498	45032
7499	57044
7500	101504
7501	39208
7502	39156
7503	46332
7504	58500
7505	40820
7506	92404
7507	41340
7508	50232
7509	60112
7510	77376
7511	94224
7512	76076
7513	78936
7514	69836
7515	74724
7516	105508
7517	99476
7518	124852
7519	69316
7520	55588
7521	88192
7522	104936
7523	72072
7524	111852
7525	118612
7526	84500
7527	109200
7528	95056
7529	97500
7530	81224
7531	65364
7532	90636
7533	67496
7534	50076
7535	79612
7536	84500
7537	114296
7538	84500
7539	93184
7540	99632
7541	86892
7542	53092
7543	76336
7544	88920
7545	85280
7546	98020
7547	94224
7548	97448
7549	89440
7550	92248
7551	32604
7552	99112
7553	74724
7554	122668
7555	78936
7556	104624
7557	97500
7558	100152
7559	102336
7560	107536
7561	91728
7562	87256
7563	112112
7564	106860
7565	96772
7566	74984
7567	86112
7568	83200
7569	91624
7570	104780
7571	65936
7572	84500
7573	92872
7574	102856
7575	88192
7576	63544
7577	81224
7578	71500
7579	98280
7580	124540
7581	98176
7582	139256
7583	97500
7584	87360
7585	81900
7586	85176
7587	107900
7588	58864
7589	55224
7590	70616
7591	59176
7592	74724
7593	67756
7594	76648
7595	62816
7596	110500
7597	77948
7598	80184
7599	73112
7600	106860
7601	68796
7602	67600
7603	95056
7604	53300
7605	73268
7606	58448
7607	83200
7608	68224
7609	50336
7610	110968
7611	65416
7612	74724
7613	108628
7614	106600
7615	58500
7616	48620
7617	61724
7618	55588
7619	69732
7620	75556
7621	98748
7622	91936
7623	66508
7624	72748
7625	72904
7626	115284
7627	65520
7628	88192
7629	108316
7630	66040
7631	110812
7632	131872
7633	60112
7634	59540
7635	54184
7636	50908
7637	47476
7638	38064
7639	52520
7640	51012
7641	76336
7642	74724
7643	96200
7644	105040
7645	62244
7646	53456
7647	56316
7648	93184
7649	51012
7650	50232
7651	52676
7652	
7653	61048
7654	87724
7655	56836
7656	61724
7657	72852
7658	61412
7659	92612
7660	67184
7661	59748
7662	110500
7663	70564
7664	143000
7665	73788
7666	99632
7667	72280
7668	94224
7669	64324
7670	77220
7671	76856
7672	52884
7673	55588
7674	83772
7675	71500
7676	68796
7677	47788
7678	51168
7679	49348
7680	82836
7681	61724
7682	46800
7683	50804
7684	93444
7685	57408
7686	46800
7687	71448
7688	87724
7689	46800
7690	49868
7691	72124
7692	92612
7693	85176
7694	101504
7695	118976
7696	93600
7697	143000
7698	119340
7699	96564
7700	58500
7701	73892
7702	58500
7703	50024
7704	53612
7705	57512
7706	46072
7707	50752
7708	39884
7709	48048
7710	58916
7711	42016
7712	73632
7713	105300
7714	82316
7715	105872
7716	98176
7717	48880
7718	53300
7719	56472
7720	39104
7721	53196
7722	50648
7723	60736
7724	49348
7725	41080
7726	71500
7727	77324
7728	61932
7729	54600
7730	55224
7731	50492
7732	57200
7733	84500
7734	80184
7735	86892
7736	81224
7737	118144
7738	63180
7739	56316
7740	59228
7741	74256
7742	64428
7743	74984
7744	70304
7745	155948
7746	132184
7747	101608
7748	73632
7749	52780
7750	118820
7751	89440
7752	59748
7753	98748
7754	117000
7755	46800
7756	69628
7757	53612
7758	59488
7759	46384
7760	105300
7761	55692
7762	57200
7763	54860
7764	55796
7765	39780
7766	65780
7767	77376
7768	54184
7769	73216
7770	82628
7771	77376
7772	97500
7773	80184
7774	38168
7775	63336
7776	42796
7777	72592
7778	77324
7779	123136
7780	144404
7781	75504
7782	
7783	62348
7784	89856
7785	83668
7786	100724
7787	110500
7788	138944
7789	103116
7790	70616
7791	176852
7792	76648
7793	79404
7794	92716
