SA1_internal_2021	medianTotalHouseholdIncome
45078	117000
45079	148720
45080	150748
45081	102752
45082	101244
45083	128076
45084	96408
45085	107952
45086	135408
45087	23400
45088	30680
45089	108732
45090	98176
45091	62296
45092	123708
45093	152048
45094	144976
45095	108316
45096	143000
45097	109564
45098	80808
45099	105508
45100	11024000
45101	93860
45102	145548
45103	89180
45104	101816
45105	138892
45106	64376
45107	129064
45108	89596
45109	97500
45110	109824
45111	96252
45112	115336
45113	114504
45114	62712
45115	90012
45116	103376
45117	87724
45118	97500
45119	99112
45120	95524
45121	81796
45122	
45123	111592
45124	99736
45125	115024
45126	101816
45127	
45128	111436
45129	95316
45130	96564
45131	84500
45132	93184
45133	97812
45134	97500
45135	98540
45136	94640
45137	115440
45138	114816
45139	117000
45140	85020
45141	110500
45142	115232
45143	38792
45144	93600
45145	106288
45146	96824
45147	
45148	31252
45149	84500
45150	49348
45151	34112
45152	39884
45153	108784
45154	75816
45155	61984
45156	91936
45157	78936
45158	102336
45159	83408
45160	96200
45161	77428
45162	91572
45163	114660
45164	91832
45165	95316
45166	93964
45167	72436
45168	66300
45169	
45170	108576
45171	75140
45172	84188
45173	71032
45174	101816
45175	91936
45176	92612
45177	94796
45178	98384
45179	66872
45180	76440
45181	63024
45182	158340
45183	129168
45184	88816
45185	97500
45186	102856
45187	88452
45188	101816
45189	92300
45190	113100
45191	103376
45192	42068
45193	70200
45194	64012
45195	74828
45196	59540
45197	61880
45198	65832
45199	51688
45200	68484
45201	56420
45202	44824
45203	42328
45204	34164
45205	45760
45206	64428
45207	
45208	65520
45209	62660
45210	62556
45211	65416
45212	73216
45213	110032
45214	72124
45215	73216
45216	69160
45217	59280
45218	79196
45219	75244
45220	42640
45221	48568
45222	
45223	55224
45224	71032
45225	67704
45226	55068
45227	68900
45228	61724
45229	69940
45230	83356
45231	71136
45232	81224
45233	126048
45234	104832
45235	68536
45236	82108
45237	121940
45238	120224
45239	105248
45240	83824
45241	126724
45242	95316
45243	60632
45244	56160
45245	75192
45246	76648
45247	51064
45248	97500
45249	83096
45250	81224
45251	94536
45252	72540
45253	109668
45254	56940
45255	58500
45256	
45257	116220
45258	82628
45259	112632
45260	100256
45261	113516
45262	58968
45263	95628
45264	40300
45265	67912
45266	86112
45267	88244
45268	165880
45269	117000
45270	100048
45271	126256
45272	97500
45273	89752
45274	36816
45275	
45276	93288
45277	97500
45278	89024
45279	99476
45280	96824
45281	70876
45282	104572
45283	95316
45284	79612
45285	85956
45286	87724
45287	45136
45288	139568
45289	96148
45290	116532
45291	105040
45292	85488
45293	112892
45294	
45295	72852
45296	80600
45297	130624
45298	91624
45299	111436
45300	128388
45301	130988
45302	52260
45303	100984
45304	93288
45305	37700
45306	100360
45307	55224
45308	82160
45309	81900
45310	100516
45311	106184
45312	89856
45313	96928
45314	46332
45315	102336
45316	120016
45317	152724
45318	112632
45319	115596
45320	104312
45321	126048
45322	81224
45323	119340
45324	95836
45325	77324
45326	100152
45327	110760
45328	101452
45329	108316
45330	115232
45331	97500
45332	91312
45333	91624
45334	106340
45335	115960
45336	112840
45337	34736
45338	29900
45339	30940
45340	31824
45341	97500
45342	82680
45343	125632
45344	85072
45345	117832
45346	38636
45347	107224
45348	87984
45349	39624
45350	102336
45351	106600
45352	115648
45353	98124
45354	121316
45355	47268
45356	109772
45357	85540
45358	108160
45359	114920
45360	105092
45361	38896
45362	104364
45363	117000
45364	105924
45365	85384
45366	63336
45367	47164
45368	75608
45369	55224
45370	61724
45371	80340
45372	71032
45373	74932
45374	87724
45375	107536
45376	98904
45377	74984
45378	104624
45379	106600
45380	94900
45381	111124
45382	110292
45383	107068
45384	129428
45385	97864
45386	127764
45387	83044
45388	117000
45389	81536
45390	112632
45391	48620
45392	
45393	109044
45394	65520
45395	140816
45396	84500
45397	83876
45398	101192
45399	121836
45400	104364
45401	84500
45402	106028
45403	89336
45404	95836
45405	75036
45406	75140
45407	107224
45408	113724
45409	73476
45410	36348
45411	75660
45412	77584
45413	72228
45414	66716
45415	96200
45416	76856
45417	53976
45418	64272
45419	80184
45420	84500
45421	74516
45422	60996
45423	111072
45424	93756
45425	81692
45426	102648
45427	65260
45428	114036
45429	69316
45430	62088
45431	72436
45432	54964
45433	73632
45434	62088
45435	57252
45436	66092
45437	61464
45438	56628
45439	58656
45440	85956
45441	113256
45442	98280
45443	73320
45444	86112
45445	39416
45446	72020
45447	70928
45448	84916
45449	78884
45450	172848
45451	94900
45452	78676
45453	92092
45454	94900
45455	52728
45456	75088
45457	101816
45458	95732
45459	92144
45460	110916
45461	52416
45462	88504
45463	34528
45464	93444
45465	69212
45466	73112
45467	
45468	72540
45469	79300
45470	77116
45471	117572
45472	138268
45473	68900
45474	61152
45475	115336
45476	97864
45477	84500
45478	130728
45479	75556
45480	55536
45481	71136
45482	89076
45483	72592
45484	71500
45485	73632
45486	82316
45487	93444
45488	76856
45489	93704
45490	115284
45491	113100
45492	95524
45493	87724
45494	74880
45495	76440
45496	78624
45497	75504
45498	94640
45499	81796
45500	76960
45501	98540
45502	72748
45503	111800
45504	68224
45505	61984
45506	89544
45507	221000
45508	72488
45509	71916
45510	92612
45511	97500
45512	68900
45513	
45514	27248
45515	105404
45516	93756
45517	98592
45518	100724
45519	108472
45520	166088
45521	87360
45522	128960
45523	
45524	64220
45525	67704
45526	73476
45527	64532
45528	81224
45529	117936
45530	56680
45531	37024
45532	58500
45533	
45534	142168
45535	69524
45536	67184
45537	77324
45538	74464
45539	96304
45540	83304
45541	91416
45542	47840
45543	97500
45544	
45545	
45546	87984
45547	71500
45548	106340
45549	87724
45550	95316
45551	114088
45552	115180
45553	86320
45554	108316
45555	111904
45556	93756
45557	
45558	102648
45559	
45560	74360
45561	
45562	140400
45563	100724
45564	88348
45565	89752
45566	93184
45567	70824
45568	65832
45569	77116
45570	73736
45571	71916
45572	73164
45573	71084
45574	45240
45575	83564
45576	60112
45577	72644
45578	68224
45579	33904
45580	82732
45581	55900
45582	76180
45583	35100
45584	81900
45585	76648
45586	91468
45587	73112
45588	36452
45589	79612
45590	88816
45591	58500
45592	23400
45593	71500
45594	75816
45595	85748
45596	68432
45597	85904
45598	82056
45599	110500
45600	92612
45601	84812
45602	82472
45603	85384
45604	29900
45605	101348
45606	92092
45607	116168
45608	91468
45609	100724
45610	112632
45611	48256
45612	106496
45613	111904
45614	105872
45615	103376
45616	108888
45617	97500
45618	99112
45619	93444
45620	
45621	112528
45622	101972
45623	104728
45624	83772
45625	113724
45626	
45627	85228
45628	94900
45629	91416
45630	83408
45631	104936
45632	80756
45633	88192
45634	81900
45635	66248
45636	109980
45637	83200
45638	71500
45639	100152
45640	81068
45641	73424
45642	99112
45643	59696
45644	57408
45645	57876
45646	99944
45647	
45648	63336
45649	92300
45650	84500
45651	64532
45652	68224
45653	59020
45654	45188
45655	49920
45656	47632
45657	73996
45658	89076
45659	98748
45660	78832
45661	94224
45662	78728
45663	72124
45664	76856
45665	64428
45666	68016
45667	51428
45668	69316
45669	65936
45670	79196
45671	73632
45672	49816
45673	57252
45674	96044
45675	81224
45676	52624
45677	74724
45678	87360
45679	105820
45680	
45681	111800
45682	87724
45683	98904
45684	94224
45685	88816
45686	105456
45687	92716
45688	92300
45689	75608
45690	109772
45691	96824
45692	84500
45693	78780
45694	87256
45695	58500
45696	85540
45697	96564
45698	109044
45699	
45700	76648
45701	97500
45702	111436
45703	101244
45704	109200
45705	82160
45706	51532
45707	100724
45708	101504
45709	87360
45710	120432
45711	105040
45712	104676
45713	
45714	109876
45715	87724
45716	120848
45717	113256
45718	101608
45719	170248
45720	107016
45721	115856
45722	174460
45723	111800
45724	121576
45725	105872
45726	117156
45727	120848
45728	115336
45729	84500
45730	
45731	113256
45732	83564
45733	48516
45734	54912
45735	56056
45736	71032
45737	73840
45738	73216
45739	50908
45740	70460
45741	61412
45742	87256
45743	
45744	92300
45745	75348
45746	96928
45747	98176
45748	87724
45749	79248
45750	75452
45751	69316
45752	103324
45753	77584
45754	121316
45755	110812
45756	82524
45757	88348
45758	95836
45759	90376
45760	122148
45761	122980
45762	87724
45763	104832
45764	118976
45765	103376
45766	92612
45767	63856
45768	78624
45769	87048
45770	99112
45771	114400
45772	100256
45773	91572
45774	84032
45775	97500
45776	94484
45777	36452
45778	108056
45779	108576
45780	113204
45781	88244
45782	114608
45783	113048
45784	82992
45785	38428
45786	79924
45787	121316
45788	54392
45789	
45790	79612
45791	92768
45792	97500
45793	102232
45794	97500
45795	117000
45796	93184
45797	97500
45798	111280
45799	92924
45800	113152
45801	117832
45802	104884
45803	59904
45804	110084
45805	95732
45806	40092
45807	40456
45808	109564
45809	102232
45810	122668
45811	112996
45812	105248
45813	113724
45814	138268
45815	101192
45816	113412
45817	69316
45818	89492
45819	103428
45820	86632
45821	118820
45822	95212
45823	71500
45824	104676
45825	91832
45826	92612
45827	79612
45828	117936
45829	108472
45830	97500
45831	86632
45832	111332
45833	110500
45834	86216
45835	92092
45836	95056
45837	98020
45838	97500
45839	79872
45840	67600
45841	38584
45842	75348
45843	42120
45844	52364
45845	44668
45846	104832
45847	79040
45848	88088
45849	94796
45850	87048
45851	83564
45852	104572
45853	46800
45854	102856
45855	73164
45856	58032
45857	57564
45858	71812
45859	70408
45860	65780
45861	39312
45862	96564
45863	76492
45864	85176
45865	72904
45866	75296
45867	53248
45868	51064
45869	72904
45870	76024
45871	76076
45872	64532
45873	99008
45874	83876
45875	82836
45876	73216
45877	68536
45878	81900
45879	59852
45880	70512
45881	92092
45882	89336
45883	120120
45884	102492
45885	76180
45886	93184
45887	97864
45888	89544
45889	58864
45890	80184
45891	51688
45892	117000
45893	104572
45894	69316
45895	97500
45896	83304
45897	74880
45898	65260
45899	66040
45900	115544
45901	97500
45902	63180
45903	92872
45904	78624
45905	72332
45906	47736
45907	49504
45908	82992
45909	84500
45910	58500
45911	89648
45912	66612
45913	74984
45914	78676
45915	51532
45916	109980
45917	93600
45918	105352
45919	100724
45920	86112
45921	80600
45922	86008
45923	108316
45924	104884
45925	76024
45926	114400
45927	85280
45928	95316
45929	111436
45930	77168
45931	82836
45932	124956
45933	73268
45934	73632
45935	96928
45936	83564
45937	77428
45938	79092
45939	72332
45940	72748
45941	78676
45942	89076
45943	116428
45944	63752
45945	90012
45946	85748
45947	72748
45948	105612
45949	90376
45950	76024
45951	91832
45952	126880
45953	153764
45954	107900
45955	83200
45956	104832
45957	93600
45958	115180
45959	142428
45960	164268
45961	144820
45962	111904
45963	79612
45964	80184
45965	75504
45966	111072
45967	79872
45968	119132
45969	72488
45970	82628
45971	91260
45972	84500
45973	84760
45974	83460
45975	63024
45976	36504
45977	44200
45978	55224
45979	95576
45980	101036
45981	74828
45982	74724
45983	76648
45984	54496
45985	74360
45986	117936
45987	101816
45988	69056
45989	68900
45990	61984
45991	67028
45992	52520
45993	39832
45994	36348
45995	74412
45996	72852
45997	65468
45998	64532
45999	72488
46000	69108
46001	72228
46002	30420
46003	67964
46004	84864
46005	74516
46006	74360
46007	55744
46008	36244
46009	79664
46010	65208
46011	92612
46012	66820
46013	77012
46014	94588
46015	93184
46016	64116
46017	56472
46018	61464
46019	49660
46020	37492
46021	77012
46022	91884
46023	58500
46024	56680
46025	63336
46026	56420
46027	56108
46028	71500
46029	66924
46030	62192
46031	81224
46032	47788
46033	47736
46034	59904
46035	69472
46036	65832
46037	53352
46038	92456
46039	88816
46040	99112
46041	108992
46042	98540
46043	100464
46044	102440
46045	79196
46046	82836
46047	99320
46048	74204
46049	101504
46050	138840
46051	116532
46052	96928
46053	121316
46054	124540
46055	114400
46056	120016
46057	84500
46058	94900
46059	117000
46060	117000
46061	107692
46062	51428
46063	95316
46064	130884
46065	120068
46066	84500
46067	96408
46068	112632
46069	111592
46070	122044
46071	75192
46072	99112
46073	121316
46074	156416
46075	123448
46076	126256
46077	100048
46078	107484
46079	109824
46080	102336
46081	117000
46082	107640
46083	98020
46084	125008
46085	139724
46086	97500
46087	100256
46088	119548
46089	119340
46090	122720
46091	129116
46092	65676
46093	63336
46094	72748
46095	78780
46096	120224
46097	99320
46098	98748
46099	118768
46100	113204
46101	63076
46102	69628
46103	105456
46104	92040
46105	85384
46106	118508
46107	73372
46108	82472
46109	70408
46110	50908
46111	72488
46112	95316
46113	89180
46114	95836
46115	89648
46116	80860
46117	80184
46118	81900
46119	70408
46120	59176
46121	105300
46122	98228
46123	93600
46124	134316
46125	107224
46126	83564
46127	108108
46128	98176
46129	97500
46130	93964
46131	152724
46132	162500
46133	179972
46134	95836
46135	124124
46136	95056
46137	102180
46138	128336
46139	107536
46140	75452
46141	173316
46142	140816
46143	124904
46144	82836
46145	67496
46146	62452
46147	86216
46148	60840
46149	73268
46150	42692
46151	60372
46152	68692
46153	56316
46154	67548
46155	59904
46156	72020
46157	67496
46158	60424
46159	56212
46160	67080
46161	66820
46162	59176
46163	54184
46164	66872
46165	50960
46166	65520
46167	61568
46168	67600
46169	66300
46170	66196
46171	64012
46172	70564
46173	76856
46174	77428
46175	72956
46176	62140
46177	55900
46178	55016
46179	61204
46180	68224
46181	56160
46182	50648
46183	70980
46184	108732
46185	93028
46186	134576
46187	120224
46188	150072
46189	94224
46190	87360
46191	124748
46192	70772
46193	84812
46194	71968
46195	92300
46196	72384
46197	75192
46198	106184
46199	74048
46200	76336
46201	82004
46202	68796
46203	81224
46204	73112
46205	90948
46206	83304
46207	107016
46208	72904
46209	60008
46210	47216
46211	58500
46212	62816
46213	48360
46214	59436
46215	72956
46216	72020
46217	57616
46218	77532
46219	90012
46220	85540
46221	70044
46222	46384
46223	72904
46224	70668
46225	73008
46226	74048
46227	75036
46228	76180
46229	72228
46230	74724
46231	79664
46232	68380
46233	59540
46234	74152
46235	63388
46236	82316
46237	82836
46238	75348
46239	103480
46240	79976
46241	75816
46242	68796
46243	75816
46244	37700
46245	94900
46246	107848
46247	86112
46248	87724
46249	154492
46250	122460
46251	109200
46252	93340
46253	123448
46254	59176
46255	42848
46256	77428
46257	88348
46258	69940
46259	50648
46260	73788
46261	62816
46262	108992
46263	94224
46264	98072
46265	154076
46266	96564
46267	94432
46268	177632
46269	127192
46270	129948
46271	124748
46272	214448
46273	76336
46274	91676
46275	84500
46276	45344
46277	106860
46278	96564
46279	99632
46280	90012
46281	93600
46282	57200
46283	76024
46284	96772
46285	123968
46286	118612
46287	120224
46288	114712
46289	75608
46290	85020
46291	117000
46292	106860
46293	101920
46294	55900
46295	136500
46296	123084
46297	115492
46298	114660
46299	93340
46300	86216
46301	140192
46302	104884
46303	79300
46304	103532
46305	84500
46306	75920
46307	104832
46308	131716
46309	120224
46310	96928
46311	96772
46312	45292
46313	62348
46314	71032
46315	58084
46316	67808
46317	63284
46318	66508
46319	54704
46320	46800
46321	70772
46322	52312
46323	55588
46324	50752
46325	81224
46326	75816
46327	74724
46328	53768
46329	54444
46330	31564
46331	73112
46332	
46333	62920
46334	53248
46335	61828
46336	55068
46337	63024
46338	29848
46339	62816
46340	56524
46341	62920
46342	67184
46343	56056
46344	51324
46345	64064
46346	55536
46347	55224
46348	45656
46349	114400
46350	71084
46351	78312
46352	66092
46353	66612
46354	70200
46355	59176
46356	52988
46357	47164
46358	65936
46359	76960
46360	71500
46361	51480
46362	71500
46363	51064
46364	76492
46365	49088
46366	61880
46367	67860
46368	121004
46369	82836
46370	65832
46371	98384
46372	120224
46373	51740
46374	63336
46375	125632
46376	120224
46377	66872
46378	61256
46379	66612
46380	96408
46381	99632
46382	105248
46383	66612
46384	95056
46385	76648
46386	71032
46387	67600
46388	102648
46389	111904
46390	92612
46391	87724
46392	62348
46393	71500
46394	55692
46395	82836
46396	67964
46397	61724
46398	49348
46399	54496
46400	59280
46401	65624
46402	72384
46403	49348
46404	62608
46405	71500
46406	60892
46407	63856
