SA1_internal_2021	AgeStudent	students
434	20-24	6
434	25+	16
435	0-4	3
435	5-14	21
435	15-19	5
435	20-24	6
435	25+	3
436	0-4	14
436	5-14	62
436	15-19	27
436	25+	9
437	5-14	12
437	15-19	8
437	20-24	3
437	25+	10
439	0-4	7
439	5-14	43
439	15-19	13
439	20-24	4
439	25+	13
440	0-4	4
440	5-14	45
440	15-19	28
440	25+	3
444	0-4	3
444	5-14	40
444	15-19	11
444	25+	8
445	5-14	18
445	15-19	8
445	20-24	6
445	25+	10
446	5-14	43
446	15-19	15
446	20-24	3
446	25+	10
447	0-4	6
447	5-14	18
447	15-19	4
448	0-4	3
448	5-14	13
448	15-19	4
448	25+	4
449	0-4	9
449	5-14	40
449	15-19	22
449	25+	10
450	0-4	6
450	5-14	26
450	15-19	12
450	25+	8
451	0-4	5
451	5-14	14
451	15-19	5
451	25+	8
452	5-14	21
452	15-19	3
452	25+	6
453	0-4	8
453	5-14	49
453	15-19	12
453	20-24	5
453	25+	8
454	5-14	8
455	0-4	3
455	5-14	22
455	15-19	11
455	25+	6
456	0-4	5
456	5-14	37
456	15-19	13
456	20-24	4
456	25+	13
457	0-4	4
457	5-14	38
457	15-19	12
457	25+	7
458	0-4	4
458	5-14	36
458	15-19	11
458	25+	5
459	0-4	7
459	5-14	26
459	15-19	12
459	20-24	6
459	25+	14
460	5-14	19
460	15-19	5
460	20-24	6
460	25+	14
461	5-14	39
461	15-19	12
461	20-24	9
461	25+	15
462	0-4	5
462	5-14	29
462	15-19	17
462	20-24	9
462	25+	12
463	0-4	6
463	5-14	61
463	15-19	10
463	20-24	5
463	25+	8
465	0-4	4
465	5-14	40
465	15-19	4
465	25+	9
466	0-4	3
466	5-14	13
466	25+	10
467	0-4	14
467	5-14	85
467	15-19	26
467	20-24	9
467	25+	29
468	0-4	12
468	5-14	59
468	15-19	17
468	20-24	4
468	25+	19
469	0-4	5
469	5-14	19
469	15-19	8
469	20-24	4
469	25+	8
470	0-4	14
470	5-14	56
470	15-19	9
470	20-24	6
470	25+	9
471	5-14	31
471	15-19	7
471	25+	8
472	0-4	8
472	5-14	87
472	15-19	36
472	20-24	9
472	25+	11
473	0-4	10
473	5-14	39
473	15-19	5
473	25+	17
474	0-4	7
474	5-14	9
474	15-19	3
474	20-24	6
474	25+	8
475	0-4	7
475	5-14	24
475	15-19	9
475	20-24	10
475	25+	15
476	0-4	20
476	5-14	137
476	15-19	46
476	20-24	9
476	25+	26
477	0-4	11
477	5-14	59
477	15-19	21
477	20-24	4
477	25+	9
478	0-4	7
478	5-14	96
478	15-19	30
478	20-24	8
478	25+	15
479	0-4	7
479	5-14	48
479	15-19	19
479	20-24	3
479	25+	18
480	0-4	7
480	5-14	57
480	15-19	24
480	20-24	4
480	25+	9
481	0-4	6
481	5-14	46
481	15-19	13
481	25+	14
482	0-4	6
482	5-14	59
482	15-19	16
482	25+	13
483	5-14	13
483	15-19	6
483	20-24	3
483	25+	4
484	5-14	11
484	15-19	3
484	25+	6
485	0-4	18
485	5-14	73
485	15-19	24
485	20-24	8
485	25+	18
486	0-4	4
486	5-14	42
486	15-19	12
486	20-24	7
486	25+	9
487	0-4	3
487	5-14	30
487	15-19	10
487	20-24	9
487	25+	15
488	0-4	9
488	5-14	53
488	15-19	14
488	20-24	4
488	25+	27
489	0-4	7
489	5-14	36
489	15-19	15
489	20-24	4
489	25+	20
490	0-4	3
490	5-14	21
490	15-19	10
490	25+	17
491	0-4	7
491	5-14	42
491	15-19	20
491	20-24	5
491	25+	21
492	0-4	11
492	5-14	42
492	15-19	12
492	20-24	4
492	25+	13
493	0-4	6
493	5-14	70
493	15-19	17
493	20-24	4
493	25+	13
494	0-4	4
494	5-14	35
494	15-19	8
494	20-24	4
494	25+	10
495	5-14	32
495	15-19	12
495	20-24	3
495	25+	9
496	5-14	25
496	15-19	6
496	25+	9
497	5-14	20
497	15-19	13
497	20-24	3
497	25+	12
498	0-4	10
498	5-14	39
498	15-19	11
498	20-24	5
498	25+	11
499	0-4	9
499	5-14	42
499	15-19	13
499	20-24	4
499	25+	11
500	0-4	13
500	5-14	58
500	15-19	20
500	20-24	10
500	25+	25
501	0-4	5
501	5-14	47
501	15-19	8
501	20-24	5
501	25+	6
502	0-4	14
502	5-14	54
502	15-19	25
502	20-24	10
502	25+	14
503	0-4	8
503	5-14	34
503	15-19	3
503	20-24	5
503	25+	21
504	0-4	3
504	5-14	9
504	15-19	7
504	25+	7
505	5-14	7
505	15-19	3
505	20-24	3
505	25+	4
506	0-4	12
506	5-14	47
506	15-19	11
506	20-24	7
506	25+	24
507	0-4	3
507	5-14	47
507	15-19	11
507	20-24	3
507	25+	15
508	5-14	31
508	15-19	4
509	0-4	7
509	5-14	29
509	15-19	4
509	20-24	3
509	25+	4
510	0-4	3
510	5-14	36
510	15-19	8
510	20-24	4
510	25+	13
511	0-4	5
511	5-14	46
511	15-19	19
511	20-24	7
511	25+	12
512	0-4	5
512	5-14	39
512	15-19	9
512	20-24	3
512	25+	12
513	0-4	14
513	5-14	50
513	15-19	11
513	20-24	9
513	25+	14
514	5-14	4
515	5-14	41
515	15-19	12
515	20-24	7
515	25+	22
516	0-4	5
516	5-14	24
516	15-19	8
516	25+	3
517	5-14	29
517	15-19	17
517	20-24	11
517	25+	14
518	0-4	12
518	5-14	49
518	15-19	24
518	20-24	3
518	25+	18
519	0-4	3
519	5-14	22
519	15-19	10
520	0-4	6
520	5-14	44
520	15-19	17
520	20-24	9
520	25+	11
522	0-4	27
522	5-14	132
522	15-19	31
522	20-24	12
522	25+	35
523	15-19	4
523	20-24	37
523	25+	34
524	0-4	12
524	5-14	28
524	15-19	5
524	20-24	5
524	25+	10
525	0-4	13
525	5-14	68
525	15-19	10
525	20-24	4
525	25+	19
526	0-4	8
526	5-14	23
526	15-19	8
526	20-24	7
526	25+	6
527	0-4	20
527	5-14	87
527	15-19	21
527	20-24	3
527	25+	21
528	0-4	5
528	5-14	39
528	15-19	8
528	20-24	3
528	25+	11
529	5-14	20
529	15-19	4
529	20-24	5
529	25+	10
530	0-4	9
530	5-14	65
530	15-19	33
530	20-24	14
530	25+	30
531	0-4	5
531	5-14	38
531	15-19	21
531	20-24	5
531	25+	10
532	0-4	13
532	5-14	51
532	15-19	19
532	20-24	9
532	25+	3
533	0-4	4
533	5-14	41
533	15-19	20
533	25+	8
534	0-4	6
534	5-14	43
534	15-19	14
534	20-24	6
534	25+	10
535	0-4	3
535	5-14	12
535	15-19	3
535	25+	3
536	5-14	41
536	15-19	23
536	20-24	4
536	25+	9
537	5-14	26
537	15-19	18
537	25+	3
538	0-4	4
538	5-14	43
538	15-19	23
538	25+	7
539	0-4	4
539	5-14	40
539	15-19	14
539	25+	9
540	0-4	5
540	5-14	44
540	15-19	15
540	20-24	4
540	25+	9
541	0-4	12
541	5-14	67
541	15-19	32
541	20-24	3
541	25+	16
542	0-4	6
542	5-14	29
542	15-19	18
542	25+	10
543	0-4	4
543	5-14	28
543	15-19	9
543	20-24	5
543	25+	5
544	0-4	7
544	5-14	13
544	15-19	9
544	20-24	3
544	25+	7
545	0-4	4
545	5-14	82
545	15-19	17
545	20-24	4
545	25+	10
546	0-4	9
546	5-14	45
546	15-19	34
546	20-24	3
546	25+	15
547	5-14	28
547	15-19	13
547	25+	5
548	0-4	3
548	5-14	52
548	15-19	15
548	20-24	5
548	25+	16
549	0-4	7
549	5-14	38
549	15-19	24
549	20-24	10
549	25+	16
550	0-4	5
550	5-14	19
550	15-19	16
550	25+	4
551	0-4	7
551	5-14	33
551	15-19	6
551	25+	4
552	0-4	8
552	5-14	42
552	15-19	19
552	20-24	4
552	25+	10
553	0-4	3
553	5-14	36
553	15-19	11
553	20-24	3
553	25+	3
554	0-4	5
554	5-14	67
554	15-19	23
554	20-24	10
554	25+	15
555	0-4	3
555	5-14	28
555	15-19	5
555	25+	11
556	0-4	15
556	5-14	52
556	15-19	22
556	20-24	8
556	25+	9
557	0-4	9
557	5-14	34
557	15-19	12
557	25+	3
558	5-14	53
558	15-19	32
558	20-24	6
558	25+	17
559	0-4	3
559	5-14	24
559	15-19	9
559	25+	7
560	5-14	42
560	15-19	11
560	20-24	3
560	25+	16
561	0-4	14
561	5-14	114
561	15-19	38
561	20-24	3
561	25+	27
562	0-4	9
562	5-14	52
562	15-19	23
562	20-24	4
562	25+	17
563	0-4	7
563	5-14	54
563	15-19	20
563	20-24	7
563	25+	27
564	0-4	4
564	5-14	29
564	15-19	9
564	20-24	4
564	25+	16
565	0-4	11
565	5-14	58
565	15-19	21
565	20-24	4
565	25+	16
566	0-4	17
566	5-14	96
566	15-19	29
566	20-24	6
566	25+	11
567	0-4	14
567	5-14	70
567	15-19	17
567	20-24	7
567	25+	14
568	0-4	4
568	5-14	42
568	15-19	9
568	20-24	4
568	25+	14
569	0-4	8
569	5-14	66
569	15-19	23
569	20-24	4
569	25+	12
570	0-4	17
570	5-14	79
570	15-19	15
570	20-24	9
570	25+	21
571	0-4	10
571	5-14	77
571	15-19	12
571	20-24	9
571	25+	24
572	0-4	10
572	5-14	58
572	15-19	17
572	20-24	6
572	25+	16
573	0-4	8
573	5-14	73
573	15-19	38
573	20-24	11
573	25+	21
575	5-14	12
575	15-19	12
576	0-4	9
576	5-14	22
576	15-19	10
576	25+	5
577	5-14	25
577	15-19	23
577	20-24	5
577	25+	8
578	0-4	6
578	5-14	16
578	15-19	6
578	25+	6
579	0-4	6
579	5-14	33
579	15-19	11
579	25+	5
580	0-4	6
580	5-14	42
580	15-19	10
580	20-24	4
580	25+	6
581	5-14	19
581	15-19	10
581	20-24	3
581	25+	3
582	0-4	5
582	5-14	26
582	15-19	9
582	20-24	10
582	25+	9
583	0-4	4
583	5-14	60
583	15-19	26
583	20-24	9
583	25+	21
584	0-4	4
584	5-14	39
584	15-19	11
584	20-24	12
584	25+	9
585	0-4	6
585	5-14	32
585	15-19	21
585	20-24	3
585	25+	6
586	0-4	8
586	5-14	37
586	15-19	17
586	20-24	3
586	25+	14
587	0-4	4
587	5-14	43
587	15-19	9
587	20-24	8
587	25+	9
588	0-4	18
588	5-14	83
588	15-19	35
588	20-24	3
588	25+	34
590	0-4	3
590	5-14	60
590	15-19	18
590	20-24	14
590	25+	19
591	0-4	12
591	5-14	130
591	15-19	54
591	20-24	16
591	25+	26
592	0-4	6
592	5-14	35
592	15-19	6
592	20-24	4
592	25+	14
593	0-4	3
593	5-14	36
593	15-19	5
593	20-24	4
593	25+	20
594	0-4	3
594	5-14	35
594	15-19	12
594	20-24	5
594	25+	8
595	5-14	59
595	15-19	25
595	20-24	9
595	25+	17
596	0-4	8
596	5-14	42
596	15-19	4
596	20-24	4
596	25+	18
597	5-14	32
597	15-19	32
597	20-24	7
598	0-4	4
598	5-14	35
598	15-19	15
598	25+	10
599	0-4	7
599	5-14	82
599	15-19	28
599	20-24	7
599	25+	11
600	5-14	14
600	15-19	11
600	25+	3
601	0-4	7
601	5-14	38
601	15-19	16
601	20-24	7
601	25+	8
602	0-4	4
602	5-14	44
602	15-19	31
602	20-24	6
602	25+	5
603	0-4	8
603	5-14	73
603	15-19	40
603	20-24	6
603	25+	17
604	0-4	5
604	5-14	40
604	15-19	36
604	20-24	7
604	25+	12
605	0-4	5
605	5-14	49
605	15-19	21
605	20-24	15
605	25+	15
606	0-4	3
606	5-14	19
606	15-19	14
606	20-24	6
606	25+	10
607	0-4	5
607	5-14	51
607	15-19	16
607	20-24	6
607	25+	11
608	0-4	12
608	5-14	44
608	15-19	9
608	25+	12
609	0-4	12
609	5-14	65
609	15-19	20
609	20-24	3
609	25+	18
610	0-4	5
610	5-14	89
610	15-19	29
610	20-24	8
610	25+	18
611	0-4	8
611	5-14	96
611	15-19	45
611	20-24	11
611	25+	16
612	0-4	13
612	5-14	70
612	15-19	6
612	25+	17
613	0-4	9
613	5-14	49
613	15-19	27
613	20-24	4
613	25+	16
614	0-4	11
614	5-14	70
614	15-19	31
614	20-24	3
614	25+	11
615	0-4	3
615	5-14	31
615	15-19	13
615	20-24	3
615	25+	18
616	0-4	12
616	5-14	63
616	15-19	14
616	20-24	8
616	25+	15
617	0-4	3
617	5-14	26
617	15-19	14
617	20-24	5
617	25+	5
618	0-4	5
618	5-14	32
618	15-19	15
618	25+	9
619	0-4	12
619	5-14	99
619	15-19	32
619	25+	9
620	5-14	13
620	15-19	3
620	20-24	5
620	25+	7
621	0-4	8
621	5-14	66
621	15-19	23
621	20-24	4
621	25+	10
622	0-4	5
622	5-14	59
622	15-19	12
622	20-24	3
622	25+	5
623	0-4	3
623	5-14	27
623	15-19	12
623	20-24	3
623	25+	8
624	5-14	30
624	15-19	11
624	25+	5
625	0-4	8
625	5-14	29
625	15-19	8
625	25+	3
626	0-4	6
626	5-14	62
626	15-19	20
626	20-24	4
626	25+	15
627	0-4	9
627	5-14	91
627	15-19	17
627	20-24	3
627	25+	9
628	0-4	10
628	5-14	48
628	15-19	18
628	20-24	4
628	25+	10
629	0-4	15
629	5-14	77
629	15-19	29
629	20-24	8
629	25+	20
630	0-4	3
630	5-14	41
630	15-19	11
630	20-24	4
630	25+	3
631	0-4	3
631	5-14	23
631	15-19	6
631	25+	12
632	0-4	6
632	5-14	25
632	15-19	4
632	20-24	3
632	25+	11
634	0-4	8
634	5-14	75
634	15-19	19
634	25+	9
635	0-4	15
635	5-14	52
635	15-19	19
635	20-24	5
635	25+	15
636	0-4	8
636	5-14	38
636	15-19	17
636	20-24	3
636	25+	12
637	0-4	5
637	5-14	39
637	15-19	5
637	20-24	5
637	25+	7
638	0-4	3
638	5-14	60
638	15-19	31
638	20-24	3
638	25+	8
639	0-4	5
639	5-14	62
639	15-19	24
639	25+	6
640	0-4	5
640	5-14	31
640	15-19	10
640	20-24	8
640	25+	6
641	0-4	3
641	5-14	81
641	15-19	24
641	20-24	6
641	25+	3
642	0-4	3
642	5-14	31
642	15-19	20
642	25+	6
643	0-4	10
643	5-14	52
643	15-19	16
643	25+	9
644	5-14	14
644	15-19	8
644	20-24	3
644	25+	5
645	0-4	3
645	5-14	48
645	15-19	17
645	25+	3
646	0-4	5
646	5-14	30
646	15-19	14
646	20-24	3
646	25+	6
647	0-4	8
647	5-14	46
647	15-19	11
647	20-24	3
647	25+	10
648	0-4	6
648	5-14	32
648	15-19	11
648	20-24	3
648	25+	7
649	0-4	10
649	5-14	33
649	15-19	7
649	25+	11
650	0-4	8
650	5-14	34
650	15-19	4
650	25+	9
651	0-4	4
651	5-14	24
651	15-19	6
651	25+	8
652	0-4	6
652	5-14	40
652	15-19	11
652	20-24	5
652	25+	18
653	0-4	10
653	5-14	57
653	15-19	31
653	20-24	8
653	25+	3
654	0-4	8
654	5-14	28
654	15-19	6
654	20-24	3
654	25+	6
655	5-14	19
655	15-19	3
655	25+	10
656	0-4	6
656	5-14	46
656	15-19	24
656	20-24	7
656	25+	10
657	0-4	10
657	5-14	32
657	15-19	21
657	20-24	4
657	25+	13
658	0-4	3
658	5-14	27
658	15-19	5
658	25+	4
659	0-4	13
659	5-14	60
659	15-19	12
659	20-24	4
659	25+	18
660	0-4	11
660	5-14	45
660	15-19	6
660	20-24	9
660	25+	12
661	0-4	3
661	5-14	62
661	15-19	13
661	20-24	3
661	25+	6
662	0-4	4
662	5-14	31
662	15-19	10
662	20-24	3
663	0-4	6
663	5-14	45
663	15-19	10
663	25+	7
664	5-14	9
664	25+	3
665	0-4	5
665	5-14	46
665	15-19	5
665	20-24	3
665	25+	8
667	0-4	12
667	5-14	79
667	15-19	56
667	20-24	14
667	25+	22
668	0-4	13
668	5-14	95
668	15-19	41
668	20-24	17
668	25+	26
669	0-4	3
669	5-14	26
669	15-19	17
669	20-24	4
669	25+	12
670	0-4	8
670	5-14	42
670	15-19	12
670	20-24	8
670	25+	9
671	0-4	15
671	5-14	75
671	15-19	22
671	20-24	9
671	25+	16
672	0-4	7
672	5-14	51
672	15-19	31
672	20-24	24
672	25+	18
673	0-4	13
673	5-14	49
673	15-19	35
673	20-24	9
673	25+	18
674	0-4	15
674	5-14	108
674	15-19	41
674	20-24	25
674	25+	13
675	0-4	8
675	5-14	70
675	15-19	30
675	20-24	18
675	25+	16
676	0-4	10
676	5-14	78
676	15-19	26
676	20-24	10
676	25+	16
677	0-4	14
677	5-14	56
677	15-19	32
677	20-24	14
677	25+	18
678	0-4	10
678	5-14	30
678	15-19	10
678	20-24	6
678	25+	8
679	0-4	11
679	5-14	78
679	15-19	23
679	20-24	10
679	25+	23
680	0-4	10
680	5-14	42
680	15-19	24
680	20-24	7
680	25+	10
681	0-4	6
681	5-14	32
681	15-19	15
681	20-24	11
681	25+	7
682	0-4	23
682	5-14	65
682	15-19	24
682	20-24	4
682	25+	14
683	0-4	13
683	5-14	73
683	15-19	24
683	20-24	5
683	25+	20
684	0-4	9
684	5-14	58
684	15-19	13
684	20-24	9
684	25+	6
685	0-4	9
685	5-14	41
685	15-19	24
685	20-24	7
685	25+	10
686	0-4	13
686	5-14	42
686	15-19	26
686	20-24	9
686	25+	13
687	0-4	7
687	5-14	88
687	15-19	36
687	20-24	7
687	25+	18
688	0-4	8
688	5-14	53
688	15-19	23
688	20-24	12
688	25+	18
689	5-14	23
689	15-19	12
689	20-24	3
689	25+	5
690	5-14	37
690	15-19	14
690	20-24	5
690	25+	4
691	0-4	5
691	5-14	24
691	15-19	10
691	20-24	4
691	25+	6
692	5-14	37
692	15-19	11
692	25+	8
693	0-4	13
693	5-14	68
693	15-19	30
693	20-24	20
693	25+	19
694	0-4	12
694	5-14	65
694	15-19	19
694	20-24	9
694	25+	15
695	0-4	8
695	5-14	56
695	15-19	21
695	20-24	5
695	25+	10
696	0-4	5
696	5-14	36
696	15-19	18
696	20-24	10
696	25+	5
697	0-4	7
697	5-14	37
697	15-19	15
697	20-24	7
697	25+	7
698	0-4	10
698	5-14	71
698	15-19	25
698	20-24	10
698	25+	15
699	0-4	8
699	5-14	60
699	15-19	14
699	20-24	3
699	25+	15
700	0-4	5
700	5-14	32
700	15-19	12
700	20-24	9
700	25+	9
701	0-4	3
701	5-14	39
701	15-19	24
701	20-24	4
701	25+	9
702	0-4	6
702	5-14	18
702	15-19	13
702	20-24	3
702	25+	9
705	0-4	15
705	5-14	87
705	15-19	25
705	20-24	16
705	25+	19
706	0-4	6
706	5-14	61
706	15-19	20
706	20-24	3
706	25+	9
707	0-4	7
707	5-14	83
707	15-19	34
707	20-24	3
707	25+	14
708	0-4	13
708	5-14	73
708	15-19	16
708	20-24	11
708	25+	20
709	0-4	4
709	5-14	17
709	15-19	6
709	20-24	3
709	25+	10
710	0-4	4
710	5-14	44
710	15-19	19
710	20-24	10
710	25+	16
711	0-4	7
711	5-14	32
711	15-19	10
711	20-24	3
711	25+	7
712	0-4	9
712	5-14	53
712	15-19	43
712	20-24	9
712	25+	13
713	0-4	3
713	5-14	32
713	15-19	10
713	25+	7
714	0-4	5
714	5-14	32
714	15-19	9
714	20-24	6
714	25+	3
715	5-14	26
715	15-19	12
715	20-24	9
715	25+	8
716	0-4	7
716	5-14	33
716	15-19	18
716	20-24	14
716	25+	8
717	0-4	3
717	5-14	46
717	15-19	8
717	20-24	4
717	25+	11
718	0-4	4
718	5-14	14
718	15-19	11
718	20-24	7
718	25+	7
719	0-4	9
719	5-14	65
719	15-19	17
719	20-24	8
719	25+	23
720	0-4	3
720	5-14	28
720	15-19	15
720	20-24	4
720	25+	9
721	5-14	35
721	15-19	22
721	20-24	5
721	25+	19
722	5-14	29
722	15-19	6
722	20-24	12
722	25+	21
723	5-14	4
724	0-4	10
724	5-14	45
724	15-19	29
724	20-24	9
724	25+	11
725	0-4	7
725	5-14	48
725	15-19	20
725	20-24	13
725	25+	11
726	0-4	3
726	5-14	8
726	15-19	5
726	20-24	4
726	25+	3
728	0-4	4
728	5-14	29
728	15-19	9
728	20-24	5
728	25+	11
729	0-4	16
729	5-14	35
729	15-19	17
729	20-24	9
729	25+	21
730	0-4	5
730	5-14	32
730	15-19	14
730	20-24	9
730	25+	11
731	5-14	9
732	0-4	5
732	5-14	41
732	15-19	21
732	20-24	7
732	25+	6
733	0-4	3
733	5-14	34
733	15-19	20
733	20-24	10
733	25+	11
734	0-4	12
734	5-14	51
734	15-19	19
734	20-24	9
734	25+	10
735	0-4	6
735	5-14	62
735	15-19	10
735	20-24	11
735	25+	16
736	0-4	4
736	5-14	29
736	15-19	15
736	20-24	10
736	25+	6
737	0-4	5
737	5-14	70
737	15-19	22
737	20-24	11
737	25+	21
738	0-4	13
738	5-14	74
738	15-19	46
738	20-24	10
738	25+	8
739	0-4	11
739	5-14	96
739	15-19	38
739	20-24	5
739	25+	9
740	0-4	12
740	5-14	61
740	15-19	30
740	20-24	10
740	25+	11
741	0-4	8
741	5-14	49
741	15-19	33
741	20-24	3
741	25+	9
742	0-4	3
742	5-14	75
742	15-19	39
742	20-24	15
742	25+	12
743	0-4	4
743	5-14	67
743	15-19	32
743	20-24	19
743	25+	13
744	0-4	6
744	5-14	47
744	15-19	23
744	20-24	13
744	25+	18
745	5-14	42
745	15-19	17
745	20-24	9
745	25+	10
746	0-4	5
746	5-14	45
746	15-19	29
746	20-24	13
746	25+	12
747	0-4	9
747	5-14	46
747	15-19	14
747	20-24	3
747	25+	10
748	0-4	8
748	5-14	44
748	15-19	12
748	20-24	9
748	25+	11
749	0-4	8
749	5-14	20
749	15-19	6
749	20-24	9
749	25+	17
750	5-14	12
750	25+	7
751	0-4	9
751	5-14	47
751	15-19	27
751	20-24	6
751	25+	15
752	0-4	3
752	5-14	13
752	15-19	13
752	20-24	6
753	0-4	19
753	5-14	94
753	15-19	28
753	20-24	11
753	25+	17
754	0-4	3
754	5-14	51
754	15-19	20
754	20-24	10
754	25+	10
755	5-14	11
755	25+	3
757	0-4	5
757	5-14	48
757	15-19	31
757	20-24	8
757	25+	24
758	0-4	16
758	5-14	49
758	15-19	18
758	20-24	10
758	25+	20
759	0-4	11
759	5-14	45
759	15-19	18
759	20-24	3
759	25+	8
760	0-4	8
760	5-14	52
760	15-19	19
760	20-24	3
760	25+	20
761	0-4	6
761	5-14	21
761	15-19	4
761	25+	9
762	0-4	12
762	5-14	50
762	15-19	28
762	20-24	12
762	25+	29
763	0-4	10
763	5-14	66
763	15-19	17
763	20-24	3
763	25+	18
764	0-4	6
764	5-14	55
764	15-19	24
764	20-24	7
764	25+	11
765	0-4	15
765	5-14	85
765	15-19	48
765	20-24	19
765	25+	34
766	0-4	7
766	5-14	71
766	15-19	29
766	20-24	37
766	25+	66
767	0-4	3
767	5-14	19
767	15-19	9
767	20-24	11
767	25+	26
768	5-14	7
768	25+	3
769	0-4	3
769	5-14	25
769	15-19	12
769	20-24	16
769	25+	44
770	0-4	14
770	5-14	60
770	15-19	17
770	20-24	20
770	25+	47
771	0-4	3
771	5-14	12
771	15-19	11
771	20-24	3
771	25+	11
772	0-4	18
772	5-14	57
772	15-19	27
772	20-24	9
772	25+	20
773	0-4	11
773	5-14	50
773	15-19	21
773	20-24	4
773	25+	28
774	5-14	15
774	25+	3
775	0-4	9
775	5-14	69
775	15-19	25
775	20-24	14
775	25+	29
776	0-4	8
776	5-14	24
776	15-19	12
776	20-24	9
776	25+	6
777	5-14	43
777	15-19	18
777	20-24	9
777	25+	14
778	0-4	5
778	5-14	16
778	15-19	13
778	20-24	9
778	25+	7
779	0-4	9
779	5-14	50
779	15-19	25
779	20-24	6
779	25+	23
780	0-4	10
780	5-14	34
780	15-19	10
780	20-24	6
780	25+	27
781	0-4	7
781	5-14	17
781	15-19	12
781	20-24	8
781	25+	32
782	5-14	16
782	15-19	8
782	20-24	4
782	25+	9
783	5-14	4
784	0-4	4
784	5-14	30
784	15-19	11
784	20-24	18
784	25+	51
785	0-4	5
785	5-14	26
785	15-19	13
785	20-24	3
785	25+	4
786	0-4	3
786	5-14	15
786	15-19	4
786	20-24	10
786	25+	14
787	0-4	10
787	5-14	62
787	15-19	29
787	20-24	6
787	25+	23
788	0-4	21
788	5-14	87
788	15-19	20
788	20-24	13
788	25+	21
789	0-4	5
789	5-14	36
789	15-19	8
789	20-24	6
789	25+	30
790	5-14	55
790	15-19	10
790	20-24	16
790	25+	20
791	0-4	4
791	5-14	42
791	15-19	19
791	20-24	11
791	25+	19
792	5-14	45
792	15-19	13
792	20-24	4
792	25+	14
793	0-4	8
793	5-14	56
793	15-19	14
793	20-24	10
793	25+	21
794	0-4	20
794	5-14	122
794	15-19	44
794	20-24	24
794	25+	30
795	0-4	11
795	5-14	32
795	15-19	11
795	20-24	8
795	25+	15
796	5-14	33
796	15-19	8
796	20-24	17
796	25+	32
797	0-4	3
797	5-14	47
797	15-19	16
797	20-24	35
797	25+	100
798	0-4	5
798	5-14	37
798	15-19	16
798	20-24	6
798	25+	6
799	0-4	8
799	5-14	52
799	15-19	20
799	20-24	7
799	25+	23
800	5-14	16
800	15-19	19
800	20-24	4
800	25+	16
801	0-4	7
801	5-14	29
801	15-19	10
801	20-24	14
801	25+	22
802	0-4	14
802	5-14	37
802	15-19	20
802	20-24	14
802	25+	34
803	0-4	4
803	5-14	51
803	15-19	25
803	20-24	14
803	25+	21
804	0-4	6
804	5-14	37
804	15-19	14
804	20-24	3
804	25+	25
805	0-4	3
805	5-14	26
805	15-19	10
805	20-24	16
805	25+	58
806	5-14	43
806	15-19	24
806	20-24	15
806	25+	13
807	0-4	12
807	5-14	93
807	15-19	41
807	20-24	18
807	25+	15
808	0-4	7
808	5-14	22
808	15-19	8
808	20-24	9
808	25+	24
809	0-4	3
809	5-14	20
809	15-19	15
809	20-24	3
809	25+	7
810	0-4	22
810	5-14	71
810	15-19	32
810	20-24	18
810	25+	16
811	0-4	11
811	5-14	57
811	15-19	28
811	20-24	3
811	25+	17
812	0-4	6
812	5-14	59
812	15-19	21
812	20-24	4
812	25+	13
813	0-4	7
813	5-14	54
813	15-19	22
813	20-24	11
813	25+	10
814	0-4	8
814	5-14	50
814	15-19	15
814	20-24	6
814	25+	16
815	0-4	6
815	5-14	42
815	15-19	8
815	25+	9
816	0-4	5
816	5-14	74
816	15-19	28
816	20-24	9
816	25+	15
817	15-19	17
817	20-24	7
817	25+	5
818	0-4	6
818	5-14	57
818	15-19	21
818	20-24	3
818	25+	6
819	0-4	4
819	5-14	59
819	15-19	22
819	20-24	14
819	25+	12
820	0-4	9
820	5-14	48
820	15-19	31
820	20-24	8
820	25+	13
821	0-4	8
821	5-14	52
821	15-19	15
821	20-24	4
821	25+	3
822	0-4	8
822	5-14	68
822	15-19	15
822	20-24	8
822	25+	12
823	0-4	13
823	5-14	101
823	15-19	40
823	20-24	18
823	25+	42
825	0-4	21
825	5-14	77
825	15-19	28
825	20-24	14
825	25+	27
826	0-4	5
826	5-14	21
826	15-19	12
826	20-24	8
826	25+	8
827	0-4	8
827	5-14	69
827	15-19	10
827	20-24	8
827	25+	14
829	0-4	14
829	5-14	58
829	15-19	19
829	20-24	12
829	25+	11
830	0-4	10
830	5-14	38
830	15-19	10
830	20-24	5
830	25+	15
831	0-4	16
831	5-14	83
831	15-19	39
831	20-24	17
831	25+	21
832	0-4	5
832	5-14	33
832	15-19	11
832	20-24	5
832	25+	13
833	0-4	8
833	5-14	64
833	15-19	29
833	20-24	3
833	25+	15
834	0-4	3
834	5-14	16
834	15-19	14
834	20-24	7
835	5-14	32
835	15-19	22
835	20-24	4
835	25+	14
836	0-4	9
836	5-14	63
836	15-19	13
836	25+	21
837	0-4	11
837	5-14	81
837	15-19	16
837	20-24	11
837	25+	13
838	0-4	8
838	5-14	76
838	15-19	27
838	20-24	11
838	25+	14
839	0-4	14
839	5-14	71
839	15-19	34
839	20-24	12
839	25+	21
840	0-4	8
840	5-14	51
840	15-19	18
840	20-24	20
840	25+	9
841	0-4	14
841	5-14	23
841	15-19	12
