SA1_internal_2021	AgeStudent	students
5212	5-14	61
5212	15-19	17
5212	20-24	5
5212	25+	13
5213	5-14	5
5214	0-4	12
5214	5-14	43
5214	15-19	16
5214	20-24	7
5214	25+	7
5215	5-14	15
5215	15-19	9
5216	0-4	6
5216	5-14	46
5216	15-19	16
5216	25+	5
5217	0-4	6
5217	5-14	38
5217	25+	12
5218	0-4	3
5218	5-14	19
5218	15-19	11
5219	0-4	6
5219	5-14	32
5219	15-19	3
5219	25+	5
5220	0-4	3
5220	5-14	61
5220	15-19	18
5220	20-24	9
5220	25+	12
5221	0-4	7
5221	5-14	32
5221	15-19	13
5221	20-24	4
5221	25+	4
5222	5-14	32
5222	20-24	3
5222	25+	4
5223	0-4	4
5223	5-14	49
5223	15-19	10
5223	20-24	3
5223	25+	10
5224	0-4	7
5224	5-14	14
5224	15-19	3
5224	25+	10
5225	5-14	25
5225	15-19	3
5225	25+	4
5226	5-14	26
5226	15-19	3
5227	0-4	5
5227	5-14	40
5227	15-19	28
5227	20-24	4
5227	25+	15
5228	5-14	23
5228	15-19	11
5228	20-24	3
5228	25+	10
5229	0-4	3
5229	5-14	29
5229	15-19	9
5229	20-24	6
5229	25+	12
5230	5-14	11
5230	15-19	7
5230	20-24	5
5230	25+	10
5231	0-4	4
5231	5-14	33
5231	15-19	10
5231	20-24	6
5231	25+	13
5232	0-4	5
5232	5-14	11
5232	15-19	8
5232	20-24	6
5232	25+	4
5233	0-4	3
5233	5-14	15
5233	15-19	8
5233	20-24	3
5233	25+	5
5234	0-4	3
5234	5-14	15
5234	15-19	14
5234	25+	11
5235	0-4	4
5235	5-14	52
5235	15-19	23
5235	20-24	7
5235	25+	9
5236	0-4	4
5236	5-14	37
5236	15-19	19
5236	20-24	4
5236	25+	5
5237	0-4	4
5237	5-14	80
5237	15-19	17
5237	20-24	3
5237	25+	15
5241	5-14	20
5241	15-19	5
5241	25+	5
5242	0-4	4
5242	5-14	28
5242	15-19	9
5242	25+	5
5243	5-14	14
5243	15-19	8
5244	0-4	6
5244	5-14	32
5244	15-19	11
5244	20-24	4
5244	25+	13
5245	5-14	26
5245	15-19	13
5245	20-24	4
5245	25+	3
5246	0-4	3
5246	5-14	42
5246	15-19	10
5246	20-24	4
5246	25+	3
5247	0-4	12
5247	5-14	111
5247	15-19	30
5247	20-24	11
5247	25+	10
5248	0-4	7
5248	5-14	35
5248	15-19	13
5248	20-24	5
5248	25+	6
5249	0-4	11
5249	5-14	30
5249	15-19	17
5249	20-24	3
5249	25+	3
5250	0-4	4
5250	5-14	23
5250	15-19	6
5250	25+	4
5251	0-4	8
5251	5-14	36
5251	15-19	15
5251	25+	6
5253	0-4	7
5253	5-14	80
5253	15-19	19
5253	20-24	3
5253	25+	14
5254	0-4	8
5254	5-14	27
5254	15-19	8
5254	20-24	4
5254	25+	4
5255	0-4	6
5255	5-14	16
5255	15-19	9
5255	20-24	3
5255	25+	7
5256	0-4	12
5256	5-14	52
5256	15-19	10
5256	20-24	4
5256	25+	4
5257	5-14	20
5257	25+	3
5258	0-4	5
5258	5-14	45
5258	15-19	9
5258	25+	10
5259	0-4	11
5259	5-14	49
5259	15-19	18
5259	20-24	4
5259	25+	10
5260	5-14	28
5260	15-19	14
5260	20-24	3
5260	25+	5
5261	0-4	3
5261	5-14	45
5261	15-19	22
5261	20-24	7
5261	25+	9
5262	0-4	7
5262	5-14	41
5262	15-19	12
5262	20-24	9
5262	25+	6
5263	0-4	3
5263	5-14	32
5263	15-19	11
5263	25+	7
5264	0-4	5
5264	5-14	25
5264	15-19	11
5264	25+	5
5265	0-4	4
5265	5-14	22
5265	15-19	12
5265	20-24	4
5266	5-14	31
5266	15-19	9
5266	25+	11
5268	5-14	28
5268	15-19	12
5268	25+	12
5269	5-14	19
5269	15-19	10
5269	20-24	6
5269	25+	3
5270	0-4	5
5270	5-14	37
5270	15-19	17
5270	20-24	4
5271	0-4	4
5271	5-14	34
5271	15-19	4
5271	25+	8
5272	0-4	8
5272	5-14	25
5272	15-19	11
5273	5-14	13
5273	15-19	6
5273	25+	3
5274	0-4	9
5274	5-14	63
5274	15-19	28
5274	20-24	6
5274	25+	7
5275	5-14	39
5275	15-19	10
5275	20-24	6
5275	25+	5
5276	0-4	3
5276	5-14	38
5276	15-19	16
5276	25+	8
5277	0-4	6
5277	5-14	24
5277	15-19	7
5277	20-24	3
5277	25+	6
5278	0-4	7
5278	5-14	44
5278	15-19	16
5278	20-24	6
5278	25+	10
5279	0-4	3
5279	5-14	30
5279	15-19	4
5279	20-24	9
5279	25+	6
5280	0-4	8
5280	5-14	36
5280	15-19	13
5280	20-24	3
5280	25+	12
5281	0-4	8
5281	5-14	27
5281	20-24	3
5281	25+	10
5282	5-14	28
5282	15-19	9
5282	20-24	4
5282	25+	4
5283	5-14	16
5283	15-19	14
5283	20-24	4
5283	25+	8
5284	0-4	6
5284	5-14	29
5284	15-19	11
5284	20-24	3
5284	25+	15
5285	0-4	9
5285	5-14	33
5285	15-19	13
5285	20-24	3
5285	25+	5
5286	0-4	3
5286	5-14	27
5286	15-19	3
5286	25+	7
5287	0-4	6
5287	5-14	42
5287	15-19	19
5287	20-24	4
5287	25+	8
5289	0-4	7
5289	5-14	59
5289	15-19	19
5289	20-24	6
5289	25+	5
5290	5-14	50
5290	15-19	6
5290	25+	6
5291	0-4	3
5291	5-14	46
5291	15-19	13
5291	25+	9
5292	0-4	6
5292	5-14	16
5292	15-19	9
5292	25+	7
5293	0-4	3
5293	5-14	21
5293	15-19	6
5293	20-24	4
5293	25+	3
5294	5-14	17
5295	0-4	12
5295	5-14	37
5295	15-19	11
5295	25+	5
5296	0-4	6
5296	5-14	40
5296	15-19	3
5296	20-24	4
5296	25+	10
5297	5-14	24
5297	15-19	8
5298	5-14	34
5298	15-19	13
5298	20-24	3
5298	25+	3
5299	5-14	62
5299	15-19	30
5299	20-24	9
5299	25+	6
5300	0-4	11
5300	5-14	48
5300	15-19	9
5300	20-24	7
5300	25+	9
5301	0-4	4
5301	5-14	20
5301	15-19	3
5301	20-24	3
5301	25+	4
5302	0-4	3
5302	5-14	37
5302	15-19	20
5302	20-24	3
5303	0-4	10
5303	5-14	52
5303	15-19	23
5303	25+	12
5304	0-4	11
5304	5-14	41
5304	15-19	11
5304	25+	3
5305	0-4	4
5305	5-14	14
5305	15-19	12
5306	5-14	4
5307	0-4	16
5307	5-14	69
5307	15-19	19
5307	20-24	3
5307	25+	8
5309	0-4	17
5309	5-14	48
5309	15-19	15
5309	20-24	4
5309	25+	9
5310	5-14	8
5311	0-4	12
5311	5-14	55
5311	15-19	17
5311	20-24	4
5311	25+	11
5312	5-14	13
5312	15-19	3
5312	20-24	5
5313	5-14	8
5313	15-19	5
5314	0-4	9
5314	5-14	37
5314	15-19	15
5314	25+	5
5315	0-4	5
5315	5-14	62
5315	15-19	19
5315	25+	9
5316	0-4	3
5316	5-14	15
5316	15-19	10
5316	20-24	10
5316	25+	8
5317	15-19	3
5318	5-14	6
5319	0-4	12
5319	5-14	39
5319	15-19	14
5319	25+	9
5320	5-14	33
5320	15-19	6
5320	25+	11
5321	0-4	4
5321	5-14	14
5321	15-19	11
5321	25+	7
5322	0-4	16
5322	5-14	70
5322	15-19	23
5322	20-24	8
5322	25+	14
5323	5-14	80
5323	15-19	31
5323	20-24	4
5323	25+	4
5324	0-4	10
5324	5-14	111
5324	15-19	32
5324	20-24	10
5324	25+	12
5325	0-4	10
5325	5-14	25
5325	15-19	17
5325	20-24	3
5326	0-4	6
5326	5-14	45
5326	15-19	15
5326	20-24	7
5326	25+	7
5327	0-4	11
5327	5-14	147
5327	15-19	52
5327	20-24	3
5327	25+	25
5328	0-4	4
5328	5-14	40
5328	15-19	13
5329	0-4	4
5329	5-14	32
5329	15-19	5
5329	20-24	3
5329	25+	7
5330	0-4	5
5330	5-14	22
5330	15-19	7
5330	20-24	8
5330	25+	12
5331	0-4	13
5331	5-14	64
5331	15-19	26
5331	20-24	4
5331	25+	15
5332	0-4	12
5332	5-14	57
5332	15-19	17
5332	20-24	5
5332	25+	11
5333	0-4	7
5333	5-14	30
5333	15-19	12
5333	20-24	4
5333	25+	10
5334	0-4	5
5334	5-14	55
5334	15-19	25
5334	20-24	5
5334	25+	10
5335	0-4	3
5335	5-14	38
5335	15-19	5
5335	25+	8
5336	0-4	6
5336	5-14	32
5336	15-19	9
5336	25+	4
5337	0-4	3
5337	5-14	30
5337	15-19	15
5337	25+	4
5338	0-4	6
5338	5-14	29
5338	15-19	11
5338	25+	5
5339	0-4	4
5339	5-14	53
5339	15-19	12
5339	20-24	6
5339	25+	7
5340	0-4	8
5340	5-14	21
5340	15-19	8
5340	25+	6
5341	0-4	10
5341	5-14	34
5341	15-19	5
5341	20-24	7
5341	25+	5
5342	0-4	4
5342	5-14	9
5342	15-19	8
5343	5-14	24
5343	15-19	12
5343	20-24	4
5343	25+	10
5344	0-4	4
5344	5-14	39
5344	15-19	14
5344	25+	14
5345	0-4	6
5345	5-14	46
5345	15-19	23
5345	25+	7
5346	0-4	9
5346	5-14	26
5346	15-19	10
5346	25+	4
5347	0-4	5
5347	5-14	27
5347	15-19	13
5347	25+	5
5348	5-14	21
5348	15-19	7
5348	20-24	4
5348	25+	9
5349	5-14	33
5349	15-19	13
5349	20-24	4
5349	25+	5
5350	5-14	35
5350	15-19	7
5350	20-24	4
5350	25+	10
5351	0-4	3
5351	5-14	32
5351	15-19	8
5351	25+	8
5352	0-4	10
5352	5-14	38
5352	15-19	10
5352	20-24	6
5352	25+	13
5353	5-14	33
5353	15-19	13
5353	25+	10
5354	0-4	4
5354	5-14	25
5354	15-19	9
5354	25+	6
5355	0-4	10
5355	5-14	73
5355	15-19	29
5355	20-24	6
5355	25+	9
5357	0-4	3
5357	5-14	16
5357	15-19	9
5357	20-24	4
5357	25+	5
5359	5-14	4
5359	15-19	3
5360	0-4	4
5360	5-14	3
5360	15-19	185
5360	20-24	260
5360	25+	46
5361	5-14	44
5361	15-19	30
5361	20-24	3
5361	25+	16
5362	0-4	9
5362	5-14	44
5362	15-19	24
5362	20-24	9
5362	25+	14
5363	0-4	9
5363	5-14	64
5363	15-19	33
5363	25+	12
5364	0-4	12
5364	5-14	107
5364	15-19	43
5364	20-24	8
5364	25+	20
5365	0-4	3
5365	5-14	17
5365	15-19	40
5365	20-24	98
5365	25+	84
5366	0-4	5
5366	5-14	40
5366	15-19	19
5366	20-24	16
5366	25+	15
5367	0-4	5
5367	5-14	51
5367	15-19	13
5367	20-24	12
5367	25+	26
5368	0-4	3
5368	5-14	25
5368	15-19	7
5368	20-24	5
5368	25+	4
5369	0-4	7
5369	5-14	52
5369	15-19	29
5369	20-24	11
5369	25+	22
5370	0-4	13
5370	5-14	28
5370	15-19	16
5370	20-24	14
5370	25+	29
5371	0-4	13
5371	5-14	30
5371	15-19	20
5371	20-24	17
5371	25+	31
5372	0-4	8
5372	5-14	57
5372	15-19	12
5372	20-24	8
5372	25+	10
5373	0-4	5
5373	5-14	36
5373	15-19	16
5373	20-24	7
5373	25+	32
5374	0-4	7
5374	5-14	35
5374	15-19	12
5374	20-24	4
5374	25+	19
5375	0-4	11
5375	5-14	53
5375	15-19	20
5375	20-24	20
5375	25+	50
5376	5-14	18
5376	15-19	11
5376	20-24	3
5376	25+	9
5377	0-4	6
5377	5-14	44
5377	15-19	22
5377	20-24	6
5377	25+	23
5378	0-4	6
5378	5-14	35
5378	15-19	17
5378	20-24	10
5378	25+	24
5379	0-4	3
5379	5-14	37
5379	15-19	24
5379	20-24	12
5379	25+	21
5380	0-4	3
5380	5-14	32
5380	15-19	21
5380	20-24	17
5380	25+	12
5381	0-4	13
5381	5-14	119
5381	15-19	31
5381	20-24	16
5381	25+	46
5382	0-4	4
5382	5-14	35
5382	15-19	35
5382	20-24	14
5382	25+	6
5383	0-4	4
5383	5-14	31
5383	15-19	13
5383	20-24	6
5383	25+	20
5384	0-4	7
5384	5-14	41
5384	15-19	16
5384	20-24	17
5384	25+	19
5385	0-4	12
5385	5-14	72
5385	15-19	13
5385	20-24	10
5385	25+	20
5386	0-4	10
5386	5-14	58
5386	15-19	25
5386	20-24	6
5386	25+	23
5387	0-4	4
5387	5-14	48
5387	15-19	14
5387	20-24	9
5387	25+	31
5388	0-4	7
5388	5-14	30
5388	15-19	11
5388	20-24	6
5388	25+	32
5389	0-4	3
5389	5-14	52
5389	15-19	12
5389	20-24	21
5389	25+	38
5390	0-4	5
5390	5-14	24
5390	15-19	8
5390	20-24	7
5390	25+	35
5391	0-4	3
5391	5-14	20
5391	15-19	9
5391	20-24	11
5391	25+	22
5392	0-4	11
5392	5-14	31
5392	15-19	15
5392	20-24	18
5392	25+	33
5393	0-4	5
5393	5-14	49
5393	15-19	14
5393	20-24	16
5393	25+	30
5394	0-4	11
5394	5-14	51
5394	15-19	17
5394	20-24	26
5394	25+	41
5395	0-4	6
5395	5-14	55
5395	15-19	24
5395	20-24	22
5395	25+	51
5396	0-4	4
5396	5-14	52
5396	15-19	54
5396	20-24	21
5396	25+	16
5397	0-4	14
5397	5-14	45
5397	15-19	11
5397	20-24	8
5397	25+	14
5398	0-4	12
5398	5-14	52
5398	15-19	20
5398	20-24	19
5398	25+	36
5399	0-4	5
5399	5-14	52
5399	15-19	28
5399	20-24	16
5399	25+	41
5400	0-4	3
5400	5-14	42
5400	15-19	13
5400	20-24	13
5400	25+	62
5401	0-4	9
5401	5-14	61
5401	15-19	32
5401	20-24	19
5401	25+	52
5402	5-14	38
5402	15-19	21
5402	20-24	14
5402	25+	33
5403	0-4	8
5403	5-14	33
5403	15-19	14
5403	20-24	6
5403	25+	9
5404	0-4	12
5404	5-14	35
5404	15-19	12
5404	20-24	12
5404	25+	22
5405	0-4	13
5405	5-14	50
5405	15-19	22
5405	20-24	22
5405	25+	14
5406	0-4	9
5406	5-14	70
5406	15-19	24
5406	20-24	25
5406	25+	23
5407	0-4	7
5407	5-14	51
5407	15-19	17
5407	20-24	10
5407	25+	26
5408	0-4	10
5408	5-14	83
5408	15-19	19
5408	20-24	17
5408	25+	32
5409	5-14	41
5409	15-19	53
5409	25+	9
5410	0-4	19
5410	5-14	95
5410	15-19	26
5410	20-24	33
5410	25+	53
5412	5-14	11
5412	15-19	8
5413	0-4	5
5413	5-14	59
5413	15-19	33
5413	20-24	3
5413	25+	10
5414	0-4	15
5414	5-14	118
5414	15-19	42
5414	20-24	19
5414	25+	35
5415	0-4	5
5415	5-14	20
5415	25+	3
5416	5-14	20
5416	15-19	12
5416	25+	5
5417	0-4	9
5417	5-14	42
5417	15-19	7
5417	20-24	7
5417	25+	5
5418	0-4	12
5418	5-14	50
5418	15-19	15
5418	25+	12
5419	0-4	8
5419	5-14	37
5419	15-19	9
5419	20-24	3
5419	25+	13
5420	0-4	11
5420	5-14	46
5420	15-19	7
5420	20-24	8
5420	25+	3
5421	0-4	10
5421	5-14	95
5421	15-19	30
5421	20-24	8
5421	25+	21
5422	5-14	27
5422	15-19	10
5422	20-24	5
5422	25+	3
5423	0-4	3
5423	5-14	46
5423	15-19	23
5423	25+	6
5424	0-4	6
5424	5-14	63
5424	15-19	20
5424	25+	3
5425	0-4	6
5425	5-14	40
5425	15-19	23
5425	20-24	9
5425	25+	13
5426	0-4	6
5426	5-14	36
5426	15-19	11
5426	20-24	3
5426	25+	6
5427	0-4	5
5427	5-14	51
5427	15-19	18
5427	20-24	4
5428	0-4	4
5428	5-14	28
5428	15-19	11
5428	20-24	3
5428	25+	12
5429	5-14	40
5429	15-19	12
5429	20-24	3
5429	25+	8
5430	0-4	4
5430	5-14	61
5430	15-19	14
5430	25+	15
5431	0-4	7
5431	5-14	41
5431	15-19	17
5431	20-24	3
5431	25+	12
5432	0-4	8
5432	5-14	56
5432	15-19	13
5432	20-24	4
5432	25+	19
5433	0-4	5
5433	5-14	26
5433	15-19	8
5433	25+	10
5434	0-4	3
5434	5-14	60
5434	15-19	26
5434	25+	12
5435	0-4	9
5435	5-14	57
5435	15-19	28
5435	20-24	3
5435	25+	18
5436	0-4	4
5436	5-14	53
5436	15-19	24
5436	20-24	3
5436	25+	19
5437	5-14	20
5437	15-19	10
5437	25+	13
5438	0-4	3
5438	5-14	19
5438	15-19	13
5438	25+	4
5439	0-4	7
5439	5-14	59
5439	15-19	17
5439	20-24	6
5439	25+	12
5440	5-14	16
5440	15-19	10
5440	20-24	3
5441	0-4	6
5441	5-14	25
5441	15-19	8
5441	20-24	4
5441	25+	13
5442	0-4	5
5442	5-14	25
5442	15-19	6
5442	20-24	3
5442	25+	9
5443	0-4	9
5443	5-14	29
5443	15-19	10
5443	20-24	4
5443	25+	9
5444	5-14	29
5444	15-19	9
5445	5-14	26
5445	15-19	13
5445	20-24	4
5445	25+	10
5446	0-4	8
5446	5-14	48
5446	15-19	15
5446	20-24	11
5446	25+	20
5447	0-4	3
5447	5-14	36
5447	15-19	9
5447	20-24	6
5447	25+	14
5448	5-14	21
5448	15-19	13
5448	20-24	4
5449	0-4	4
5449	5-14	13
5449	15-19	6
5449	25+	4
5450	0-4	3
5450	5-14	21
5450	15-19	6
5450	25+	8
5451	0-4	5
5451	5-14	33
5451	15-19	10
5451	20-24	6
5452	0-4	4
5452	5-14	24
5452	15-19	10
5452	25+	6
5453	0-4	7
5453	5-14	18
5453	15-19	4
5453	20-24	3
5453	25+	10
5454	5-14	24
5454	15-19	5
5454	25+	5
5455	0-4	10
5455	5-14	57
5455	15-19	7
5455	20-24	3
5455	25+	8
5456	0-4	7
5456	5-14	41
5456	15-19	27
5456	25+	9
5457	0-4	7
5457	5-14	17
5458	15-19	4
5459	0-4	12
5459	5-14	47
5459	15-19	8
5459	25+	7
5460	5-14	18
5460	15-19	4
5461	5-14	21
5461	15-19	21
5461	20-24	5
5461	25+	5
5462	0-4	7
5462	5-14	47
5462	15-19	32
5462	20-24	5
5462	25+	13
5463	5-14	15
5463	15-19	6
5463	25+	3
5464	5-14	18
5464	15-19	14
5464	25+	7
5465	0-4	3
5465	5-14	35
5465	15-19	18
5465	20-24	6
5465	25+	10
5466	0-4	4
5466	5-14	46
5466	15-19	12
5466	25+	11
5467	0-4	3
5467	5-14	24
5467	15-19	9
5467	25+	7
5468	5-14	44
5468	15-19	18
5468	25+	13
5469	0-4	4
5469	5-14	47
5469	15-19	4
5469	25+	11
5470	0-4	9
5470	5-14	54
5470	15-19	22
5470	20-24	3
5470	25+	9
5471	0-4	3
5471	5-14	24
5471	15-19	7
5471	25+	4
5472	0-4	5
5472	5-14	40
5472	15-19	11
5472	20-24	4
5472	25+	9
5473	0-4	6
5473	5-14	43
5473	15-19	16
5473	25+	16
5474	0-4	6
5474	5-14	23
5474	15-19	3
5474	20-24	3
5474	25+	10
5475	0-4	3
5475	5-14	50
5475	15-19	15
5475	20-24	4
5475	25+	13
5476	5-14	26
5476	15-19	9
5476	20-24	5
5476	25+	12
5477	0-4	6
5477	5-14	30
5477	15-19	6
5477	25+	11
5478	0-4	4
5478	5-14	38
5478	15-19	17
5478	20-24	3
5478	25+	9
5479	5-14	11
5479	15-19	6
5479	25+	4
5480	0-4	6
5480	5-14	27
5480	15-19	10
5480	25+	3
5481	0-4	9
5481	5-14	66
5481	15-19	6
5481	20-24	3
5481	25+	11
5482	0-4	6
5482	5-14	39
5482	15-19	11
5482	20-24	7
5482	25+	5
5483	5-14	21
5483	15-19	9
5483	25+	5
5484	0-4	6
5484	5-14	27
5484	15-19	4
5484	25+	7
5485	5-14	8
5485	15-19	10
5485	25+	5
5486	0-4	12
5486	5-14	53
5486	15-19	13
5486	20-24	3
5486	25+	13
5487	0-4	4
5487	5-14	62
5487	15-19	19
5487	20-24	4
5487	25+	11
5488	0-4	4
5488	5-14	36
5488	15-19	18
5488	20-24	5
5488	25+	11
5489	0-4	3
5489	5-14	11
5489	15-19	9
5489	20-24	3
5489	25+	4
5490	0-4	3
5490	5-14	46
5490	15-19	10
5490	25+	8
5491	0-4	13
5491	5-14	78
5491	15-19	22
5491	20-24	9
5491	25+	20
5492	0-4	6
5492	5-14	50
5492	15-19	17
5492	20-24	4
5492	25+	10
5493	0-4	7
5493	5-14	30
5493	15-19	18
5493	25+	7
5494	0-4	7
5494	5-14	68
5494	15-19	15
5494	20-24	5
5494	25+	3
5495	0-4	11
5495	5-14	54
5495	15-19	17
5495	20-24	3
5495	25+	10
5496	0-4	3
5496	5-14	74
5496	15-19	23
5496	20-24	10
5496	25+	23
5497	0-4	7
5497	5-14	83
5497	15-19	27
5497	20-24	3
5497	25+	22
5498	0-4	9
5498	5-14	58
5498	15-19	21
5498	25+	19
5499	0-4	7
5499	5-14	74
5499	15-19	16
5499	20-24	8
5499	25+	17
5500	5-14	3
5500	15-19	4
5501	0-4	4
5501	5-14	26
5501	15-19	11
5501	25+	3
5502	0-4	16
5502	5-14	81
5502	15-19	18
5502	20-24	5
5502	25+	9
5503	0-4	5
5503	5-14	50
5503	15-19	15
5503	20-24	3
5503	25+	7
5504	0-4	8
5504	5-14	46
5504	15-19	23
5504	25+	14
5505	0-4	9
5505	5-14	61
5505	15-19	13
5505	20-24	3
5505	25+	15
5506	0-4	9
5506	5-14	42
5506	15-19	14
5506	20-24	10
5506	25+	7
5507	0-4	5
5507	5-14	96
5507	15-19	27
5507	20-24	3
5507	25+	10
5508	0-4	4
5508	5-14	56
5508	15-19	13
5508	20-24	5
5508	25+	17
5509	0-4	8
5509	5-14	43
5509	15-19	12
5509	25+	9
5510	0-4	13
5510	5-14	59
5510	15-19	27
5510	20-24	5
5510	25+	10
5511	5-14	16
5511	15-19	8
5511	25+	12
5512	0-4	10
5512	5-14	44
5512	15-19	10
5512	20-24	9
5512	25+	8
5513	0-4	3
5513	5-14	54
5513	15-19	16
5513	20-24	4
5513	25+	11
5514	0-4	5
5514	5-14	39
5514	15-19	13
5514	25+	9
5515	5-14	12
5515	15-19	9
5516	0-4	3
5516	5-14	17
5516	15-19	9
5516	20-24	4
5517	0-4	4
5517	5-14	17
5517	15-19	4
5517	25+	3
5518	5-14	37
5518	15-19	11
5518	25+	3
5519	0-4	4
5519	5-14	34
5519	15-19	12
5519	25+	11
5520	0-4	3
5520	5-14	44
5520	15-19	17
5520	25+	13
5521	0-4	6
5521	5-14	42
5521	15-19	17
5521	25+	8
5522	5-14	35
5522	15-19	9
5522	20-24	5
5523	0-4	8
5523	5-14	52
5523	15-19	4
5523	20-24	3
5523	25+	9
5524	0-4	5
5524	5-14	50
5524	15-19	13
5524	20-24	9
5524	25+	12
5525	0-4	14
5525	5-14	67
5525	15-19	19
5525	25+	11
5526	0-4	4
5526	5-14	38
5526	15-19	20
5526	25+	12
5527	5-14	17
5527	15-19	6
5527	25+	5
5528	0-4	10
5528	5-14	66
5528	15-19	24
5528	25+	17
5529	0-4	3
5529	5-14	30
5529	15-19	10
5529	25+	6
5530	0-4	5
5530	5-14	51
5530	15-19	6
5530	25+	9
5531	0-4	4
5531	5-14	37
5531	15-19	16
5531	25+	6
5532	0-4	9
5532	5-14	49
5532	15-19	13
5532	20-24	3
5532	25+	6
5533	5-14	19
5533	20-24	5
5534	0-4	11
5534	5-14	33
5534	15-19	18
5534	25+	9
5535	0-4	3
5535	5-14	34
5535	15-19	26
5535	20-24	3
5535	25+	8
5536	0-4	8
5536	5-14	35
5536	15-19	11
5537	0-4	9
5537	5-14	51
5537	15-19	12
5537	20-24	3
5537	25+	9
5538	0-4	3
5538	5-14	39
5538	15-19	16
5538	20-24	5
5538	25+	4
5539	0-4	3
5539	5-14	26
5539	15-19	5
5539	25+	5
5540	0-4	3
5540	5-14	24
5540	15-19	10
5540	25+	4
5541	0-4	3
5541	5-14	27
5541	15-19	3
5541	20-24	5
5541	25+	5
5542	0-4	4
5542	5-14	31
5542	15-19	9
5542	20-24	3
5542	25+	10
5543	5-14	38
5543	15-19	16
5543	20-24	4
5543	25+	6
5544	0-4	9
5544	5-14	45
5544	15-19	12
5544	25+	8
5545	0-4	5
5545	5-14	36
5545	15-19	10
5545	20-24	3
5545	25+	7
5546	0-4	4
5546	5-14	19
5546	15-19	4
5546	25+	7
5547	5-14	19
5547	15-19	8
5547	20-24	7
5547	25+	11
5548	5-14	8
5548	15-19	6
5548	20-24	7
5548	25+	3
5549	15-19	4
5549	25+	4
5550	0-4	11
5550	5-14	33
5550	15-19	10
5550	25+	11
5551	5-14	52
5551	15-19	24
5551	20-24	4
5551	25+	13
5552	5-14	26
5552	15-19	13
5552	25+	8
5553	0-4	3
5553	5-14	16
5553	15-19	7
5553	25+	10
5554	5-14	26
5554	15-19	9
5554	25+	12
5555	5-14	31
5555	15-19	17
5555	25+	8
5556	0-4	3
5556	5-14	33
5556	15-19	3
5556	25+	6
5557	0-4	5
5557	5-14	19
5557	15-19	11
5557	25+	6
5558	5-14	19
5558	15-19	4
5559	0-4	3
5559	5-14	26
5559	15-19	5
5559	25+	3
5560	5-14	19
5560	15-19	5
5560	20-24	3
5560	25+	3
5561	5-14	40
5561	15-19	15
5561	25+	14
5562	5-14	17
5562	15-19	3
5562	25+	6
5563	5-14	7
5563	15-19	3
5564	5-14	29
5564	15-19	3
5564	25+	11
5565	0-4	3
5565	5-14	42
5565	15-19	17
5565	20-24	7
5565	25+	14
5566	0-4	5
5566	5-14	47
5566	15-19	14
5566	20-24	7
5566	25+	7
5567	5-14	4
5567	15-19	4
5567	25+	3
5568	0-4	4
5568	5-14	27
5568	15-19	3
5569	0-4	9
5569	5-14	25
5569	15-19	10
5569	20-24	4
5569	25+	4
5570	5-14	23
5570	15-19	3
5570	20-24	7
5570	25+	3
5571	0-4	4
5571	5-14	25
5571	15-19	11
5571	20-24	5
5572	5-14	4
5573	5-14	9
5573	15-19	6
5574	5-14	3
5574	25+	3
5575	0-4	6
5575	5-14	29
5575	15-19	11
5575	20-24	4
5575	25+	12
5576	0-4	5
5576	5-14	28
5576	15-19	13
5577	0-4	13
5577	5-14	47
5577	15-19	6
5577	20-24	9
5577	25+	15
5578	0-4	4
5578	5-14	38
5578	15-19	9
5578	20-24	6
5578	25+	10
5579	0-4	10
5579	5-14	18
5579	15-19	9
5579	20-24	6
5579	25+	11
5580	0-4	3
5580	5-14	35
5580	15-19	4
5580	25+	6
5581	0-4	9
5581	5-14	57
5581	15-19	6
5581	25+	8
5582	0-4	4
5582	5-14	21
5582	15-19	3
5582	25+	5
5583	0-4	12
5583	5-14	57
5583	15-19	18
5583	25+	27
5584	0-4	4
5584	5-14	49
5584	15-19	10
5584	20-24	4
5584	25+	8
5585	5-14	14
5585	15-19	4
5586	0-4	6
5586	5-14	47
5586	15-19	8
5586	25+	13
5587	0-4	8
5587	5-14	54
5587	15-19	9
5587	20-24	5
5587	25+	13
5588	0-4	7
5588	5-14	21
5588	25+	12
5589	0-4	3
5589	5-14	34
5589	15-19	6
5589	25+	10
5590	0-4	4
5590	5-14	43
5590	15-19	6
5590	25+	5
5591	0-4	3
5591	5-14	31
5591	15-19	5
5591	25+	12
5592	0-4	6
5592	5-14	37
5592	15-19	10
5592	20-24	3
5592	25+	11
5593	0-4	9
5593	5-14	33
5593	15-19	4
5593	25+	8
5594	0-4	5
5594	5-14	22
5594	15-19	4
5595	0-4	12
5595	5-14	63
5595	15-19	15
5595	25+	8
5596	0-4	8
5596	5-14	54
5596	15-19	12
5596	20-24	3
5596	25+	8
5599	5-14	26
5599	15-19	3
5599	25+	6
5600	0-4	3
5600	5-14	25
5600	15-19	3
5600	20-24	3
5600	25+	3
5601	0-4	4
5601	5-14	21
5601	15-19	13
5601	20-24	4
5601	25+	6
5602	0-4	3
5602	5-14	44
5602	15-19	14
5602	20-24	3
5602	25+	8
5603	0-4	8
5603	5-14	36
5603	15-19	11
5603	20-24	5
5603	25+	5
5604	0-4	10
5604	5-14	35
5604	15-19	12
5604	20-24	6
